id;title;domain;description;day_to_day;tools_certifications;salary_range;growth_trajectory;industry_trends;icon_emoji;difficulty;demand_level;related_skills;created_at;keywords;job_role_keywords;industry;sector;related_subjects;related_universities;avg_salary_usd;growth_trajectory_detail;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_domains;related_careers;related_job_roles;related_courses;related_countries
58d8648e-d97a-4c0e-951f-2d4a1f0d9871;Toy Designer;Product Design;Conceptualize and develop toys and games for children;;[];₹5,00,000 - ₹18,00,000;Stable Growth;;🧸;intermediate;moderate;"[""prototyping"",""product design"",""C++"",""3D modeling"",""child psychology""]";2026-04-06 06:52:54.166408+00;"[""toy design"",""games"",""play"",""product development""]";[];Entertainment & Media;Beauty & Personal Care;[];[];$50K-$110K;;"[""creativity""]";"[""fashion"",""beauty""]";"[""USA"",""India"",""UK"",""Australia"",""Canada"",""Germany""]";"[""Entertainment & Media""]";;;"[""Industrial Designer"",""UX Designer"",""Sound Designer"",""Interior Designer"",""Costume Designer"",""Textile Designer"",""Puppeteer / Puppet Designer"",""Perfumer / Fragrance Designer"",""Prosthetics Designer"",""Fragrance Designer""]";"[""Industrial Designer"",""UX Designer"",""Interior Designer"",""Graphic Designer"",""Fashion Designer"",""Behavioral Designer""]";[];
442bfdbc-1cbb-4d4a-8f9a-bc01a8816716;Lexicographer;Language/Publishing;Compiles, writes and edits dictionaries and language references;;[];₹3,00,000 - ₹8,00,000;Steady;;📖;Hard;Low;"[""Writing"",""Etymology"",""Linguistics"",""Natural Language Processing"",""Research""]";2026-04-07 04:53:38.714603+00;"[""dictionary"",""information"",""language"",""lexicographer"",""lexicography"",""publishing"",""technology"",""words""]";[];Information Technology;Translation Services;"[""Linguistics""]";[];$60,000;;"[""languages""]";"[""languages""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""Information Technology""]";"[""Translation Services""]";"[""Language/Publishing""]";;"[""Lexicographer"",""Interpreter""]";[];
2889a649-8075-496b-b6d9-4146a0fa6fc7;Biotechnology;Science;Using biological systems for tech and pharmaceutical applications;;[];$60K-$140K;High growth in gene therapy and pharma;;🧬;Hard;Very High;"[""CRISPR"",""Bioinformatics"",""Research"",""Lab Techniques"",""Molecular Biology"",""D3.js"",""AlphaFold""]";2026-03-09 03:35:36.335462+00;"[""biotech"",""biotechnology"",""genetic engineering"",""genomics"",""industrial"",""manufacturing"",""pharmaceuticals"",""science""]";"[""Biotechnologist"",""Genetic Engineer"",""Research Scientist""]";Manufacturing & Industrial;Biotech;"[""Biophysics""]";"[""Birkbeck University of London"",""École Polytechnique"",""Middlesex University"",""Brown University"",""BITS Pilani"",""Kyoto University"",""Heriot-Watt University"",""Cornell Tech"",""Delhi Technological University"",""Iowa State University"",""Jamia Millia Islamia"",""Nanyang Polytechnic"",""Ohio State University"",""Osaka University"",""Institut Polytechnique de Paris"",""Drexel University"",""KIIT University"",""Cardiff University""]";$105,000;;"[""research""]";"[""biology""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Biotechnology"",""Manufacturing & Industrial"",""Information Technology"",""Green Hydrogen"",""Healthcare IT"",""Fertilizers"",""Agritech""]";"[""Biotech"",""Bioplastics""]";"[""Science"",""Biotechnology"",""Immunology"",""Dendrology"",""Gastroenterology"",""Oncology"",""Parasitology"",""Mycology"",""Chronobiology""]";;"[""Biotechnology"",""Biostatistician"",""Geneticist"",""Hydrologist"",""Food Scientist"",""Ecologist"",""Cartographer"",""Conservation Scientist""]";[];"[""Burkina Faso"",""Cambodia"",""Guinea-Bissau"",""Gambia"",""Angola"",""Benin""]"
2c68edf8-0e46-4a7c-9ed7-d59f2e12086a;Robotics & Automation;Technology;Designing, building, and programming robotic systems;;[];$75K-$160K;Exponential industrial demand;;🤖;Hard;Very High;"[""C++"",""Mechanical Design"",""Computer Vision"",""Python"",""ROS"",""Diffusion Models"",""Containerization"",""CFD Simulation"",""BeautifulSoup""]";2026-03-09 03:35:36.335462+00;"[""automation"",""drones"",""industrial"",""information"",""robotics"",""robots"",""technology""]";"[""Robotics Engineer"",""Automation Engineer"",""Robot Programmer""]";Information Technology;Manufacturing;"[""Robotics"",""Industrial Engineering""]";"[""Carnegie Mellon University"",""Georgia Institute of Technology"",""NIT Rourkela""]";$75K-$150K;;"[""precision""]";"[""making""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Aerospace & Defense"",""Information Technology"",""Manufacturing & Industrial"",""Robotics & Automation"",""Industrial Robotics"",""Industrial Automation"",""Iron & Steel"",""Automotive OEM"",""Mechatronics"",""Automotive""]";"[""Manufacturing"",""Building Automation"",""Consumer Robotics"",""Augmented Reality""]";"[""Technology"",""Robotics"",""Telecommunications"",""Welding & Fabrication"",""Physics""]";"[""Robotics Engineer"",""Robotics Process Automation Developer""]";"[""Robotics & Automation"",""Robotics Engineer"",""Network Engineer"",""Drone Operator"",""DevOps Engineer"",""App Developer"",""Chief Technology Officer"",""QA Engineer"",""Machine Learning Engineer"",""GIS Specialist"",""Site Reliability Engineer"",""Quality Assurance Analyst"",""Database Administrator""]";"[""Algorithms Specialization - Stanford""]";
73910cec-16a6-4e21-8f15-eab209416e56;Geneticist;Science/Healthcare;Studies genes and heredity for medical and research applications;;[];₹6,00,000 - ₹20,00,000;Rapid Growth;;🧬;Hard;High;"[""Genetics"",""CRISPR"",""Bioinformatics"",""Genomics""]";2026-04-07 04:53:38.714603+00;"[""genetics"",""genomics"",""DNA"",""heredity""]";[];Healthcare & Life Sciences;Biotech;"[""Genetics""]";[];$55K-$120K;;"[""research""]";"[""biology""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Biotechnology"",""Healthcare & Life Sciences"",""Genomics"",""Diagnostic Labs""]";"[""Biotech"",""Bioplastics""]";"[""Genetics & Genomics"",""Viticulture""]";;"[""Geneticist"",""Toxicologist"",""Genetic Counselor""]";[];
6fcc1108-8b86-4e35-b2d9-c0c10ebe4e89;Compliance Officer;Legal/Corporate;Ensures organizations follow laws and regulations;;[];₹5,00,000 - ₹18,00,000;Stable;;⚖️;Medium;High;"[""Risk Management"",""Auditing"",""Regulatory Compliance""]";2026-04-07 04:53:38.714603+00;"[""compliance"",""regulatory"",""governance""]";[];Legal & Compliance;Risk & Compliance;[];"[""Boston College"",""Indian Institute of Foreign Trade"",""University of Vienna"",""Jamia Millia Islamia"",""Indian School of Business""]";45000;;"[""analytical""]";"[""law""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Legal Services"",""Government & Public Policy"",""Legal & Compliance"",""Microfinance""]";"[""Risk & Compliance""]";"[""Criminal Justice""]";"[""Forestry Officer""]";"[""Compliance Officer"",""Safety Officer"",""Compliance Manager"",""AI Ethics Officer"",""Chief Technology Officer""]";[];"[""Congo""]"
5b224f05-c853-41e4-9fdc-bc8c9aa5f6e5;Oceanographer;Science;Studies oceans, marine life and underwater geology;;[];₹4,00,000 - ₹15,00,000;Stable;;🌊;Hard;Medium;"[""Fieldwork"",""Oceanography"",""Marine Science"",""Data Analysis""]";2026-04-07 04:53:38.714603+00;"[""environmental"",""marine"",""ocean"",""oceanographer"",""oceanography"",""science"",""sea"",""sustainability""]";[];Environmental & Sustainability;Marine & Maritime;"[""Earth Sciences""]";"[""Ocean University of China"",""Pondicherry University""]";$75,000;;"[""safety""]";"[""ocean""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Environmental & Sustainability"",""Marine & Ocean"",""Information Technology"",""Hydropower"",""Ocean Freight"",""Fisheries""]";"[""Marine & Maritime""]";"[""Science""]";;"[""Oceanographer"",""Biostatistician"",""Marine Biologist"",""Hydrologist"",""Food Scientist"",""Ecologist"",""Cartographer"",""Conservation Scientist""]";[];
8948b170-4645-421e-b183-8820378f2a45;Acupuncturist;Healthcare;Traditional Chinese medicine needle therapy for pain relief;;[];₹3,00,000 - ₹10,00,000;Rapid Growth;;🪡;Medium;Low;"[""Traditional Medicine"",""Anatomy"",""Patient Care""]";2026-04-07 04:53:38.714603+00;"[""acupuncture"",""alternative medicine"",""wellness""]";[];Healthcare & Life Sciences;Wellness & Fitness;[];[];$70,000;;"[""empathy"",""discipline""]";"[""psychology"",""health""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Mental Health & Wellness"",""Sports & Fitness"",""Healthcare & Life Sciences""]";"[""Wellness & Fitness"",""Active Living""]";;;"[""Urologist"",""Emergency Medical Technician"",""Endocrinologist"",""Gastroenterologist"",""Audiologist"",""Cardiac Surgeon"",""Clinical Research Coordinator"",""Dental Hygienist"",""Cardiologist"",""Ophthalmologist"",""Anesthesiologist"",""Hematologist"",""Speech Therapist"",""Chiropractor"",""Dietitian"",""Dermatologist"",""Genetic Counselor"",""Epidemiologist""]";"[""Mindfulness in the Workplace""]";
ec0c5ec3-b653-4a39-85dc-3ba051ae9fa2;Copywriter;Marketing;Writes persuasive content for ads and marketing campaigns;;[];₹3,00,000 - ₹12,00,000;Steady;;✍️;Easy;High;"[""Branding"",""Writing"",""SEO"",""Copywriting"",""Creative Thinking""]";2026-04-07 04:53:38.714603+00;"[""copywriting"",""advertising"",""content""]";[];Consumer Goods & Retail;Advertising;[];"[""Boston College"",""Concordia University"",""Northwestern University Qatar""]";$80,000;;"[""creativity"",""Communication"",""Creativity""]";"[""marketing"",""content"",""media"",""Marketing"",""Business"",""Online""]";"[""USA"",""UK"",""India""]";"[""Advertising & Marketing"",""Consumer Goods & Retail"",""Creator Economy"",""Automotive Aftermarket"",""Cosmetics"",""Retail & E-commerce"",""E-commerce Marketplaces""]";"[""Advertising"",""Media & Entertainment""]";"[""E-Commerce"",""Communications & PR"",""Gender Studies"",""Comparative Literature""]";;"[""Copywriter"",""Conversion Copywriter"",""Editor"",""Writer / Author"",""Content Strategist""]";"[""Meta Social Media Marketing Certificate"",""Google Digital Marketing Certificate"",""Introduction to Digital Marketing"",""Hootsuite Social Marketing Certification"",""Copywriting Secrets"",""SEO Fundamentals"",""HubSpot Inbound Marketing Certification""]";
8827cf2b-c8a2-49f2-bd70-563352400466;Puppeteer;Performing Arts;Create and perform puppet shows for entertainment and education;Create puppets, write scripts, perform shows, teach workshops;[];₹1,50,000-₹6,00,000;Children entertainment and cultural shows;Digital puppetry and YouTube content expanding reach;🎭;Beginner;Niche;"[""Puppetry"",""Performance"",""Craft"",""Storytelling"",""Voice Acting""]";2026-04-04 06:37:36.623731+00;[];[];Entertainment & Media;Beauty & Personal Care;[];[];75000;;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""empathy"",""negotiation"",""problem-solving"",""Logical Thinking"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""psychology"",""property"",""coding"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada"",""India""]";"[""Entertainment & Media""]";;;"[""Puppeteer / Puppet Designer""]";;[];
1e705e7d-bb99-48da-9ca9-c62b0d1f4166;Mechanical Engineering;Engineering;Designing machines, engines, and mechanical systems;;[];$65K-$130K;Diverse industry applications;;⚙️;Hard;High;"[""Thermodynamics"",""CAD"",""Manufacturing"",""SolidWorks"",""FEA"",""Mechanical Engineering"",""Civil Engineering"",""Prompt Engineering"",""ChatGPT Prompt Engineering""]";2026-03-09 03:35:36.335462+00;"[""mechanical"",""machines"",""manufacturing"",""robotics""]";"[""Mechanical Engineer"",""Design Engineer"",""Manufacturing Engineer""]";Manufacturing & Industrial;Real Estate & Construction;"[""Robotics"",""Manufacturing"",""Mechanical Engineering"",""Industrial Engineering"",""Electrical Engineering"",""Ceramic Engineering"",""Chemical Reaction Engineering"",""Chemical Engineering"",""Software Engineering"",""Electronics Engineering"",""Biomedical Engineering"",""Aerospace Engineering"",""Civil Engineering""]";"[""Carnegie Mellon University"",""Georgia Institute of Technology"",""École Polytechnique"",""Politecnico di Milano"",""BITS Pilani"",""Hanyang University"",""Delhi Technological University"",""Nanyang Polytechnic""]";$65K-$130K;;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""India"",""UK""]";"[""Manufacturing & Industrial"",""Robotics & Automation"",""Civil Engineering"",""Engineering Procurement"",""Heavy Engineering"",""Marine Engineering"",""Coal Mining"",""Mining Equipment"",""Lithium Mining"",""Elevator & Escalator"",""Mechatronics"",""Optics & Photonics"",""Agritech"",""Chemical & Materials""]";"[""Manufacturing"",""Auto Manufacturing"",""Engineering Education""]";"[""Mechanical Engineering"",""Industrial Engineering"",""Petroleum Engineering"",""Automotive Engineering"",""Chemical Engineering"",""Electrical Engineering"",""Ceramic Engineering"",""Marine Engineering"",""Welding & Fabrication"",""Cryogenics""]";"[""Aerospace Engineering"",""Electrical Engineering"",""Biomedical Engineering"",""Civil Engineering"",""Software Engineering""]";"[""Mechanical Engineer"",""Engineering Manager"",""Marine Engineer"",""Construction Manager"",""Agricultural Engineer"",""Industrial Engineer"",""Building Inspector"",""Robotics Engineer"",""Nuclear Engineer"",""Chemical Engineer"",""Ergonomist"",""Fire Engineer"",""Industrial Designer"",""Geotechnical Engineer""]";"[""Data Engineering with Snowflake"",""Engineering Leadership Track"",""Prompt Engineering Professional"",""Site Reliability Engineering"",""Prompt Engineering for ChatGPT"",""PMP Certification Prep""]";"[""Jamaica""]"
67bf9352-2f6b-4ccf-838b-0d6bdab82cd7;Psychology;Social Sciences;Understanding human behavior, cognition, and mental health;;[];$50K-$120K;Growing mental health awareness;;🧠;Hard;High;"[""Empathy"",""Psychotherapy"",""Assessment"",""CBT"",""Research""]";2026-03-09 03:35:36.335462+00;"[""behavior"",""counseling"",""healthcare"",""life"",""mental health"",""psychology"",""sciences"",""social"",""therapy""]";"[""Psychologist"",""Therapist"",""Counselor"",""Researcher""]";Healthcare & Life Sciences;Mental Health;"[""Behavioral Economics"",""Psychology"",""Counseling Psychology"",""Educational Psychology""]";[];$70,000;;"[""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening""]";"[""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior""]";"[""USA"",""Canada"",""Australia"",""UK""]";"[""Healthcare & Life Sciences"",""Mental Health & Wellness"",""Information Technology""]";"[""Mental Health"",""Mental Health Services""]";"[""Social Sciences"",""Psychology"",""Clinical Psychology"",""Counseling Psychology"",""Theology"",""Phenomenology"",""Thanatology"",""Audiology"",""Chronobiology""]";;"[""Psychology"",""Clinical Psychologist"",""Anthropologist"",""Social Worker"",""Psychologist (Research)""]";"[""The Science of Well-Being"",""Introduction to Psychology"",""The Science of Happiness"",""Behavioral Finance""]";
1db8dc72-e95d-4a5b-bd99-a8b805626fdc;Milliner;Fashion;Designs and creates hats and headwear;;[];₹1,50,000 - ₹6,00,000;Steady;;🎩;Medium;Low;"[""Hat Making"",""Fashion Design"",""Materials"",""Sewing""]";2026-04-07 04:53:38.714603+00;"[""milliner"",""hats"",""headwear"",""fashion""]";[];Fashion & Textiles;Fashion & Textiles;"[""Fashion Design""]";[];$65,000;;"[""creativity""]";"[""fashion""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Fashion & Apparel"",""Fashion & Textiles"",""Footwear"",""Luxury Goods""]";"[""Fashion & Textiles""]";;;"[""Fashion Merchandiser"",""Fashion Designer""]";[];
52859c01-8ea7-403f-8e8e-920fcddfe816;Textile Designer;Fashion & Textiles;Design patterns, weaves, and prints for fabrics and fashion;;[];₹4,00,000 - ₹16,00,000;Steady;;🧵;intermediate;moderate;"[""color theory"",""CAD"",""textile design"",""pattern making""]";2026-04-06 06:52:54.166408+00;"[""textiles"",""fashion design"",""fabric"",""weaving""]";[];Fashion & Textiles;Beauty & Personal Care;[];[];$50K-$110K;;"[""creativity""]";"[""fashion"",""beauty""]";"[""USA"",""UK"",""Australia"",""India"",""Canada"",""Germany""]";"[""Fashion & Textiles""]";"[""Fashion & Textiles""]";"[""Textile Engineering""]";"[""Textile Designer"",""Industrial Designer"",""Costume Designer"",""Interior Designer"",""Perfumer / Fragrance Designer"",""Prosthetics Designer"",""Puppeteer / Puppet Designer"",""UX Designer"",""Toy Designer"",""Sound Designer"",""Fragrance Designer""]";"[""Fashion Designer"",""Industrial Designer"",""Interior Designer"",""Graphic Designer"",""UX Designer"",""Behavioral Designer""]";[];
9ba7939a-30ec-4ed2-b622-937e3b44f113;Accountant;Finance;Manages financial records, audits, tax filings and compliance;;[];₹4,00,000 - ₹12,00,000;Stable;;📊;Medium;High;"[""Financial Modeling"",""Excel"",""Auditing"",""Tally"",""Accounting"",""Taxation""]";2026-04-07 04:53:38.714603+00;"[""accountant"",""finance"",""audit"",""tax""]";[];Banking & Financial Services;Risk & Compliance;"[""Finance""]";"[""Loyola Marymount University"",""Brigham Young University""]";$50K-$90K;;"[""analytical"",""precision"",""Numeracy"",""Attention to Detail"",""Organization""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""law""]";"[""USA"",""UK"",""Australia""]";"[""Banking & Financial Services""]";"[""Financial Services"",""Accounting & Tax""]";;"[""Chartered Accountant"",""Forensic Accountant""]";"[""Accountant"",""Forensic Accountant"",""Investment Analyst"",""Financial Analyst"",""Actuary"",""Budget Analyst"",""Financial Planner"",""Banker (Investment)"",""Insurance Underwriter"",""Investment Banker""]";"[""Financial Markets by Robert Shiller"",""Introduction to Financial Accounting"",""Introduction to Accounting"",""Financial Modeling & Valuation"",""Behavioral Finance"",""CFA Level 1 Prep""]";"[""Chile"",""New Zealand"",""Ghana"",""Malaysia"",""Romania"",""Thailand"",""Kazakhstan"",""Bangladesh"",""Brazil"",""Algeria"",""Uruguay"",""Philippines"",""Argentina"",""South Africa"",""Poland"",""Indonesia"",""Pakistan"",""Egypt"",""Hong Kong"",""Colombia"",""Mexico"",""Austria"",""Portugal"",""Ethiopia"",""Australia"",""Morocco"",""Greece"",""Italy"",""Spain"",""Peru""]"
582c2d1a-1810-4369-8467-b0468416d262;Aerospace Engineering;Engineering;Designing aircraft, spacecraft, and defense systems;;[];$75K-$150K;Growing with commercial space race;;🚀;Very Hard;High;"[""MATLAB"",""CAD"",""Aerodynamics"",""Materials Science"",""Propulsion"",""Mechanical Engineering"",""Civil Engineering"",""Prompt Engineering"",""ChatGPT Prompt Engineering""]";2026-03-09 03:35:36.335462+00;"[""aerospace"",""aviation"",""spacecraft"",""defense""]";"[""Aerospace Engineer"",""Flight Test Engineer"",""Propulsion Engineer""]";Manufacturing & Industrial;Real Estate & Construction;"[""Aerospace Engineering"",""Industrial Engineering"",""Electronics Engineering"",""Mechanical Engineering"",""Ceramic Engineering"",""Chemical Reaction Engineering"",""Chemical Engineering"",""Software Engineering"",""Civil Engineering"",""Biomedical Engineering"",""Electrical Engineering"",""Aerodynamics""]";"[""Purdue University"",""IIT Kanpur"",""Delft University of Technology"",""Tsinghua University"",""Hanyang University"",""Heriot-Watt University""]";$75K-$140K;;"[""service"",""precision"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving""]";"[""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""India"",""UK""]";"[""Manufacturing & Industrial"",""Transportation"",""Aerospace & Defense"",""Aerospace Manufacturing"",""Civil Engineering"",""Engineering Procurement"",""Heavy Engineering"",""Marine Engineering"",""Lithium Mining""]";"[""Government & Defense"",""Aerospace"",""Engineering Education"",""Aerial Imaging""]";"[""Aerospace Engineering"",""Ceramic Engineering"",""Chemical Engineering"",""Mechanical Engineering"",""Textile Engineering"",""Transportation Engineering"",""Electrical Engineering"",""Industrial Engineering"",""Marine Engineering"",""Biomedical Engineering"",""Welding & Fabrication""]";"[""Mechanical Engineering"",""Electrical Engineering"",""Biomedical Engineering"",""Civil Engineering"",""Software Engineering""]";"[""Aerospace Engineer"",""Engineering Manager"",""Marine Engineer"",""Pilot (Commercial)"",""Construction Manager"",""Agricultural Engineer"",""Industrial Engineer"",""Building Inspector"",""Air Traffic Controller"",""Flight Attendant"",""Nuclear Engineer"",""Ergonomist"",""Fire Engineer""]";"[""Data Engineering with Snowflake"",""Engineering Leadership Track"",""Prompt Engineering Professional"",""Site Reliability Engineering"",""Prompt Engineering for ChatGPT"",""Linear Algebra - MIT OCW""]";
b65cd73e-1f4e-4173-aa55-5ee02017531f;Film & Entertainment;Creative Arts;Creating content for film, television, and digital platforms;;[];$30K-$200K+;Competitive but rewarding;;🎬;Hard;Medium;"[""Creative Vision"",""Editing"",""Storytelling"",""Leadership"",""Cinematography""]";2026-03-09 03:35:36.335462+00;"[""film"",""entertainment"",""cinema"",""directing"",""producing""]";"[""Film Director"",""Producer"",""Screenwriter"",""Cinematographer""]";Entertainment & Media;Media & Entertainment;"[""Film Studies""]";"[""UCLA"",""FTII Pune"",""University of Southern California"",""Northwestern University Qatar""]";$40K-$200K+;;"[""creativity""]";"[""film"",""arts"",""media""]";"[""USA"",""UK"",""Australia"",""Germany"",""India"",""Canada""]";"[""Film & Television"",""Entertainment & Media"",""Film Production"",""Retail & E-commerce"",""Live Events""]";"[""Media & Entertainment"",""Film & Television"",""Film Distribution""]";"[""Film & Television"",""Film Studies""]";"[""Film Editor""]";"[""Film Director"",""Film Editor"",""Copywriter"",""Art Director"",""Video Editor""]";[];
aa5446e9-a98b-45b9-94dc-c4eb69f404fe;Bookkeeper;Finance;Records daily financial transactions for businesses;;[];₹2,00,000 - ₹6,00,000;Medium;;📒;Easy;Medium;"[""Reconciliation"",""Excel"",""Tally"",""Accounting""]";2026-04-07 04:53:38.714603+00;"[""bookkeeper"",""accounting"",""ledger""]";[];Banking & Financial Services;Accounting & Tax;"[""Accounting""]";[];$75,000;;"[""precision"",""Numeracy"",""Attention to Detail"",""Organization""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers""]";"[""USA"",""UK"",""Australia""]";"[""Banking & Financial Services""]";"[""Accounting & Tax""]";;;"[""Investment Analyst"",""Forensic Accountant"",""Actuary"",""Budget Analyst"",""Financial Planner"",""Insurance Underwriter"",""Investment Banker"",""Zookeeper""]";"[""Financial Markets by Robert Shiller"",""Introduction to Financial Accounting"",""Introduction to Accounting"",""Financial Modeling & Valuation"",""Behavioral Finance"",""CFA Level 1 Prep""]";"[""Botswana""]"
7d216846-0d6d-4f5a-82bf-712b75e623a4;Hydrologist;Environmental Science;Studies water distribution, movement and quality;;[];₹4,00,000 - ₹15,00,000;Rapid Growth;;💧;Hard;Medium;"[""GIS"",""Water Resources"",""Hydrology"",""Modeling""]";2026-04-07 04:53:38.714603+00;"[""hydrology"",""water"",""environment"",""resources""]";[];Environmental & Sustainability;Environmental Services;"[""Ecology""]";[];$80,000;;"[""systems thinking"",""safety"",""public health""]";"[""environment"",""geology""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Environmental & Sustainability"",""Hydropower""]";"[""Environmental Services"",""Mining & Resources"",""Water & Sanitation""]";"[""Petroleum Geology"",""Dendrology"",""Speleology"",""Seismology""]";;"[""Hydrologist"",""Environmental Engineer""]";"[""Introduction to Sustainability""]";
c2541430-a46d-4769-af8f-533be6ab00f3;Artificial Intelligence;Technology;Developing intelligent systems that perceive, reason, and act;;[];$100K-$250K+;Exponential growth trajectory;;🤖;Very Hard;Very High;"[""Python"",""Linear Algebra"",""Deep Learning"",""NLP"",""PyTorch"",""TensorFlow"",""Artificial Intelligence"",""Emotional Intelligence"",""ARKit"",""BeautifulSoup""]";2026-03-09 03:35:36.335462+00;"[""artificial"",""deep learning"",""information"",""intelligence"",""machine learning"",""neural networks"",""technology""]";"[""AI Engineer"",""ML Engineer"",""Research Scientist"",""AI Product Manager""]";Information Technology;Security Services;"[""Artificial Intelligence""]";"[""Nanyang Technological University"",""KAIST"",""Carnegie Mellon University"",""University of Edinburgh"",""Stanford University"",""University of Toronto"",""University of Helsinki"",""University of Washington"",""University of Amsterdam"",""Arizona State University"",""Narsee Monjee Institute"",""Curtin University"",""Cornell Tech"",""Pontificia Universidad Católica de Chile"",""Jamia Millia Islamia"",""Tel Aviv University""]";$140,000;;"[""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Future""]";"[""USA"",""UK"",""Germany""]";"[""Artificial Intelligence"",""Artificial Intelligence & Machine Learning"",""Information Technology"",""Internet of Things"",""Retail & E-commerce"",""AR/VR & Metaverse"",""E-commerce Marketplaces""]";"[""Augmented Reality""]";"[""Technology"",""Artificial Intelligence"",""E-Commerce"",""Telecommunications""]";;"[""Artificial Intelligence"",""Intelligence Analyst"",""AI/ML Engineer"",""Network Engineer"",""Drone Operator"",""App Developer"",""Chief Technology Officer"",""DevOps Engineer"",""Machine Learning Engineer"",""GIS Specialist"",""Site Reliability Engineer"",""Quality Assurance Analyst"",""Database Administrator""]";"[""Machine Learning"",""Advanced Data Science with IBM"",""Introduction to Artificial Intelligence"",""Deep Learning Specialization"",""Algorithms Specialization - Stanford"",""Neural Networks from Scratch""]";
57f8a312-e789-43cc-a43b-1a5270df603f;Ayurveda Practitioner;Traditional Medicine;Practice ancient Indian holistic healing system;;[];₹4,00,000 - ₹18,00,000;High;;🌿;advanced;growing;"[""ayurveda"",""wellness"",""herbal medicine"",""diagnosis""]";2026-04-06 06:52:54.166408+00;"[""ayurveda"",""bams"",""healthcare"",""holistic health"",""life"",""medicine"",""practitioner"",""sciences"",""traditional"",""traditional medicine""]";[];Healthcare & Life Sciences;Active Living;[];[];$100,000;;"[""Technical Aptitude"",""Problem Solving""]";"[""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Germany""]";"[""Healthcare & Life Sciences"",""Information Technology"",""Nutraceuticals""]";"[""Active Living""]";"[""Traditional Medicine""]";;"[""Ayurveda Practitioner""]";"[""AWS Certified Cloud Practitioner""]";
c35b4891-ab1a-41d7-9a9e-569fd088b354;Illustrator;Design;Creates visual artwork for books, media, branding and advertising;;[];₹2,50,000 - ₹12,00,000;Steady;;🖌️;Medium;Medium;"[""Digital Art"",""Adobe Illustrator"",""CSS3"",""Figma"",""Procreate"",""Drawing""]";2026-04-07 04:53:38.714603+00;"[""illustration"",""drawing"",""art"",""design""]";[];Entertainment & Media;UI/UX Design;"[""Animation"",""Interior Design"",""Game Design"",""Fashion Design"",""Photography"",""Graphic Design"",""Cinematography""]";"[""NID Ahmedabad""]";65000;;"[""creativity"",""Creativity"",""Attention to Detail""]";"[""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals""]";"[""USA"",""UK"",""Australia""]";"[""Fashion & Apparel"",""Fashion & Textiles"",""Entertainment & Media"",""Architecture""]";"[""UI/UX Design"",""Arts & Creative""]";;;"[""Architect"",""Curator"",""UX Designer""]";"[""Blender 3D Modeling Bootcamp"",""Adobe Illustrator Mega Course"",""Google UX Design Certificate"",""Design Thinking for Innovation"",""Fundamentals of Graphic Design"",""Adobe Photoshop Masterclass"",""Figma UI/UX Design Essentials"",""UX Research Fundamentals""]";
