id;name;continent;description;gdp_rank;population;official_languages;demand_level;avg_salary_usd;growth_trajectory;icon_emoji;keywords;top_industries;top_sectors;top_domains;top_careers;top_job_roles;top_skills;top_subjects;top_universities;top_courses;soft_skills_in_demand;interests;created_at
9eb88205-6714-4b0b-89c9-ae0158ac27a3;Estonia;;;;;;High;$80,000;Stable Growth;🌍;;"[""News Media"",""Media Buying"",""Entertainment & Media""]";"[""Media & Entertainment"",""Digital Content & Social Media""]";"[""History"",""Art History"",""Sustainability & ESG"",""Content Creation & Media"",""Writing & Publishing"",""Public Administration""]";"[""Historian"",""Journalism & Media"",""Translator"",""Museologist"",""Architecture""]";"[""Copywriter"",""Lawyer""]";"[""Storytelling"",""Brand Storytelling"",""Social Media Marketing""]";"[""History"",""Dance History"",""Architectural History"",""Astrophysics"",""Demography""]";"[""University of Virginia"",""University of Pennsylvania"",""Columbia University"",""Princeton University"",""George Washington University""]";"[""Modern World History"",""Storytelling for Influence"",""Data Storytelling Bootcamp"",""Meta Social Media Marketing Certificate""]";"[""analytical"",""creativity"",""languages"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Communication"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""negotiation"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety""]";"[""research"",""media"",""languages"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""beauty"",""engineering"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""Marketing"",""Business"",""Online"",""marketing"",""content""]";2026-04-27 04:22:19.979289+00
acbc1679-0704-45df-8806-40a812965788;Bahrain;;;;;;High;$85K-$300K+;Stable;🌍;;"[""Open Banking"",""Banking - Retail"",""Banking - Investment"",""Investment Banking"",""Banking & Financial Services""]";"[""Investment Banking"",""Algorithmic Trading"",""Decentralized Finance""]";"[""Banking & Insurance""]";"[""Investment Banking""]";"[""Banker (Investment)"",""Investment Banker"",""Investment Analyst""]";;;;;"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""precision"",""service"",""Problem Solving"",""Analytical Thinking"",""negotiation"",""creativity"",""Communication"",""Creativity"",""safety"",""planning"",""research"",""Innovation"",""Curiosity"",""Forward Thinking"",""empathy"",""communication"",""patience"",""Analytical Skills"",""Logical Thinking""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""law"",""policy"",""risk"",""Technology"",""Security"",""Computers"",""property"",""marketing"",""Marketing"",""Online"",""geology"",""operations"",""technology"",""math"",""Science"",""Data Science""]";2026-04-27 04:22:19.979289+00
f589355d-cfd6-4078-a470-b8e99633863f;United Arab Emirates;Asia;A country in the southeast of the Arabian Peninsula.;29;9,893,042;"[""Arabic""]";High;50000;Diversifying;🇦🇪;"[""oil and gas"",""tourism"",""finance"",""logistics"",""real estate""]";"[""Oil and Gas"",""Tourism"",""Finance"",""Logistics"",""Real Estate""]";"[""Energy"",""Hospitality"",""Banking"",""Trade"",""Construction""]";"[""Petroleum Engineering"",""Business Administration"",""Finance"",""Computer Science"",""Hospitality Management""]";"[""Hospitality Manager"",""Project Manager"",""Financial Analyst"",""Software Developer"",""Petroleum Engineer""]";"[""Engineer"",""Analyst"",""Manager"",""Developer"",""Specialist""]";"[""Finance"",""Arabic Language"",""Customer Service"",""English Language"",""Oil and Gas"",""Project Management""]";"[""Petroleum Engineering"",""Finance"",""Business"",""Hospitality"",""Computer Science"",""Business Administration""]";"[""Khalifa University"",""American University of Sharjah"",""Zayed University"",""United Arab Emirates University"",""University of Sharjah""]";"[""Petroleum Engineering"",""Finance"",""Business Administration"",""Computer Science"",""Hospitality Management""]";"[""Adaptability"",""Customer Service"",""Communication"",""Teamwork"",""Multiculturalism""]";"[""Economic Diversification"",""Tourism"",""Global Trade"",""Innovation"",""Mega-Projects""]";2026-04-14 04:56:45.036252+00
31d84960-1bc9-49c8-8bbf-fef04e9b3fb7;Eswatini;;;;;;High;$85,000;Stable;🌍;;"[""Consulting"",""Mining & Metals"",""K-12 Education"",""Education & EdTech"",""Higher Education""]";"[""Education"",""Accounting & Tax"",""K-12 Education"",""Mining & Resources"",""Higher Education""]";"[""Public Administration"",""Business Administration"",""Taxation"",""Statistics"",""Mathematics"",""Education & Teaching""]";"[""Education & Teaching"",""Accounting & Finance"",""Diplomacy & International Relations""]";;"[""Statistics"",""Accounting"",""Negotiation"",""Digital Marketing"",""Sales & Negotiation"",""Conflict Mediation""]";"[""Business Administration"",""Auditing"",""Education"",""Marketing"",""Mathematics"",""Statistics""]";"[""University of Witwatersrand""]";"[""Negotiation Mastery"",""Leadership Communication"",""Growth Hacking Foundations""]";"[""empathy"",""creativity"",""communication"",""analytical"",""precision"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""service"",""negotiation"",""planning"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking""]";"[""education"",""technology"",""teaching"",""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""law"",""property"",""psychology"",""engineering"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making""]";2026-04-27 04:22:19.979289+00
1bf53de9-56a1-4150-a95a-96c6a1cbc095;Kyrgyzstan;;;;;;High;$110,000;Stable;🌍;;;;"[""Statistics"",""Urban Planning"",""Human Resources"",""Sustainability & ESG"",""Public Administration""]";"[""Botanist"",""Historian"",""Dietitian"",""Veterinarian"",""Urban Planning"",""Human Resources""]";"[""Biostatistician"",""Librarian"",""Dietitian"",""Accountant"",""Electrician"",""Veterinarian"",""Forensic Accountant""]";;"[""Botany"",""Statistics"",""Asian Studies"",""Urban Planning"",""Human Resources"",""Demography""]";;;"[""empathy"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Problem Solving"",""public health"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors"",""research"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving""]";"[""animals"",""environment"",""energy"",""Environment"",""Sustainability"",""Technology"",""geology"",""math"",""technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""ocean"",""nature"",""biology"",""engineering"",""property"",""making"",""Design""]";2026-04-27 04:22:19.979289+00
c6ade933-607b-471f-beff-55d84b744a0d;Belarus;;;;;;High;$70,000;Stable;🌍;;;"[""Behavioural Health""]";"[""Diplomacy & International Relations"",""Public Administration""]";"[""Behavioral Economist"",""Diplomacy & International Relations"",""Translator"",""Ecologist"",""Meteorologist""]";"[""Behavioral Designer"",""Investment Analyst"",""Intelligence Analyst""]";;"[""Consumer Behavior"",""Behavioral Economics"",""International Relations"",""Atmospheric Sciences"",""Demography""]";"[""Central European University"",""American University of Beirut""]";"[""Behavioral Finance"",""The Science of Well-Being"",""Behavioral Design Bootcamp"",""The Science of Happiness""]";"[""service"",""empathy"",""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""precision"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation""]";"[""policy"",""psychology"",""risk"",""Finance"",""Business"",""Accounting"",""finance"",""Numbers"",""Management"",""Productivity"",""Data"",""law"",""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers"",""environment"",""Environment""]";2026-04-27 04:22:19.979289+00
0159d2ad-a8c3-4760-bdbf-efa8e6dcf5c3;Ethiopia;Africa;A landlocked country in the Horn of Africa.;60;119,000,000;"[""Amharic""]";Medium;18000;High;🇪🇹;"[""fastest growing"",""agriculture"",""manufacturing"",""population""]";"[""Agriculture"",""Manufacturing"",""Construction"",""Textiles""]";"[""Agribusiness"",""Light Manufacturing"",""Services"",""Construction""]";"[""Agricultural Science"",""Textile Engineering"",""Computer Science"",""Business Administration"",""Civil Engineering"",""Mechanical Engineering"",""Economics""]";"[""Project Manager"",""Agricultural Engineer"",""Textile Designer"",""Software Developer"",""Accountant""]";"[""Engineer"",""Manager"",""Analyst"",""Specialist""]";"[""Adaptability"",""Problem-Solving"",""Technical Skills"",""Productivity"",""Sales""]";"[""Agriculture"",""Textile Engineering"",""Computer Science"",""Business""]";"[""Bahir Dar University"",""Addis Ababa University"",""Hawassa University""]";"[""Agricultural Science"",""Textile Engineering"",""Computer Science"",""Business Administration""]";"[""Teamwork"",""Communication"",""Problem-Solving"",""Learning Agility""]";"[""Agriculture"",""Manufacturing"",""Textiles"",""Technology""]";2026-04-14 04:56:55.078829+00
00cdbac9-898c-4ff9-81ec-95e16aac00d2;Kenya;Africa;The largest economy in East Africa.;73;53,771,296;"[""Swahili"",""English""]";Medium;7000;Developing;🇰🇪;"[""agriculture"",""tourism"",""telecommunications"",""finance"",""technology""]";"[""Agriculture"",""Tourism"",""Telecommunications"",""Financial Services"",""Manufacturing""]";"[""Agribusiness"",""Services"",""IT"",""Finance"",""Construction""]";"[""Agricultural Economics"",""Business Administration"",""Computer Science"",""Telecommunications Engineering"",""Economics""]";"[""Civil Engineer"",""Tour Operator"",""Banker"",""Agronomist"",""Software Developer""]";"[""Manager"",""Developer"",""Specialist"",""Analyst"",""Engineer""]";"[""Agriculture"",""Customer Service"",""Digital Marketing"",""English Language"",""Swahili Language""]";"[""Agriculture"",""Business"",""Computer Science"",""Economics"",""Telecommunications""]";"[""Moi University"",""Jomo Kenyatta University of Agriculture and Technology"",""Kenyatta University"",""Egerton University"",""University of Nairobi""]";"[""Agriculture"",""Business Administration"",""Computer Science"",""Economics"",""Telecommunications Engineering""]";"[""Adaptability"",""Problem-Solving"",""Communication"",""Teamwork"",""Entrepreneurship""]";"[""Agribusiness"",""Tourism"",""Mobile Technology"",""Financial Inclusion"",""Regional Hub""]";2026-04-14 04:56:46.742891+00
02461412-1b73-49f5-89d3-647cc56cb219;Romania;Europe;A country located in Southeastern Europe.;49;19,270,693;"[""Romanian""]";High;20000;Moderate;🇷🇴;"[""IT outsourcing"",""automotive"",""manufacturing"",""agriculture"",""energy""]";"[""Information Technology"",""Automotive"",""Manufacturing"",""Agriculture"",""Textiles""]";"[""Software Development"",""Automotive Manufacturing"",""Shared Services Centers"",""Agriculture"",""Energy""]";"[""Computer Science"",""Business Administration"",""Mechanical Engineering"",""Electrical Engineering"",""Economics""]";"[""IT Support Specialist"",""Accountant"",""Mechanical Engineer"",""Automotive Technician"",""Software Developer""]";"[""Developer"",""Specialist"",""Technician"",""Engineer"",""Manager""]";"[""Programming"",""Sales"",""Romanian Language"",""Quality Control"",""IT Support""]";"[""Computer Science"",""Engineering"",""Business"",""Economics"",""Agriculture""]";"[""Babes-Bolyai University"",""Technical University of Cluj-Napoca"",""University of Bucharest"",""Alexandru Ioan Cuza University"",""University Politehnica of Bucharest""]";"[""Computer Science"",""Business Administration"",""Mechanical Engineering"",""Electrical Engineering"",""Economics""]";"[""Adaptability"",""Problem-Solving"",""Teamwork"",""Communication"",""Customer Focus""]";"[""IT Outsourcing"",""Automotive Production"",""Manufacturing"",""EU Membership"",""Economic Growth""]";2026-04-14 04:56:45.604339+00
03fc9a49-fb75-4b93-937a-da9ec2ebd871;Netherlands;Europe;A country located in Western Europe.;17;17,500,777;"[""Dutch""]";High;50000;Stable;🇳🇱;"[""technology"",""logistics"",""agriculture"",""finance"",""creative industries""]";"[""Logistics"",""Agriculture"",""Technology"",""Creative Industries"",""Financial Services""]";"[""Transportation"",""Food Processing"",""High-Tech Manufacturing"",""Software"",""Biotechnology""]";"[""Logistics and Supply Chain Management"",""Computer Science"",""Business Administration"",""Mechanical Engineering"",""Data Science""]";"[""Logistics Manager"",""Marketing Specialist"",""Mechanical Engineer"",""Data Scientist"",""Software Developer""]";"[""Manager"",""Developer"",""Analyst"",""Engineer"",""Specialist""]";"[""Programming"",""Supply Chain Optimization"",""Logistics Management"",""Dutch Language"",""Data Analysis""]";"[""Logistics"",""Business Administration"",""Computer Science"",""Engineering"",""Economics""]";"[""Wageningen University & Research"",""Erasmus University Rotterdam"",""Delft University of Technology"",""Utrecht University"",""University of Amsterdam""]";"[""Logistics and Supply Chain Management"",""Computer Science"",""Business Administration"",""Mechanical Engineering"",""Data Science""]";"[""Problem-Solving"",""Teamwork"",""Communication"",""Adaptability"",""Analytical Thinking""]";"[""Global Trade"",""Technological Innovation"",""Sustainable Agriculture"",""Logistics Efficiency"",""Creative Economy""]";2026-04-14 04:56:39.661621+00
cbe7fa45-8065-4406-b00a-db8414f73ba9;Maldives;;;;;;Medium;$55,000;Steady;🌍;;"[""Fisheries""]";;"[""Islamic Studies"",""Fisheries Science""]";;;;;;;"[""outdoors"",""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""ocean"",""research"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science""]";2026-04-27 04:22:19.979289+00
1d72e718-ce19-481b-9957-c86e4dc50948;United Arab Emirates;Asia;A country in Western Asia located at the southeast end of the Arabian Peninsula.;28;9,890,000;"[""Arabic""]";High;75000;Moderate;🇦🇪;"[""oil wealth"",""tourism"",""business hub"",""real estate""]";"[""Oil and Gas"",""Tourism"",""Real Estate"",""Logistics"",""Courier Services""]";"[""Energy"",""Hospitality"",""Construction"",""Finance""]";"[""Petroleum Engineering"",""Business Administration"",""Finance"",""Hospitality Management"",""Islamic Studies""]";"[""Project Manager"",""Financial Analyst"",""Hospitality Professional"",""Petroleum Engineer""]";"[""Manager"",""Engineer"",""Analyst"",""Specialist""]";"[""Technical Skills"",""Project Management"",""Customer Service"",""Communication""]";"[""Business Administration"",""Finance"",""Hospitality Management"",""Engineering""]";"[""Zayed University"",""Khalifa University"",""American University of Sharjah"",""Erasmus University Rotterdam""]";"[""Business Administration"",""Finance"",""Hospitality Management"",""Engineering"",""Computer Science""]";"[""Adaptability"",""Teamwork"",""Communication"",""Multicultural Awareness""]";"[""Tourism"",""Finance"",""Real Estate"",""Technology""]";2026-04-14 04:56:53.9426+00
2b3cb4c0-eb6f-4e14-8c08-1d14fe1841f7;Iraq;;;;;;High;$70,000;Stable;🌍;;"[""Iron & Steel"",""Freight Forwarding"",""Coal Mining"",""Ocean Freight"",""Mining Equipment""]";"[""Security Services"",""Affordable Housing"",""Clean Cooking"",""Disaster Relief"",""Demolition Services""]";"[""Public Administration"",""E-Commerce"",""Project Management"",""Telecommunications"",""Religious Studies"",""Islamic Studies""]";"[""Translator"",""Architecture"",""Real Estate"",""Urban Planning"",""Medicine""]";"[""Investment Analyst"",""Lawyer"",""Petroleum Engineer"",""Logistics Manager"",""Intelligence Analyst""]";;;"[""Loyola Marymount University"",""Indian Institute of Foreign Trade"",""Jawaharlal Nehru University"",""Harvard University"",""University of Chicago""]";"[""Introduction to Digital Marketing"",""The Business of Renewable Energy"",""CFA Level 1 Prep"",""Introduction to Psychology"",""Strategy & Growth Programs""]";"[""languages"",""planning"",""creativity"",""Creativity"",""Attention to Detail"",""negotiation"",""Leadership"",""Organization"",""empathy"",""research"",""analytical"",""Numeracy"",""precision"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking""]";"[""languages"",""engineering"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""property"",""Business"",""Management"",""Productivity"",""Data"",""medicine"",""health"",""biology"",""finance"",""Finance"",""Accounting"",""Numbers"",""law"",""policy"",""risk""]";2026-04-27 04:22:19.979289+00
19d4e26e-0edc-4a57-b8ab-08b865e3c42d;Belgium;Europe;A densely populated country in Western Europe.;30;11,539,381;"[""Dutch"",""French"",""German""]";High;55000;Stable;🇧🇪;"[""logistics"",""chemicals"",""pharmaceuticals"",""finance"",""food""]";"[""Logistics"",""Chemicals"",""Pharmaceuticals"",""Food and Beverage"",""Automotive""]";"[""Transportation"",""Manufacturing"",""Life Sciences"",""Finance"",""Retail""]";"[""Logistics and Supply Chain Management"",""Chemical Engineering"",""Business Administration"",""Computer Science"",""Economics""]";"[""Logistics Manager"",""Financial Analyst"",""Chemical Engineer"",""Software Developer"",""Sales Manager""]";"[""Manager"",""Engineer"",""Developer"",""Analyst"",""Specialist""]";"[""Logistics Management"",""Dutch Language"",""Supply Chain"",""Data Analysis"",""French Language""]";"[""Logistics"",""Business"",""Engineering"",""Chemistry"",""Economics""]";"[""Free University of Brussels"",""University of Liège"",""University of Antwerp"",""Ghent University"",""KU Leuven""]";"[""Logistics and Supply Chain Management"",""Chemical Engineering"",""Business Administration"",""Computer Science"",""Economics""]";"[""Multilingualism"",""Problem-Solving"",""Teamwork"",""Communication"",""Adaptability""]";"[""Logistics Hub"",""Chemical Industry"",""Pharmaceutical Research"",""European Trade"",""Food Production""]";2026-04-14 04:56:44.278524+00
062f1ed5-ddf7-40ad-b756-0059adc99688;Kenya;Africa;A country in Eastern Africa.;65;54,000,000;"[""Swahili"",""English""]";Medium;25000;Moderate;🇰🇪;"[""tourism"",""agriculture"",""tech hub"",""East African economy""]";"[""Tourism"",""Agriculture"",""Information Technology"",""Finance"",""Telecommunications""]";"[""Services"",""Agribusiness"",""Technology"",""Manufacturing""]";"[""Computer Science"",""Information Technology"",""Business Administration"",""Agriculture"",""Economics""]";"[""Data Analyst"",""Agricultural Extension Officer"",""Digital Marketer"",""Software Developer""]";"[""Developer"",""Analyst"",""Specialist"",""Manager""]";"[""Adaptability"",""Problem-Solving"",""Communication"",""Digital Skills"",""Digital Marketing""]";"[""Computer Science"",""Information Technology"",""Business"",""Agriculture"",""Economics""]";"[""Jomo Kenyatta University of Agriculture and Technology"",""Kenyatta University"",""University of Nairobi""]";"[""Computer Science"",""Information Technology"",""Business Administration"",""Agriculture""]";"[""Adaptability"",""Teamwork"",""Communication"",""Problem-Solving""]";"[""Technology"",""Tourism"",""Agriculture"",""Finance""]";2026-04-14 04:56:54.5106+00
1fbf213a-f652-4c2d-b560-6188e4017f7d;Ireland;Europe;An island country in the North Atlantic.;34;5,000,000;"[""Irish"",""English""]";High;60000;Rapid;🇮🇪;"[""technology"",""pharmaceuticals"",""finance"",""medical devices"",""agriculture""]";"[""Technology"",""Pharmaceuticals"",""Financial Services"",""Medical Devices"",""Food and Beverage""]";"[""IT Services"",""Biotechnology"",""Fintech"",""Manufacturing"",""Life Sciences""]";"[""Computer Science"",""Biotechnology"",""Finance"",""Business Administration"",""Law""]";"[""Financial Analyst"",""Biomedical Engineer"",""Data Scientist"",""Marketing Manager"",""Software Developer""]";"[""Developer"",""Analyst"",""Manager"",""Engineer"",""Specialist""]";"[""Biotechnology"",""Programming"",""Irish Language"",""Cloud Computing"",""Data Analysis""]";"[""Computer Science"",""Biotechnology"",""Finance"",""Business"",""Law""]";"[""National University of Ireland Galway"",""Dublin City University"",""University College Dublin"",""University College Cork"",""Trinity College Dublin""]";"[""Computer Science"",""Biotechnology"",""Finance"",""Business Analytics"",""Law""]";"[""Adaptability"",""Communication"",""Problem-Solving"",""Teamwork"",""Analytical Skills""]";"[""Tech Hub"",""Pharmaceutical Research"",""Financial Innovation"",""Medical Technology"",""European Market Access""]";2026-04-14 04:56:41.813625+00
438809ca-3dc4-47a9-bb65-b1510db5fbd6;Iceland;;;;;;Very High;140000;Rapidly Growing;🌍;;"[""Language Services""]";"[""Translation Services""]";"[""Diplomacy & International Relations""]";"[""Diplomacy & International Relations"",""Translator""]";;"[""Natural Language Processing""]";"[""International Relations""]";;"[""Natural Language Processing""]";"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""service"",""precision"",""negotiation"",""empathy"",""planning"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""creativity"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""law"",""property"",""psychology"",""engineering"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion""]";2026-04-27 04:22:19.979289+00
cc165503-6980-44b0-8ecd-1fabc841ae92;Botswana;;;;;;High;50000;Stable;🌍;;"[""Event Management"",""Asset Management"",""Consulting - Management""]";"[""Event Management"",""Wealth Management"",""Crisis Management"",""Sports Management""]";"[""Event Management"",""Waste Management"",""Sports Management"",""Logistics Management"",""Project Management""]";"[""Bookkeeper"",""Event Manager"",""Actuarial Analyst"",""Financial Analyst"",""Disaster Management Specialist""]";"[""Event Manager"",""Budget Analyst"",""Financial Analyst"",""Logistics Manager"",""Project Manager"",""Business Analyst"",""Investment Analyst""]";"[""Data Analysis"",""Time Management"",""Business Analysis"",""Project Management"",""Financial Analysis"",""Investment Analysis""]";"[""Management"",""Business Analytics"",""Disaster Management"",""Operations Management"",""Supply Chain Management""]";;"[""SQL for Data Analysis"",""Business Analytics with Excel"",""Google Data Analytics Certificate"",""Introduction to Project Management"",""Introduction to Data Analysis Using Excel"",""Google Project Management Certificate""]";"[""precision"",""Numeracy"",""Attention to Detail"",""Organization"",""organization"",""analytical"",""Leadership"",""service"",""vigilance"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""events"",""law"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""security"",""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers"",""environment""]";2026-04-27 04:22:19.979289+00
265edb04-db2a-4615-b201-816a1c895559;Norway;Europe;A country in Northern Europe.;34;5,400,000;"[""Norwegian""]";High;70000;Stable;🇳🇴;"[""oil and gas"",""sustainability"",""fjords"",""high quality of life""]";"[""Oil and Gas"",""Renewable Energy"",""Maritime"",""Fisheries""]";"[""Energy"",""Technology"",""Aquaculture"",""Shipping""]";"[""Petroleum Engineering"",""Environmental Science"",""Marine Biology"",""Computer Science""]";"[""Environmental Scientist"",""Marine Biologist"",""Software Developer"",""Petroleum Engineer""]";"[""Engineer"",""Scientist"",""Analyst"",""Manager""]";"[""Problem-Solving"",""Technical Skills"",""Analytical Skills"",""Sustainability""]";"[""Petroleum Engineering"",""Environmental Science"",""Marine Biology"",""Computer Science""]";"[""Norwegian University of Science and Technology (NTNU)"",""University of Oslo"",""University of Bergen""]";"[""Petroleum Engineering"",""Environmental Science"",""Marine Biology"",""Computer Science""]";"[""Teamwork"",""Adaptability"",""Problem-Solving"",""Communication""]";"[""Energy"",""Sustainability"",""Technology"",""Marine Science""]";2026-04-14 04:56:52.237014+00
2720cf01-edc9-41f9-9ff1-4baab749c31c;Algeria;Africa;A country in North Africa.;54;44,000,000;"[""Arabic"",""Tamazight""]";Low;30000;Slow;🇩🇿;"[""oil and gas"",""natural resources"",""large country"","" Maghreb region""]";"[""Oil and Gas"",""Petrochemicals"",""Agriculture"",""Mining"",""Natural Gas""]";"[""Energy"",""Manufacturing"",""Agribusiness"",""Construction""]";"[""Petroleum Engineering"",""Chemical Engineering"",""Business Administration"",""Computer Science"",""Civil Engineering""]";"[""Project Manager"",""Chemical Engineer"",""Software Developer"",""Petroleum Engineer"",""Accountant""]";"[""Engineer"",""Technician"",""Manager"",""Specialist""]";"[""Adaptability"",""Problem-Solving"",""Technical Skills"",""Engineering Skills"",""Project Management""]";"[""Petroleum Engineering"",""Chemical Engineering"",""Business"",""Computer Science"",""Economics""]";"[""University of Algiers"",""University of Constantine"",""University of Oran""]";"[""Petroleum Engineering"",""Chemical Engineering"",""Business Administration"",""Computer Science""]";"[""Communication"",""Teamwork"",""Problem-Solving"",""Adaptability""]";"[""Energy"",""Engineering"",""Construction"",""Business""]";2026-04-14 04:56:54.889505+00
2829d2b8-bca8-4157-8904-0c7d191779e7;Thailand;Asia;A country in Southeast Asia.;28;69,799,978;"[""Thai""]";Medium;12000;Moderate;🇹🇭;"[""tourism"",""manufacturing"",""agriculture"",""electronics"",""automotive""]";"[""Tourism"",""Manufacturing"",""Agriculture"",""Electronics"",""Automotive""]";"[""Services"",""Manufacturing"",""Agribusiness"",""Technology"",""Construction""]";"[""Business Administration"",""Computer Science"",""Mechanical Engineering"",""Tourism Management"",""Electrical Engineering""]";"[""Tourism Manager"",""Accountant"",""Manufacturing Engineer"",""Software Developer"",""Sales Manager""]";"[""Manager"",""Developer"",""Engineer"",""Specialist"",""Analyst""]";"[""Manufacturing"",""Thai Language"",""Digital Marketing"",""Tourism Management"",""Quality Control""]";"[""Business"",""Tourism"",""Engineering"",""Computer Science"",""Agriculture""]";"[""King Mongkut's Institute of Technology Ladkrabang"",""Mahidol University"",""Thammasat University"",""Chulalongkorn University"",""Kasetsart University""]";"[""Business Administration"",""Tourism Management"",""Computer Science"",""Mechanical Engineering"",""Economics""]";"[""Customer Service"",""Adaptability"",""Problem-Solving"",""Teamwork"",""Communication""]";"[""Tourism Industry"",""Manufacturing Exports"",""Agricultural Products"",""Automotive Sector"",""Digital Economy""]";2026-04-14 04:56:43.899599+00
29608238-1d9a-4e3d-ba62-fbb253cec658;United Kingdom;Europe;A sovereign country in northwestern Europe. It is the world's fifth largest economy by nominal GDP.;5;67,886,011;"[""English""]";High;45000;Moderate;🇬🇧;"[""finance"",""technology"",""services"",""education"",""pharmaceuticals""]";"[""Financial Services"",""Technology"",""Life Sciences"",""Creative Industries"",""Retail""]";"[""Banking"",""Fintech"",""Software Development"",""Biotechnology"",""Pharmaceuticals""]";"[""Finance"",""Computer Science"",""Law"",""Marketing"",""Business Administration""]";"[""Data Analyst"",""Management Consultant"",""Marketing Manager"",""Investment Banker"",""Software Developer""]";"[""Analyst"",""Manager"",""Developer"",""Consultant"",""Specialist""]";"[""Programming"",""Financial Modeling"",""Communication"",""Digital Marketing"",""Data Analysis""]";"[""Finance"",""Economics"",""Law"",""Computer Science"",""Business Management""]";"[""University of Oxford"",""University of Warwick"",""University College London"",""University of Cambridge"",""University of Edinburgh"",""UCL (University College London)"",""London School of Economics"",""Imperial College London"",""King's College London"",""University of Manchester""]";"[""Finance"",""Computer Science"",""Law"",""Business Analytics"",""Economics""]";"[""Communication"",""Problem-Solving"",""Teamwork"",""Leadership"",""Adaptability""]";"[""Fintech"",""AI Development"",""Biotechnology Research"",""Digital Transformation"",""Global Markets""]";2026-04-14 04:56:36.873172+00
