id;name;description;icon_emoji;keywords;created_at;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_sectors;related_domains;related_careers;related_job_roles;related_skills;related_subjects;related_universities;related_courses;related_countries
cab0b41e-cd10-45c9-aa7b-b8e8cd519064;Healthcare & Life Sciences;Medical services, pharmaceutical development, and health research;🏥;"[""healthcare"",""medicine"",""pharma"",""hospitals"",""clinical""]";2026-04-13 17:00:50.834588+00;High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Pharmaceuticals"",""Clinical Medicine""]";"[""Immunology"",""Gerontology"",""Physical Therapy"",""Audiology"",""Podiatry"",""Ophthalmology"",""Chiropractic"",""Counseling Psychology"",""Gastroenterology"",""Public Health"",""Pathology"",""Sports Science"",""Urology"",""Nursing"",""Speech Pathology"",""Optometry"",""Pediatrics"",""Bioethics"",""Dentistry"",""Psychiatry"",""Sleep Medicine"",""Dermatology"",""Oncology"",""Emergency Medicine"",""Surgical Technology"",""Epidemiology"",""Orthopedics"",""Veterinary Science"",""Radiology"",""Medicine & Surgery""]";"[""Chiropractor"",""Biomedical Engineer"",""Prosthetics Designer"",""Paramedic"",""Embryologist"",""Pathologist"",""Podiatrist"",""Gerontologist"",""Neurologist"",""Psychiatrist"",""Kinesiologist"",""Nutritionist"",""Midwife"",""Medicine"",""Dentistry"",""Dietitian"",""Pharmacy"",""Audiologist"",""Veterinarian"",""Microbiologist"",""Pharmacist"",""Dermatologist"",""Immunologist"",""Acupuncturist"",""Epidemiologist"",""Clinical Psychologist"",""Public Health"",""Geneticist"",""Physiotherapist"",""Nursing""]";;;"[""Atmospheric Sciences"",""Nursing"",""Earth Sciences""]";;;
ca516713-f06d-4c6e-bf28-ee41453660a6;Information Technology;Software, hardware, IT services, and digital infrastructure;💻;"[""IT"",""software"",""hardware"",""cloud"",""SaaS""]";2026-04-13 17:00:50.834588+00;High;$110,000;Steady;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""Information Technology"",""Cloud Computing"",""Sports Technology"",""Assistive Technology"",""Food Technology"",""Education Technology""]";"[""Robotics"",""Quality Assurance"",""Software Engineering"",""Information Systems"",""Data Science & Analytics"",""Bioinformatics"",""Computer Science"",""Health Informatics"",""Geoinformatics"",""Artificial Intelligence"",""Game Development"",""Data Engineering"",""Nanotechnology"",""Product Management"",""Network Engineering"",""Human-Computer Interaction"",""Cybersecurity"",""Cryptography"",""Computational Linguistics"",""Embedded Systems"",""Blockchain & Web3"",""Cloud Computing"",""Telecommunications"",""Quantum Computing"",""Horology""]";"[""Product Manager"",""Marine Biologist"",""Sommelier"",""Furniture Maker"",""Data Scientist"",""Barber"",""Gemologist"",""Entomologist"",""Blockchain & Web3"",""Interpreter"",""Ethical Hacker"",""Space Tourism Coordinator"",""Museum Curator"",""Occupational Therapist"",""Actuarial Analyst"",""Historian"",""Cloud Computing & DevOps"",""Real Estate"",""Lexicographer"",""Archivist"",""Archaeologist"",""Social Work"",""Culinary Arts"",""Jeweler"",""Ayurveda Practitioner"",""Upholsterer"",""Oceanographer"",""Locksmith"",""Cryptographer"",""Cartographer""]";;"[""AWS"",""Terraform"",""Go (Golang)"",""Google Cloud Platform"",""Microsoft Azure"",""Snowflake"",""Diffusion Models"",""Containerization"",""CFD Simulation""]";"[""Information Systems"",""Educational Technology""]";"[""École Polytechnique"",""Cornell Tech"",""Delhi Technological University"",""Nanyang Polytechnic"",""Institut Polytechnique de Paris""]";"[""Information Security Manager - CISM"",""Algorithms Specialization - Stanford"",""PMP Certification Prep""]";"[""South Korea"",""New Zealand"",""Singapore"",""China"",""Chile"",""India"",""Uruguay"",""Romania"",""Kenya"",""Kazakhstan"",""Portugal"",""France"",""Spain"",""Argentina"",""Philippines"",""Poland"",""Pakistan"",""Greece"",""Turkey"",""Brazil"",""Egypt"",""Indonesia"",""Ghana"",""Vietnam"",""Czech Republic"",""Australia"",""Bangladesh"",""Germany"",""Denmark"",""Colombia""]"
176b6875-1a89-4497-a407-91ba76ec6ed4;Web3 & Crypto;Blockchain and DeFi;🪙;"[""web3"",""crypto"",""blockchain"",""defi""]";2026-04-17 03:52:52.139936+00;Medium;$120,000;Volatile;"[""innovation""]";"[""crypto""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";;"[""Cryptography"",""Blockchain & Web3""]";"[""Blockchain & Web3""]";;"[""Cryptography""]";;"[""Aalto University""]";;
df783aec-a9d2-4bd9-a52a-733ba6e7c178;Diagnostic Labs;;🏭;[];2026-04-27 04:20:04.488691+00;High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Digital Therapeutics"",""Public Health"",""Bioinformatics"",""Pharmaceuticals"",""Disability Services"",""Bioplastics""]";"[""Statistics"",""Chiropractic"",""Nutrition & Dietetics"",""Podiatry"",""Pediatrics"",""Genetics & Genomics""]";"[""Paramedic"",""Dietitian"",""Geneticist"",""Podiatrist"",""Public Health"",""Disaster Management Specialist""]";"[""Biostatistician"",""Genetic Counselor"",""Dietitian"",""Geneticist""]";"[""Statistics"",""Crash Analytics"",""Critical Thinking"",""Natural Language Processing"",""Cross-functional Collaboration""]";"[""Statistics"",""Nutrition & Dietetics"",""Genetics"",""Public Health"",""Digital Forensics""]";"[""Indian Statistical Institute"",""All India Institute of Medical Sciences"",""Karolinska Institute"",""Massachusetts Institute of Technology""]";"[""Public Health Foundations"",""Natural Language Processing"",""Digital Forensics Essentials"",""Natural Language Processing Specialization"",""Google Data Analytics Certificate""]";
b6b7cd9b-721f-4f4c-b1f6-f4d5e0a3d85d;IT Services;;🏭;[];2026-04-27 04:20:04.488691+00;Very High;$100,000;High;"[""Technical Aptitude"",""Problem Solving""]";"[""Technology"",""Cloud Computing"",""IT"",""Garment Exports"",""Textile Industry"",""Agricultural Productivity"",""IT Sector Growth"",""Poverty Reduction""]";"[""USA"",""UK"",""Germany"",""Bangladesh""]";"[""Demolition Services"",""Funeral Services"",""Security Services"",""Professional Services"",""Network Security"",""Application Security"",""Digital Content & Social Media""]";"[""Semiconductor Engineering""]";"[""Robotics Process Automation Developer"",""Product Manager"",""Ethical Hacker""]";"[""SEO Specialist"",""IoT Solutions Architect"",""Chief Technology Officer"",""Application Security Engineer""]";"[""SEO"",""ARKit"",""Git & GitHub"",""Kubernetes"",""ETL Pipelines"",""SQL & Databases"",""Event Sourcing"",""Cloud Security"",""SEM / Google Ads"",""CI/CD Pipelines""]";"[""Data Structures"",""Electrical Machines""]";"[""NIT Surathkal"",""NIT Trichy"",""KIIT University""]";"[""AWS Certified Cloud Practitioner"",""Microservices with Spring Boot"",""Serverless with AWS Lambda"",""Google IT Support Certificate"",""Google IT Support Professional Certificate"",""Cracking the Coding Interview"",""SEO Mastery 2024"",""AI for Everyone - Coursera"",""Linear Algebra - MIT OCW""]";"[""Bangladesh""]"
51accf4a-9fa1-4f78-a567-319b6d0bd6f4;Construction & Real Estate;Building infrastructure, residential, and commercial property development;🏗️;"[""construction"",""real estate"",""architecture"",""urban planning""]";2026-04-13 17:00:50.834588+00;Medium;$75,000;Steady;"[""planning"",""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""engineering"",""property"",""Business"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""technology"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany""]";"[""Construction Tech"",""Architecture & Design"",""Property Development"",""Real Estate & Construction""]";"[""Civil Engineering"",""Construction Management"",""Real Estate"",""Architecture"",""Urban Planning""]";"[""Civil Engineering"",""Real Estate"",""Architecture"",""Landscape Architect"",""Quantity Surveyor"",""Glazier"",""Carpenter"",""Urban Planning"",""Surveyor"",""Electrician"",""Urban Planner"",""Locksmith"",""Barber"",""Furniture Maker"",""Plumber"",""Taxidermist"",""Upholsterer"",""Jeweler"",""Goldsmith""]";"[""Real Estate Agent""]";;"[""Construction Law""]";"[""Narsee Monjee Institute""]";"[""PMP Certification Prep""]";"[""Dominican Republic""]"
6395a392-4ed0-4ae3-9ee5-32aca90600b7;Aerospace & Defense;Design, manufacture, and maintenance of aircraft, spacecraft, and defense systems;✈️;"[""aviation"",""space"",""military"",""satellites"",""drones""]";2026-04-13 17:00:50.834588+00;Medium;$110,000;Strong Growth;"[""precision"",""innovation"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving""]";"[""aviation"",""making"",""space"",""science"",""policy"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""India"",""UK""]";"[""Government & Defense"",""Aerospace"",""Aerial Imaging""]";"[""Robotics"",""Aerospace Engineering"",""Helioseismology""]";"[""Air Traffic Controller"",""Robotics & Automation"",""Astrobiology Researcher"",""Aerospace Engineering""]";;;"[""Astronomy"",""Aerospace Engineering"",""Aerodynamics""]";;;
8f738b9f-b623-4b2a-8d85-927d92b4efd4;Internet of Things;;🏭;[];2026-04-27 04:20:04.488691+00;High;$110,000;Rapidly Growing;"[""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking"",""analytical"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Future"",""Security"",""Computers"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India"",""China"",""Singapore"",""Netherlands"",""United Kingdom""]";"[""Smart Buildings"",""Data Centers"",""AI Tooling"",""Computer Vision"",""Network Security""]";"[""Human-Computer Interaction"",""Artificial Intelligence"",""Network Engineering"",""Cloud Computing"",""Computer Science"",""Information Systems""]";"[""Artificial Intelligence"",""Ethical Hacker"",""Drone Pilot / Operator"",""Software Engineering"",""Electrical Engineering"",""Cloud Computing & DevOps""]";"[""AI Ethics Officer"",""Machine Learning Engineer"",""Chief Technology Officer"",""Machine Learning Platform Engineer"",""Network Engineer"",""Cloud Cost Optimizer""]";"[""Kubernetes"",""Artificial Intelligence"",""Ethical Hacking"",""Machine Learning"",""Deep Learning"",""Computer Vision"",""Network Security""]";"[""Artificial Intelligence"",""Computer Networks"",""Operating Systems"",""Computer Science"",""Electromagnetism""]";"[""Georgia Institute of Technology"",""California Institute of Technology"",""Technion - Israel Institute of Technology"",""Massachusetts Institute of Technology"",""Delft University of Technology"",""Indian School of Business""]";"[""Kubernetes for Developers"",""Docker & Kubernetes Bootcamp"",""Machine Learning"",""Introduction to Artificial Intelligence"",""CS50: Introduction to Computer Science"",""Machine Learning - Andrew Ng"",""Linear Algebra - MIT OCW""]";"[""China"",""India"",""Singapore"",""Netherlands"",""United Kingdom""]"
e7b3fb5c-6e7d-472b-a7eb-d6809ab3a97c;Jewellery;;🏭;[];2026-04-27 04:20:04.488691+00;Medium;$75,000;Steady;"[""planning"",""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""engineering"",""property"",""Business"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""technology"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany""]";;;"[""Jeweler""]";;;;;;
34a093d7-0e61-40d0-9948-a83a589f518d;Agriculture & Farming;Cultivation of crops, animal husbandry, and agribusiness operations;🌾;"[""farming"",""agritech"",""horticulture"",""livestock"",""organic""]";2026-04-13 17:00:50.834588+00;High;$65K-$130K;Strong Growth;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""patience""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Agriculture & Food"",""Floriculture"",""Agricultural Biotech"",""Aquaculture"",""Fisheries & Aquaculture""]";"[""Sustainable Agriculture"",""Agriculture & Farming"",""Plant Science"",""Viticulture"",""Apiculture"",""Aquaculture"",""Permaculture""]";"[""Agricultural Engineer"",""Aquaculture Specialist"",""Urban Farmer""]";"[""Agricultural Engineer"",""Agricultural Scientist""]";;"[""Organic Chemistry"",""Agroecology""]";;;
fcf95be6-4edc-41ba-9de5-047dc59e36ee;Construction;Building and infrastructure;🏗️;"[""construction"",""building"",""infrastructure""]";2026-04-17 03:52:52.139936+00;High;$75,000;Steady;"[""planning""]";"[""engineering""]";"[""USA"",""UK"",""Germany"",""Australia""]";"[""Construction Tech"",""DevOps & Infrastructure"",""Real Estate & Construction""]";"[""Civil Engineering"",""Construction Management"",""Cloud Computing"",""Welding & Fabrication""]";"[""Civil Engineering"",""Cloud Computing & DevOps"",""Quantity Surveyor"",""Glazier"",""Architecture"",""Cloud Architect"",""Carpenter"",""Surveyor""]";;;"[""Construction Law""]";;"[""Introduction to Project Management"",""PMP Certification Prep""]";"[""Qatar"",""Ethiopia"",""Saudi Arabia"",""Pakistan"",""Egypt"",""Turkey""]"
53683cff-71f2-4d31-bc98-c0c0158569e7;Microelectronics;;🏭;[];2026-04-27 04:20:04.488691+00;High;$35K-$150K+;Diverse revenue streams;"[""creativity"",""Creativity"",""Attention to Detail"",""service"",""precision"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""Communication"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""communication"",""organization"",""design"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Organization""]";"[""music"",""arts"",""film"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""shopping"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""marketing"",""content"",""media""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Electronic Music""]";"[""Cryogenics"",""Physics""]";;;"[""Electron""]";"[""Analog Electronics"",""Electronics Engineering"",""Microeconomics""]";;;
14207ef2-bc28-4840-a45b-ec0e7b511e74;Electric Vehicles;;🏭;[];2026-04-27 04:20:04.488691+00;High;$95,000;Transforming;"[""safety"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""Analytical Skills"",""engineering""]";"[""energy"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Germany"",""UK"",""Australia"",""India""]";"[""Autonomous Vehicles"",""Electric Two-wheelers"",""Electric Vehicles"",""Connected Cars"",""Energy & Utilities""]";"[""Electrical Engineering"",""Energy & Renewables"",""Telecommunications"",""Industrial Design"",""Project Management"",""Nuclear Engineering""]";"[""Electrical Engineering"",""Industrial Designer"",""Agricultural Engineer""]";"[""Electrical Engineer"",""Industrial Designer"",""Industrial Engineer"",""ASIC Design Engineer"",""Agricultural Engineer""]";"[""Electron"",""Creo Parametric"",""Kubernetes"",""Project Management"",""Strategic Planning"",""Cloud Architecture""]";"[""Electrical Machines"",""Electrical Engineering"",""Electromagnetism"",""Analog Electronics"",""Electronics Engineering"",""Industrial Design""]";"[""ETH Zurich""]";"[""Elastic Stack Engineer"",""Kubernetes for Developers"",""Cloud Native Architecture"",""Docker & Kubernetes Bootcamp"",""Microservices with Spring Boot""]";"[""El Salvador""]"
39aef730-feee-4171-8490-9c109a936c89;Music Industry;Music production and performance;🎵;"[""music"",""production"",""recording""]";2026-04-17 03:52:52.139936+00;Medium;$65,000;Steady;"[""creativity""]";"[""music"",""arts""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Auto Manufacturing"",""Music & Audio"",""Electronic Music"",""Film & Television"",""Bridal Industry""]";"[""Sound Engineering"",""Music & Audio Production""]";"[""Music & Audio""]";;;"[""Manufacturing"",""Music Theory""]";"[""Aligarh Muslim University"",""Erasmus University Rotterdam""]";"[""Music Production with Ableton Live""]";
613d6a9b-3adb-41ed-9260-b46c66b47396;Hospitality - Boutique;;🏭;[];2026-04-27 04:20:04.488691+00;Medium;$55,000;Global industry with travel perks;"[""service"",""innovation"",""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""precision"",""Leadership""]";"[""travel"",""space"",""science"",""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""law"",""Management"",""Productivity"",""Data"",""policy"",""risk""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Restaurant & Hospitality"",""Boutique Hotels"",""Hospitality & Tourism""]";;"[""Hospitality & Tourism""]";;;;"[""Indiana University Bloomington""]";;
fcb263a2-e393-4626-a827-ff23d6c6c625;Manufacturing & Industrial;Production of goods through industrial processes;🏭;"[""manufacturing"",""production"",""industrial"",""assembly"",""quality""]";2026-04-13 17:00:50.834588+00;High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Auto Manufacturing"",""Manufacturing"",""Bicycle Manufacturing"",""Film & Television""]";"[""Volcanology"",""Plant Science"",""Petroleum Engineering"",""Physics"",""Mining Engineering"",""Marine Biology"",""Gender Studies"",""Civil Engineering"",""Anthropology"",""Genetics & Genomics"",""Neuroscience"",""Construction Management"",""Social Work"",""Cosmetic Science"",""Seismology"",""Materials Science"",""Chemical Engineering"",""Thanatology"",""Semiconductor Engineering"",""Metallurgy"",""Cartography"",""Statistics"",""Transportation Engineering"",""Ceramic Engineering"",""Molecular Biology"",""Water Resources Engineering"",""Food Technology"",""Applied Mathematics"",""Hydrology"",""Aerospace Engineering"",""Organic Chemistry"",""Astronomy & Astrophysics"",""Toxicology"",""Waste Management"",""Nuclear Engineering"",""Mechanical Engineering"",""Environmental Science"",""Space Science"",""Biotechnology"",""Oceanography"",""Soil Science"",""Mathematics"",""Textile Engineering"",""Polymer Science"",""Mass Communication"",""Microbiology"",""Cryogenics"",""Marine Engineering"",""Agriculture & Farming"",""Sociology"",""Forensic Science"",""Fisheries Science"",""Parasitology"",""Geology & Earth Sciences"",""Biochemistry"",""Structural Engineering"",""Horology"",""Automotive Engineering"",""Meteorology"",""Photonics"",""Electrical Engineering"",""Forestry"",""Economics"",""Zoology"",""Energy & Renewables"",""Psychology"",""Linguistics"",""Cognitive Science"",""Biomedical Engineering"",""Petroleum Geology"",""Disability Studies"",""Industrial Engineering"",""Wildlife Management"",""Women's Studies"",""Renewable Materials"",""Ethology"",""Primatology"",""Paleontology"",""Virology"",""Political Science""]";"[""Civil Engineering"",""Industrial Designer"",""Robotics & Automation"",""Aerospace Engineering"",""Mechanical Engineering"",""Music & Audio"",""Renewable Energy"",""Electrical Engineering"",""Biomedical Engineering"",""Agricultural Engineer"",""Sound Engineer"",""Biotechnology"",""Welder""]";;;"[""Manufacturing"",""Industrial Engineering"",""Industrial Design""]";"[""Banaras Hindu University""]";;
3066dcd6-1470-4055-9d9e-1907dcb8cb76;Logistics - Domestic;;🏭;[];2026-04-27 04:20:04.488691+00;High;50000;Critical post-pandemic importance;"[""planning"",""Leadership"",""Organization"",""Attention to Detail"",""service""]";"[""operations"",""Business"",""Management"",""Productivity"",""Data"",""business""]";"[""USA"",""UK"",""Australia"",""Canada"",""India""]";"[""E-commerce Logistics"",""Transportation & Logistics""]";;"[""Supply Chain & Logistics""]";;;;;;
23df9a71-2bb6-46e2-8648-fa0bbca0adf9;Investment Banking;;🏭;[];2026-04-27 04:20:04.488691+00;High;$85K-$300K+;Stable;"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""precision"",""service"",""Problem Solving"",""Analytical Thinking"",""negotiation"",""creativity"",""Communication"",""Creativity"",""safety"",""planning"",""vigilance"",""problem-solving"",""Logical Thinking"",""innovation"",""systems thinking"",""Analytical Skills""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""law"",""policy"",""risk"",""Technology"",""Security"",""Computers"",""property"",""marketing"",""Marketing"",""Online"",""geology"",""operations"",""security"",""engineering"",""making"",""Design""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Investment Banking""]";"[""Banking & Insurance""]";"[""Investment Banking""]";;"[""Investment Analysis"",""Bitcoin Scripting""]";;"[""Goa Institute of Management""]";;"[""Bahamas"",""Burkina Faso"",""Bahrain""]"
54c332c0-00ec-4ed4-b4e8-e0994bcfb42d;Insurance - Life;;🏭;[];2026-04-27 04:20:04.488691+00;Medium;$70,000;Stable;"[""service"",""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""precision"",""empathy"",""Problem Solving"",""Analytical Thinking""]";"[""policy"",""risk"",""Finance"",""Business"",""Accounting"",""finance"",""Numbers"",""law"",""health"",""Technology"",""Security"",""Computers""]";"[""USA"",""UK"",""Australia"",""India"",""Canada"",""Germany""]";"[""Healthcare & Life Sciences"",""Insurance"",""Cyber Insurance""]";;"[""Insurance Underwriter""]";"[""Insurance Underwriter""]";;;"[""Indian Institute of Foreign Trade"",""Narsee Monjee Institute"",""NIT Surathkal""]";;
c5d0566c-1484-4601-9d2c-4c6f5eb2eeb2;Online Travel;;🏭;[];2026-04-27 04:20:04.488691+00;High;$60K-$120K;Stable Growth;"[""Attention to Detail"",""Organization"",""Analytical Skills"",""Problem Solving"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""Business"",""Productivity"",""Data"",""Environment"",""Sustainability"",""Technology"",""technology"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers"",""environment"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""Canada"",""Australia"",""Germany"",""UK"",""India""]";"[""Business Travel"",""Online Learning""]";;;;;;;;"[""El Salvador""]"
b23b8586-9479-4d84-8ecf-cfa435e4f6cd;Cold Chain Logistics;;🏭;[];2026-04-27 04:20:04.488691+00;High;50000;Critical post-pandemic importance;"[""planning"",""Leadership"",""Organization"",""Attention to Detail"",""service"",""safety"",""analytical"",""Numeracy"",""precision"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""negotiation""]";"[""operations"",""Business"",""Management"",""Productivity"",""Data"",""business"",""ocean"",""finance"",""Finance"",""Accounting"",""Numbers"",""policy"",""risk"",""law"",""math"",""technology"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Visuals"",""Programming"",""Computers""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""E-commerce Logistics"",""Transportation & Logistics""]";;"[""Supply Chain & Logistics""]";;"[""Supply Chain Management""]";"[""Supply Chain Management""]";;;"[""Benin""]"
8f8b8ce5-62a5-40bf-93f6-cac2a115e236;Space & Satellite Technology;Space exploration, satellite systems, and space commerce;🚀;"[""space"",""satellites"",""rockets"",""astronomy"",""space tech""]";2026-04-13 17:00:50.834588+00;emerging;$65K-$140K;Rapid Growth;"[""innovation"",""precision""]";"[""space"",""science"",""aviation""]";"[""USA"",""India"",""UK"",""Australia"",""Germany"",""Canada""]";"[""Satellite Communications"",""Space Exploration"",""Information Technology"",""Sports Technology"",""Assistive Technology"",""Food Technology"",""Education Technology"",""Aerospace""]";"[""Aerospace Engineering"",""Astronomy & Astrophysics"",""Helioseismology"",""Space Science"",""Telecommunications"",""Horology"",""Chronobiology""]";"[""Astrobiology Researcher"",""Space Tourism Coordinator""]";;;"[""Astronomy"",""Educational Technology""]";;"[""Astronomy: Exploring Time and Space""]";
322e0f78-6269-452b-9ad9-5324714bbb77;Non-Profit Healthcare;;🏭;[];2026-04-27 04:20:04.488691+00;Very High;$90,000;Strong Growth;"[""empathy""]";"[""health"",""social good""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Non-Profit""]";;;;;;;"[""Notion Productivity OS""]";"[""Cameroon"",""Bosnia and Herzegovina""]"
