id;name;description;industry_id;industry_name;icon_emoji;keywords;created_at;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_sectors;related_domains;related_careers;related_job_roles;related_skills;related_subjects;related_universities;related_courses;related_countries;related_industries
a0fc2d1e-866c-40fe-91c4-6bb81347eb31;Esoteric Wellness;;;Fitness & Wellness;📊;[];2026-04-27 04:20:23.971159+00;Very High;$70,000;Rapid Growth;"[""empathy""]";"[""psychology""]";"[""USA"",""Canada"",""Australia"",""UK""]";"[""Corporate Wellness"",""Wellness & Fitness""]";"[""Chiropractic""]";;;;;;;;"[""Fitness & Wellness"",""Mental Health & Wellness""]"
1f88698a-cb05-4800-9f02-33731eda0a37;Civil Aviation;;;Civil Engineering;📊;[];2026-04-27 04:20:23.971159+00;High;$60K-$120K;Essential infrastructure demand;"[""planning"",""negotiation"",""innovation"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""engineering"",""property"",""environment"",""technology"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Germany""]";;"[""Civil Engineering""]";"[""Civil Engineering"",""Aviation Meteorologist""]";"[""Civil Engineer""]";"[""Civil Engineering""]";"[""Civil Procedure"",""Civil Engineering""]";;;"[""Kiribati"",""Latvia""]";"[""Civil Engineering""]"
cede67b7-bb45-4df2-aed8-99bdb815eb6e;Telecommunications;Telecom and internet;;Telecommunications;📡;"[""telecom"",""mobile""]";2026-04-17 03:52:52.139936+00;High;$90,000;Steady;"[""systems thinking""]";"[""networks""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";;"[""Telecommunications"",""Mass Communication"",""Communications & PR""]";;;"[""Flutter"",""React Native""]";;"[""Delhi Technological University"",""Keio University""]";;"[""Sweden"",""Jamaica"",""Kiribati""]";"[""Telecommunications""]"
16f77b7e-5546-44fa-bbe8-7343f9a140e4;Automotive;Vehicle manufacturing;;Automotive;🚗;"[""automotive"",""vehicles""]";2026-04-17 03:52:52.139936+00;High;$85,000;Transforming;"[""engineering""]";"[""cars""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";;"[""Automotive Engineering""]";;;;;"[""Hanyang University"",""Osaka University""]";;"[""Brazil"",""South Africa"",""Poland"",""United States""]";"[""Automotive"",""Automotive Aftermarket"",""Automotive OEM""]"
8e563d21-5704-4212-b7f0-8d846336dfcf;Translation Services;Language services;;Courier Services;🗣️;"[""translation"",""language""]";2026-04-17 03:52:52.139936+00;Medium;$60,000;Steady;"[""languages""]";"[""languages""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";;"[""Translation Studies"",""Linguistics"",""Lexicography"",""Islamic Studies"",""Communications & PR""]";"[""Translator"",""Lexicographer"",""Interpreter""]";;"[""Natural Language Processing""]";"[""Linguistics""]";"[""Jamia Millia Islamia""]";;"[""Iceland"",""Latvia""]";"[""Courier Services""]"
806d51b1-9f29-4a93-9f58-e09a148e9a74;Architectural Visualization;;;Architectural Services;📊;[];2026-04-27 04:20:23.971159+00;Very High;85000;Stable Growth;"[""Communication"",""Analytical Skills""]";"[""Data"",""Business"",""Visuals""]";"[""USA"",""UK"",""Australia""]";;;;;"[""Data Visualization""]";"[""Architectural History""]";"[""Politecnico di Milano""]";"[""Data Visualization with Tableau""]";"[""Armenia""]";"[""Architectural Services"",""AR/VR & Metaverse""]"
ce334904-47e3-47ba-9992-3243465e75a1;Commercial Drones;;;Commercial Real Estate;📊;[];2026-04-27 04:20:23.971159+00;High;$80K-$250K;Growing with commercial space race;"[""service"",""precision"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving""]";"[""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""India"",""UK""]";;;;"[""Pilot (Commercial)"",""Drone Pilot - Commercial""]";;;;;;"[""Commercial Real Estate""]"
6261745b-8fde-41df-a31a-309032042cbc;Chemical Recycling;;;Chemical Manufacturing;📊;[];2026-04-27 04:20:23.971159+00;Medium;$70K-$130K;Diverse industry applications;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""Creativity"",""Attention to Detail"",""creativity""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""Design"",""Art"",""Visuals"",""fashion"",""beauty""]";"[""USA"",""India"",""UK"",""Australia""]";"[""Battery Recycling""]";"[""Chemical Engineering""]";;"[""Chemical Engineer""]";;"[""Chemical Reaction Engineering"",""Chemical Engineering""]";;;;"[""Chemical Manufacturing"",""Chemical & Materials"",""Lithium Mining""]"
a8896dc7-6e17-43a6-8a84-6550429ec8e9;Event Management;Event planning;;Event Management;🎉;"[""events"",""planning""]";2026-04-17 03:52:52.139936+00;Medium;$55,000;Recovering;"[""organization""]";"[""events""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";;"[""Event Management"",""Sports Management"",""History""]";"[""Event Manager""]";"[""Event Manager""]";"[""Discrete Event Simulation"",""Event Sourcing"",""Time Management"",""Strategic Planning"",""Content Strategy""]";"[""Urban Planning""]";"[""Goa Institute of Management"",""Banaras Hindu University""]";;"[""Botswana""]";"[""Event Management"",""Asset Management"",""Facility Management"",""MarTech"",""Live Events""]"
bdbb4305-1eff-4307-aa98-8b2863da16fb;Fashion Tech;;;Fashion Retail;📊;[];2026-04-27 04:20:23.971159+00;Medium;95000;Steady;"[""creativity"",""Creativity"",""Attention to Detail"",""negotiation"",""Leadership"",""Organization"",""analytical"",""Numeracy"",""precision"",""Communication"",""safety"",""planning""]";"[""fashion"",""Design"",""Art"",""Visuals"",""property"",""Business"",""Management"",""Productivity"",""Data"",""finance"",""Finance"",""Accounting"",""Numbers"",""marketing"",""Marketing"",""Online"",""geology"",""operations"",""beauty"",""design"",""art"",""arts"",""engineering""]";"[""USA"",""UK"",""Australia"",""Canada"",""India""]";"[""Circular Fashion"",""Sustainable Fashion"",""Fashion & Textiles""]";"[""Fashion Design""]";"[""Fashion Design""]";"[""Fashion Merchandiser"",""Fashion Designer""]";;"[""Fashion Design""]";;;"[""Côte d'Ivoire""]";"[""Fashion Retail"",""Fashion & Apparel"",""Fashion & Textiles""]"
dcb9fa74-77e0-4bb0-b870-10396b9bc25e;Biotech;Bioengineering;;Biotechnology;🧬;"[""biotech"",""genetics""]";2026-04-17 03:52:52.139936+00;Very High;$105,000;Rapid Growth;"[""research""]";"[""biology""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Agricultural Biotech""]";"[""Genetics & Genomics"",""Molecular Biology"",""Biotechnology"",""Chronobiology""]";"[""Biotechnology"",""Geneticist""]";;;"[""Genetics"",""Biophysics""]";"[""Birkbeck University of London"",""École Polytechnique"",""BITS Pilani"",""Heriot-Watt University"",""Cornell Tech"",""Nanyang Polytechnic""]";"[""Neural Networks from Scratch""]";"[""Guinea-Bissau""]";"[""Biotechnology"",""Agritech""]"
fd17cdd3-ed26-4c16-a2b1-ff48e522f7d5;Drone Delivery;;;Food Delivery;📊;[];2026-04-27 04:20:23.971159+00;high;$80K-$250K;Exponential industrial demand;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";;;"[""Drone Pilot / Operator""]";"[""Drone Operator"",""Drone Pilot - Commercial""]";;;;;;"[""Food Delivery"",""Last Mile Delivery""]"
2bc6a281-7e08-4373-ac1d-d1af969becfe;Creative Writing;;;;📊;[];2026-04-27 04:20:23.971159+00;High;85000;Stable Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Leadership"",""Organization"",""Communication"",""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""marketing"",""Business"",""Management"",""Productivity"",""Data"",""Marketing"",""Online""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada"",""India""]";"[""Arts & Creative""]";"[""Writing & Publishing"",""Comparative Literature""]";;;"[""Technical Writing"",""Content Writing""]";"[""Creative Writing""]";"[""Goldsmiths University of London""]";;"[""Eritrea""]";
65afbe1a-9499-45c5-93cf-636cb79a9516;Beauty & Personal Care;Beauty products;;Dental Care;💄;"[""beauty"",""cosmetics""]";2026-04-17 03:52:52.139936+00;High;$60,000;Strong Growth;"[""creativity""]";"[""beauty""]";"[""USA"",""UK"",""Germany"",""Australia"",""India"",""Canada""]";"[""Beauty Tech"",""Aging Care"",""Body Care"",""Emergency Care"",""Veterinary & Animal Care""]";"[""Cosmetic Science""]";"[""Makeup Artist"",""Perfumer / Fragrance Designer""]";;"[""Nursing & Patient Care""]";;"[""Pondicherry University""]";;;"[""Dental Care"",""Eye Care"",""Cosmetics""]"
f9bc3051-9350-4425-8160-3f96557632c7;Environmental Consulting;;;Environmental & Sustainability;📊;[];2026-04-27 04:20:23.971159+00;High;$110,000;Rapid Growth;"[""innovation"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""safety"",""outdoors"",""public health"",""empathy""]";"[""environment"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""energy"",""ocean"",""nature"",""geology"",""animals"",""business""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Environmental Services""]";"[""Environmental Science""]";"[""Environmental Science""]";"[""Environmental Engineer""]";"[""Environmental Science""]";"[""Environmental Science""]";;;"[""Congo""]";"[""Environmental & Sustainability"",""Consulting - Management"",""Consulting - Strategy"",""Consulting"",""Coal Mining"",""Lithium Mining""]"
1633b8e0-5b5e-4739-b028-c599ca59a3aa;Computer Vision;Teaching machines to interpret and understand visual information;;Artificial Intelligence & Machine Learning;👁️;"[""image recognition"",""object detection"",""visual AI""]";2026-04-13 17:01:27.211001+00;Very High;135000;Rapidly Growing;"[""Logical Thinking"",""Problem Solving""]";"[""Technology"",""Programming"",""Computers""]";"[""USA"",""India"",""UK""]";;"[""Computer Science""]";;;"[""Computer Vision"",""Artificial Intelligence"",""Machine Learning"",""Diffusion Models"",""CockroachDB""]";"[""Computer Science"",""Computer Graphics"",""Computer Networks""]";"[""Cornell Tech"",""ISCTE-IUL Lisbon"",""ISI Kolkata""]";"[""Computer Vision Nanodegree"",""Introduction to Computer Science and Programming Using Python"",""CS50: Introduction to Computer Science"",""Algorithms Specialization - Stanford""]";;"[""Internet of Things"",""AR/VR & Metaverse""]"
91f181e3-14df-4db4-89e2-1439a519d461;Fintech Lending;;;Fintech;📊;[];2026-04-27 04:20:23.971159+00;Very High;$110,000;Rapid Growth;"[""innovation""]";"[""technology"",""finance""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""FinTech"",""Community Lending""]";;;;"[""Bitcoin Scripting""]";;"[""ETH Zurich"",""Nanyang Polytechnic""]";"[""Microservices with Spring Boot""]";;"[""FinTech"",""Fintech"",""MarTech""]"
a8a40876-0bd8-4b29-bffb-212f721c1b11;Floriculture;;;Agriculture & Agritech;📊;[];2026-04-27 04:20:23.971159+00;High;$60,000;Strong Growth;"[""patience"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""outdoors"",""empathy"",""public health"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence""]";"[""nature"",""food"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";;"[""Apiculture"",""Viticulture"",""Aquaculture"",""Agriculture & Farming"",""Permaculture"",""Sustainable Agriculture""]";;;;;;;;"[""Agriculture & Agritech"",""Agriculture & Farming""]"
cd356717-e8ff-4290-86f9-1edd7ef1a04d;Agriculture & Food;Farming and agribusiness;;Agriculture & Farming;🌾;"[""agriculture"",""food"",""farming""]";2026-04-17 03:52:52.139936+00;High;$60,000;Strong Growth;"[""patience""]";"[""food""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Food Technology"",""Food Tech""]";"[""Agriculture & Farming"",""Sustainable Agriculture"",""Food Technology"",""Agritourism"",""Soil Science"",""Apiculture"",""Permaculture"",""Viticulture""]";"[""Culinary Arts"",""Food Scientist""]";"[""Food Scientist""]";;"[""Nutrition""]";"[""NIT Trichy""]";"[""Stanford Introduction to Food and Health""]";;"[""Agriculture & Farming"",""Agriculture & Agritech"",""Food & Beverage"",""Food Delivery"",""Food Processing"",""Agribusiness"",""Agritech""]"
965d6268-ac23-4b6e-a08a-6b98aa6cd8a8;Circular Fashion;;;Fashion Retail;📊;[];2026-04-27 04:20:23.971159+00;Medium;95000;Steady;"[""creativity"",""Creativity"",""Attention to Detail"",""negotiation"",""Leadership"",""Organization"",""analytical"",""Numeracy"",""precision"",""Communication"",""safety"",""planning""]";"[""fashion"",""Design"",""Art"",""Visuals"",""property"",""Business"",""Management"",""Productivity"",""Data"",""finance"",""Finance"",""Accounting"",""Numbers"",""marketing"",""Marketing"",""Online"",""geology"",""operations"",""beauty"",""design"",""art"",""arts"",""engineering""]";"[""USA"",""UK"",""Australia"",""Canada"",""India""]";"[""Sustainable Fashion"",""Fashion Tech"",""Fashion & Textiles""]";"[""Fashion Design""]";"[""Fashion Design""]";"[""Fashion Merchandiser"",""Fashion Designer""]";;"[""Fashion Design""]";;;;"[""Fashion Retail"",""Fashion & Apparel"",""Fashion & Textiles"",""Footwear""]"
eae92aa8-d63f-4eb0-b7e3-2a8232eca3a8;Composite Materials;;;Building Materials;📊;[];2026-04-27 04:20:23.971159+00;High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""public health"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors"",""Leadership""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";;"[""Renewable Materials"",""Materials Science""]";;"[""Materials Scientist""]";;"[""Materials Science""]";"[""Ohio State University""]";;;"[""Building Materials"",""Packaging Materials"",""Chemical & Materials"",""Cement & Concrete""]"
9529951d-e5e2-4cba-9105-6a39303dc16a;Decentralized Finance;;;Microfinance;📊;[];2026-04-27 04:20:23.971159+00;High;$75,000;From analyst to CFO track;"[""analytical"",""precision"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data""]";"[""USA"",""UK"",""Australia"",""Canada""]";"[""Embedded Finance"",""Finance Education""]";"[""Accounting & Finance""]";"[""Accounting & Finance""]";;"[""D3.js"",""Dropwizard"",""DynamoDB"",""Elixir"",""Bubble.io"",""C++ STL""]";"[""Corporate Finance"",""Finance""]";"[""Central European University""]";"[""Excel for Finance Professionals"",""Behavioral Finance""]";"[""Bahamas"",""Haiti"",""Bahrain""]";"[""Microfinance""]"
2739ad50-6ebf-426e-9333-ba1bf907ab1d;Battery Recycling;;;Lithium Mining;📊;[];2026-04-27 04:20:23.971159+00;Medium;$85,000;Stable;"[""safety""]";"[""geology""]";"[""USA"",""UK"",""Australia"",""Canada""]";"[""Chemical Recycling""]";;;;;;;;;"[""Lithium Mining""]"
6892bbff-b201-4c84-a556-b400f33ed3ae;Government & Defense;Public sector and defense;;Government & Public Policy;🏛️;"[""government"",""defense""]";2026-04-17 03:52:52.139936+00;High;$80,000;Stable;"[""service""]";"[""policy""]";"[""USA"",""India"",""UK"",""Australia""]";;"[""Public Administration"",""Political Science""]";"[""Aerospace Engineering""]";;;;"[""Case Western Reserve University"",""Pontificia Universidad Católica de Chile"",""Aarhus University"",""Northwestern University Qatar""]";;;"[""Government & Public Policy"",""Government & Public Sector"",""Aerospace & Defense"",""Government Services"",""Defense Manufacturing"",""Mining Equipment""]"
7c91d802-bb3d-49b5-b469-aaf1f8427995;Advertising;Advertising agencies;;Advertising & Marketing;📣;"[""advertising"",""ads""]";2026-04-17 03:52:52.139936+00;High;$80,000;Steady;"[""creativity""]";"[""marketing""]";"[""USA"",""UK"",""Australia"",""Canada"",""India""]";;"[""Advertising""]";"[""Marketing & Advertising"",""Copywriter""]";;"[""Performance Marketing""]";;"[""Curtin University"",""Cranfield University"",""Indiana University Bloomington"",""Erasmus University Rotterdam"",""Jindal Global University"",""Indian School of Business"",""Anna University"",""Brandeis University""]";;;"[""Advertising & Marketing"",""Online Gaming""]"
bec41e0d-e187-4c8e-bcd1-b822ec1a7157;Luxury & Premium;High-end fashion, accessories, and luxury goods;;Fashion & Textiles;💎;"[""luxury"",""premium"",""haute couture"",""designer""]";2026-04-13 17:01:27.211001+00;Medium;$50K-$110K;Steady;"[""creativity"",""Creativity"",""Attention to Detail"",""planning""]";"[""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""engineering"",""beauty""]";"[""USA"",""UK"",""Australia""]";;"[""Horology"",""Fashion Design""]";;;;;;;;"[""Fashion & Textiles"",""Luxury Goods"",""Hospitality - Luxury"",""Leather Products"",""Household Products""]"
f153adf7-da7e-40d6-b85c-fc3b9a500e8d;Disability Services;;;Diagnostic Labs;📊;[];2026-04-27 04:20:23.971159+00;High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";;"[""Disability Studies"",""Gender Studies""]";;;;;"[""Brown University"",""Case Western Reserve University"",""Pondicherry University""]";;"[""Guyana""]";"[""Diagnostic Labs""]"
ae170a57-6fa8-4b65-9331-c4b6e1d076d5;Behavioural Health;;;Insurance - Health;📊;[];2026-04-27 04:20:23.971159+00;High;$70,000;Post-pandemic growth in demand;"[""service"",""empathy""]";"[""policy"",""psychology""]";"[""USA"",""Canada"",""Australia"",""UK""]";"[""Community Health"",""Public Health"",""Mental Health Services"",""Mental Health""]";"[""Health Informatics"",""Public Health"",""Religious Studies""]";"[""Public Health""]";;;"[""Public Health""]";"[""Central European University""]";"[""Public Health Foundations"",""Stanford Introduction to Food and Health""]";"[""Belarus"",""Benin""]";"[""Insurance - Health"",""Mental Health Services"",""Mental Health & Wellness"",""Healthcare IT""]"
d7b59ec3-82bb-4737-84d2-4f0a35f93837;Forestry & Timber;Forest and timber;;Forestry;🌲;"[""forestry"",""timber""]";2026-04-17 03:52:52.139936+00;Medium;$60,000;Stable;"[""outdoors""]";"[""nature""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";;"[""Forestry"",""Dendrology"",""Geoinformatics""]";"[""Forester"",""Forestry Officer""]";;;;;;;"[""Forestry""]"
42274a3f-aeb7-4016-9da5-d31fc701880c;Edge AI;;;Edge Computing;📊;[];2026-04-27 04:20:23.971159+00;Very High;125000;Rapidly Growing;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""innovation"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT"",""property"",""events"",""ocean"",""home"",""math"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";;;;;;;;"[""AI for Everyone - Coursera""]";;"[""Edge Computing""]"
5e511c1e-ed43-4cd3-b944-b2772048e15c;Carbon Capture;;;;📊;[];2026-04-27 04:20:23.971159+00;High;50000;Insurance and fintech driving strong growth;"[""vigilance"",""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity""]";"[""security"",""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";;;;"[""Carbon Markets Analyst""]";;;;;"[""Côte d'Ivoire""]";
8d04f509-a3ed-4696-8f2c-d65e6ea63e37;Business Travel;;;Leisure Travel;📊;[];2026-04-27 04:20:23.971159+00;High;$60K-$120K;Stable Growth;"[""Attention to Detail"",""Organization"",""Analytical Skills"",""Problem Solving""]";"[""Business"",""Productivity"",""Data"",""Environment"",""Sustainability"",""Technology""]";"[""USA"",""Canada"",""Australia"",""Germany"",""UK""]";;"[""International Business"",""Business Administration""]";;"[""Business Analyst"",""HR Business Partner""]";"[""Business Analysis""]";"[""Business Analytics"",""Business Administration"",""Business Law""]";"[""ICFAI Business School"",""Indian School of Business"",""London Business School""]";"[""Business Analytics with Excel"",""Excel Skills for Business Specialization"",""The Business of Renewable Energy"",""Power BI for Business Analytics"",""Excel Skills for Business""]";"[""El Salvador""]";"[""Leisure Travel"",""Online Travel"",""Agribusiness""]"
6e2a265b-ad70-4478-8f3d-f345e8eafe99;Fine Arts;;;Cinema & Theatre;📊;[];2026-04-27 04:20:23.971159+00;Medium;$60,000;From cook to executive chef;"[""patience"",""creativity""]";"[""food"",""arts""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Arts & Culture"",""Culinary Arts"",""Arts & Creative""]";"[""Fine Arts"",""Culinary Arts"",""Performing Arts"",""Cinematography"",""Archaeology""]";"[""Culinary Arts""]";;;"[""Fine Arts"",""Visual Arts"",""Performing Arts"",""Cinematography""]";;;;"[""Cinema & Theatre"",""Live Events""]"
15569d71-0503-4de2-b5d5-4e8d88b8d648;Cognitive Services;;;;📊;[];2026-04-27 04:20:23.971159+00;High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Interpersonal Skills"",""Active Listening"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Organization"",""Self-awareness""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";;"[""Cognitive Science""]";;;"[""Cognitive Walkthroughs""]";"[""Cognitive Neuroscience"",""Cognitive Science""]";;;;
2e4e6c38-7643-45e0-8627-8e4ad0e8dd59;Water & Sanitation;Water treatment;;Outdoor Recreation;💧;"[""water"",""sanitation""]";2026-04-17 03:52:52.139936+00;High;$75,000;Strong Growth;"[""public health""]";"[""environment""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Closed Loop Water""]";"[""Water Resources Engineering"",""Hydrology""]";"[""Plumber"",""Hydrologist""]";;;;;;"[""Cameroon"",""Kiribati""]";"[""Outdoor Recreation"",""Hydropower"",""Iron & Steel"",""Inland Waterways"",""Non-Profit & NGOs""]"
43cff2c8-292c-40c9-8508-1df53366a7a3;Fitness Coaching;;;Fitness & Wellness;📊;[];2026-04-27 04:20:23.971159+00;growing;$70,000;Rapid Growth;"[""empathy"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation""]";"[""psychology"",""health"",""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""math"",""technology"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Wellness & Fitness"",""Career Coaching"",""Esports Coaching""]";"[""Chiropractic""]";;;"[""Agile Coaching"",""Executive Coaching""]";;;;;"[""Fitness & Wellness"",""Sports & Fitness""]"
137cd218-ce3b-48ad-96a8-dfc16c58a7ec;Non-Profit;NGOs and social impact;;Non-Profit & Social Impact;🤝;"[""nonprofit"",""social impact""]";2026-04-17 03:52:52.139936+00;Medium;$55,000;Steady;"[""empathy""]";"[""social good""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";;;;;;;"[""East China Normal University"",""George Washington University""]";"[""Notion Productivity OS""]";"[""Cameroon""]";"[""Non-Profit & Social Impact"",""Non-Profit & NGOs"",""Non-Profit Healthcare""]"
