id;user_id;signal_type;signal_source;signal_value;signal_context;strength;created_at
de3dc656-dd03-479d-97f6-127e4547184e;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;feel overwhelmed;"{""question_id"":""emotion_pressure"",""section"":""F"",""target_modules"":[""career_therapist"",""mindset_builder""]}";0.8;2026-04-30 04:03:16.611039+00
21c08c7b-5454-480d-bc00-4147d1135e4b;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;seek reassurance;"{""question_id"":""emotion_setback"",""section"":""F"",""target_modules"":[""career_therapist"",""mindset_builder""]}";0.8;2026-04-30 04:03:23.92572+00
5c00ee53-e5d3-40ea-a3de-abd5bb34da12;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;feel discouraged;"{""question_id"":""growth_skill"",""section"":""G"",""target_modules"":[""skill_stacker"",""project_playground""]}";0.8;2026-04-30 04:03:28.878713+00
f142118d-1b8b-4cab-853c-1b3e8e25f3b6;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;what helps me grow;"{""question_id"":""values_priority"",""section"":""H"",""target_modules"":[""job_matching"",""mentor_matchmaking""]}";0.8;2026-04-30 04:03:41.702263+00
8264ba30-9689-435f-8979-7fda455d3faa;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;feel demotivated;"{""question_id"":""persistence_slow"",""section"":""I"",""target_modules"":[""roadmap"",""mvp_builder""]}";0.8;2026-04-30 04:03:50.42229+00
e2963a42-ab7a-49d8-a4ee-d1ab6e869dab;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;push harder to speed things up;"{""question_id"":""persistence_slow"",""section"":""I"",""target_modules"":[""roadmap"",""mvp_builder""]}";0.8;2026-04-30 04:03:52.535934+00
c0d9333c-e766-4c59-afa9-d2de99a50afb;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;stay patient and consistent;"{""question_id"":""persistence_slow"",""section"":""I"",""target_modules"":[""roadmap"",""mvp_builder""]}";0.8;2026-04-30 04:03:54.657653+00
5ff989ab-08f0-4269-be3f-add68484dd03;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;medium-term milestones;"{""question_id"":""persistence_motivation"",""section"":""I"",""target_modules"":[""skill_stacker"",""roadmap""]}";0.8;2026-04-30 04:03:58.564166+00
cb05e40a-5139-4683-84dc-56543ca3493f;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;feel defensive initially but adapt;"{""question_id"":""feedback_critical"",""section"":""L"",""target_modules"":[""career_coach"",""mentor_matchmaking""]}";0.8;2026-04-30 04:04:04.229004+00
99ea930e-0e6e-41be-8cbc-48fca8b21b56;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;gentle and supportive;"{""question_id"":""feedback_style"",""section"":""L"",""target_modules"":[""career_coach"",""career_therapist""]}";0.8;2026-04-30 04:04:08.080544+00
669aede4-fbc4-4069-af51-69a9fcadd8df;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;start things from scratch;"{""question_id"":""role_initiative"",""section"":""M"",""target_modules"":[""project_playground"",""job_matching"",""mvp_builder""]}";0.8;2026-04-30 04:04:12.735982+00
1d138e14-fad6-4665-9d2f-171b90dad623;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;explore ideas and possibilities;"{""question_id"":""role_initiative"",""section"":""M"",""target_modules"":[""project_playground"",""job_matching"",""mvp_builder""]}";0.8;2026-04-30 04:04:18.40029+00
fa46a2a3-cb7b-473c-967b-c094fa12338c;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;learning and experimenting;"{""question_id"":""role_energy"",""section"":""M"",""target_modules"":[""project_playground"",""job_matching""]}";0.8;2026-04-30 04:04:24.204523+00
5af04b37-3e09-4db5-a014-52d0b604eee3;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;creating something new;"{""question_id"":""role_energy"",""section"":""M"",""target_modules"":[""project_playground"",""job_matching""]}";0.8;2026-04-30 04:04:28.952162+00
c3379e17-4278-4447-9363-3a120c0d6e73;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;still do it;"{""question_id"":""moral_risk"",""section"":""N"",""target_modules"":[""job_matching"",""selfgraph""]}";0.8;2026-04-30 04:04:33.125834+00
a0e2eded-6ded-4b50-9ad5-bcaa9fbe6e7e;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;speak up;"{""question_id"":""moral_authority"",""section"":""N"",""target_modules"":[""mentor_matchmaking"",""selfgraph""]}";0.8;2026-04-30 04:04:36.720617+00
659cc981-fa88-4a83-a6ea-709a9b8df11f;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;apply it quickly;"{""question_id"":""learning_apply"",""section"":""P"",""target_modules"":[""content_library"",""project_playground""]}";0.8;2026-04-30 04:04:40.855167+00
40ff7eaf-f3ca-4ea2-b98d-68d007c19949;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;applying concepts in real projects;"{""question_id"":""learning_best"",""section"":""P"",""target_modules"":[""content_library"",""skill_stacker""]}";0.8;2026-04-30 04:04:44.122654+00
