id;name;platform;url;domain;description;difficulty;duration;avg_rating;price_range;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;icon_emoji;keywords;related_industries;related_sectors;related_domains;related_careers;related_job_roles;related_skills;related_subjects;related_universities;related_courses;related_countries;created_at
d8724b3b-ba98-46ea-ba8c-91481153244f;English for Career Development;Coursera;https://www.coursera.org/learn/careerdevelopment;Communication;Professional English by U Penn;Beginner;40 hours;;Free;High;$55K-$140K;High;"[""problem-solving"",""Problem Solving"",""Attention to Detail"",""Collaboration"",""negotiation"",""Leadership"",""Organization"",""planning"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Logical Thinking"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""research"",""innovation""]";"[""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""property"",""Business"",""Management"",""Productivity"",""Data"",""engineering"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""Cloud Computing"",""IT"",""Computers"",""Computer Science""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";📖;"[""english"",""career"",""penn""]";"[""Software Development""]";"[""Game Development"",""Property Development"",""Software Development""]";"[""Game Development""]";"[""Game Development""]";;"[""Negotiation"",""Storytelling"",""Blockchain Development"",""Research & Development""]";"[""Child Development"",""Web Development"",""Mobile Development""]";[];"[""Full Stack Web Development with React"",""Game Development with Unity"",""Android App Development with Kotlin"",""The Complete Android App Development Bootcamp"",""iOS App Development with Swift"",""LangChain for LLM Application Development"",""The Complete iOS App Development Bootcamp""]";"[""Cambodia""]";2026-04-18 01:09:25.053447+00
5cdc81cc-e107-491c-8d07-7c1a6affa1b6;The Complete JavaScript Course;Udemy;https://www.udemy.com/course/the-complete-javascript-course/;Web Development;From zero to expert in JS;Beginner;70 hours;;Paid;Very High;108000;Stable Growth;"[""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""planning"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""research"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages""]";"[""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""engineering"",""events"",""ocean"",""home"",""math"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";📖;"[""javascript"",""js""]";"[""Courier Services"",""Retail & E-commerce""]";;"[""E-Commerce""]";;;"[""Node.js"",""TypeScript"",""JavaScript""]";;[];"[""The Complete JavaScript Course 2024"",""JavaScript Basics for Beginners"",""The Complete Python Bootcamp From Zero to Hero in Python"",""Next.js & React - The Complete Guide"",""The Complete Web Developer Bootcamp"",""The Complete Android App Development Bootcamp"",""The Complete Productivity Bootcamp"",""The Complete iOS App Development Bootcamp"",""The Complete Cyber Security Course"",""Flutter & Dart Complete Guide"",""The Complete SQL Bootcamp 2024""]";;2026-04-18 01:09:25.053447+00
511438b9-49d1-4326-a8fc-5138a100050f;Introduction to Project Management;Coursera;https://www.coursera.org/learn/introduction-to-project-management;Business;Understand the principles of project management, including planning, execution, and monitoring.;Beginner;17 hours;4.7;$49/month subscription;High;$80,000;High;"[""Leadership"",""Organization""]";"[""Business"",""Management"",""Productivity""]";"[""USA"",""UK"",""Australia""]";🚀;"[""project management"",""PMP"",""agile""]";"[""Construction"",""IT"",""Manufacturing"",""Household Products"",""Non-Profit & NGOs"",""Consulting - Management"",""Cement & Concrete""]";"[""Project Planning"",""Team Leadership"",""Product Development""]";"[""Product Management"",""Construction Management"",""Project Management"",""Agile Methodologies"",""Business Operations"",""Gastroenterology""]";"[""Project Manager"",""Scrum Master"",""Program Manager"",""Real Estate"",""Human Resources"",""Entrepreneurship"",""Supply Chain & Logistics"",""Accounting & Finance"",""Product Management"",""Investment Banking"",""Marketing & Advertising""]";"[""Junior Project Manager"",""Project Coordinator"",""Team Lead"",""Project Manager""]";"[""Risk Management"",""Agile / Scrum"",""Excel & Spreadsheets"",""Communication"",""Project Planning"",""Project Management""]";"[""Business Administration"",""Management"",""Organizational Behavior""]";"[""University of California, Irvine"",""Goa Institute of Management""]";"[""Agile Project Management"",""Six Sigma"",""Introduction to Data Analysis Using Excel"",""Introduction to Accounting"",""Introduction to Digital Marketing"",""Introduction to Financial Accounting"",""Introduction to Psychology"",""Introduction to Computer Science and Programming Using Python"",""Introduction to Probability and Data"",""Introduction to Artificial Intelligence"",""Google Project Management Certificate"",""Stanford Introduction to Food and Health"",""Introduction to Sustainability"",""Introduction to Philosophy""]";"[""USA"",""UK"",""Singapore"",""Botswana""]";2026-04-14 04:57:01.846101+00
fef582e5-32c4-43d8-af60-09b47d062f51;Data Structures & Algorithms in Python;Udemy;https://www.udemy.com/;Computer Science;DSA fundamentals in Python;Intermediate;40 hours;;Paid;Very High;$110,000;Stable Growth;"[""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Logical Thinking"",""precision"",""Attention to Detail"",""Organization"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""math"",""technology"",""Data Science"",""AI"",""Technology"",""Data"",""Business"",""Visuals"",""Mathematics"",""Science"",""making"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;"[""dsa"",""python""]";"[""Data Science & Analytics"",""Data Analytics""]";"[""Data Science & Analytics"",""Data Centers"",""Algorithmic Trading""]";"[""Computer Science"",""Data Science & Analytics"",""Data Engineering""]";"[""Data Engineer"",""Data Science"",""Data Scientist""]";"[""Data Engineer"",""Data Scientist"",""Data Engineer - Streaming"",""Healthcare Data Analyst""]";"[""Python Programming"",""Data Analysis"",""Data Visualization"",""AlphaFold"",""C++ STL""]";"[""Data Structures"",""Data Science"",""Algorithms"",""Algebraic Topology""]";[];"[""JavaScript Algorithms & Data Structures"",""The Complete Python Bootcamp From Zero to Hero in Python"",""Applied Data Science with Python"",""Python for Data Science"",""Introduction to Computer Science and Programming Using Python"",""Python for Everybody Specialization"",""Data Science: [University Name] Course"",""Advanced Data Science with IBM"",""Data Visualization with Tableau"",""Introduction to Probability and Data"",""SQL for Data Analysis"",""Azure Data Engineer Associate"",""Introduction to Data Analysis Using Excel"",""IBM Data Science Professional Certificate"",""PySpark for Big Data""]";;2026-04-18 01:09:25.053447+00
1758d739-bc51-4354-9d7e-eca40faf6639;PySpark for Big Data;;;Technology;;;;;;Very High;$110,000;Stable Growth;"[""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Logical Thinking"",""precision"",""Attention to Detail"",""Organization"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""math"",""technology"",""Data Science"",""AI"",""Technology"",""Data"",""Business"",""Visuals"",""Mathematics"",""Science"",""making"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;"[""Data Analytics"",""Data Science & Analytics""]";"[""Data Science & Analytics"",""Data Centers""]";"[""Data Science & Analytics"",""Data Engineering""]";"[""Data Engineer"",""Data Scientist"",""Data Science""]";"[""Data Engineer"",""Data Scientist"",""Data Engineer - Streaming"",""Healthcare Data Analyst""]";"[""Data Analysis"",""Data Visualization"",""CoreData"",""Dagster"",""Delta Lake"",""Django Rest Framework""]";"[""Data Structures"",""Data Science""]";"[""BITS Pilani"",""ISI Kolkata""]";"[""Hadoop & Big Data"",""Advanced Data Science with IBM"",""Applied Data Science with Python"",""Azure Data Engineer Associate"",""Data Engineering with Snowflake"",""Data Storytelling Bootcamp"",""JavaScript Algorithms & Data Structures"",""Python for Data Science"",""Introduction to Data Analysis Using Excel"",""IBM Data Science Professional Certificate"",""SQL for Data Analysis"",""Data Visualization with Tableau"",""Data Structures & Algorithms in Python""]";;2026-04-27 04:22:06.830109+00
b0081fa7-61f3-4017-9703-1f9e49dc3791;Offensive Security Certified Professional (OSCP);Offensive Security;https://www.offsec.com/courses/pen-200/;Security;Hands-on penetration testing cert;Advanced;3 months;;Paid;Very High;130000;Rapidly Growing;"[""Problem Solving"",""Analytical Thinking"",""planning"",""negotiation"",""systems thinking"",""Technical Aptitude"",""vigilance"",""analytical"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""innovation"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""Technology"",""Security"",""Computers"",""engineering"",""property"",""technology"",""Cloud Computing"",""IT"",""security"",""law"",""events"",""ocean"",""home"",""math"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""environment""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;"[""oscp"",""pentest"",""offsec""]";"[""Information Security"",""Identity & Access""]";"[""Application Security"",""Network Security"",""Security Services""]";"[""Embedded Systems""]";;"[""Application Security Engineer""]";"[""Network Security"",""Ethical Hacking"",""Cryptography"",""Cloud Security"",""Cybersecurity Fundamentals""]";;"[""Case Western Reserve University"",""Hanyang University"",""Cranfield University"",""Aarhus University"",""Northwestern University Qatar"",""Monash University Malaysia""]";"[""Certified Ethical Hacker (CEH)"",""CompTIA Security+"",""The Complete Cyber Security Course"",""AWS Certified Cloud Practitioner"",""AWS Certified Solutions Architect"",""Information Security Manager - CISM"",""Linux Foundation Certified Engineer""]";;2026-04-18 01:09:25.053447+00
cdb5686d-4773-4ed1-8fd8-77ef8257c9c6;Scrum Master Certification;;;Operations;;;;;;Very High;105000;Stable;"[""analytical"",""Leadership"",""Organization"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning""]";"[""business"",""Business"",""Management"",""Productivity"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Visuals"",""Data Science"",""AI"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";📖;;"[""Chemical & Materials""]";;;;;"[""Agile / Scrum"",""Containerization""]";;;"[""Scrum Master Certification (PSM I)"",""PMP Certification Prep"",""Hootsuite Social Marketing Certification"",""HubSpot Inbound Marketing Certification"",""First Aid & CPR Certification""]";;2026-04-27 04:22:06.830109+00
95325d58-4d48-4a50-8b5b-11913f060759;GCP Professional Cloud Architect;;;Technology;;;;;;Very High;125000;Rapidly Growing;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving"",""creativity"",""Creativity"",""Attention to Detail"",""negotiation"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Organization"",""Logical Thinking"",""research"",""innovation"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT"",""design"",""art"",""Design"",""Art"",""Visuals"",""property"",""fashion"",""arts"",""events"",""ocean"",""home"",""math"",""Data"",""Business"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science""]";"[""USA"",""UK"",""Germany"",""Australia"",""Canada"",""India""]";📖;;"[""Cloud Computing"",""Cloud Infrastructure""]";"[""Cloud Computing""]";"[""Cloud Computing""]";"[""Cloud Architect"",""Cloud Computing & DevOps"",""Landscape Architect""]";"[""Cloud Architect"",""Cloud Cost Optimizer"",""Architect"",""IoT Solutions Architect"",""DevOps Architect""]";"[""Google Cloud Platform"",""Cloud Architecture"",""Cloud Security"",""ClickHouse"",""Cloudflare Workers"",""ARKit""]";;"[""Arizona State University"",""Politecnico di Milano""]";"[""Google Cloud Digital Leader"",""AWS Certified Solutions Architect"",""Cloud Native Architecture"",""AWS Certified Cloud Practitioner""]";"[""Armenia""]";2026-04-27 04:22:06.830109+00
c153d1a5-f119-48ad-8469-e64ba31f51d4;Generative AI for Developers;;;Technology;;;;;;Very High;130000;Rapidly Growing;"[""research"",""empathy"",""creativity"",""communication"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking"",""analytical"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning""]";"[""technology"",""math"",""education"",""teaching"",""Technology"",""Science"",""Data Science"",""AI"",""Future"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;"[""AR/VR & Metaverse""]";"[""Generative AI""]";;;;"[""Anchor (Solana)""]";;"[""Arizona State University""]";"[""Generative AI with LLMs"",""Kotlin for Android Developers"",""Kubernetes for Developers""]";;2026-04-27 04:22:06.830109+00
f2ba4137-6e39-4b5e-b246-abf524adc65c;Modern World History;Coursera;https://www.coursera.org/;Humanities;Survey of modern history;Beginner;30 hours;;Paid;Medium;$75,000;Steady;"[""organization"",""analytical"",""empathy"",""creativity"",""communication"",""Communication"",""Analytical Skills"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""events"",""research"",""education"",""technology"",""teaching"",""Data"",""Business"",""Visuals"",""fashion"",""beauty"",""Design"",""Art"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";📖;"[""history"",""world history""]";;;"[""History"",""Art History""]";"[""Archaeologist"",""Historian""]";;[];"[""History"",""Architectural History"",""Australian History"",""Dance History"",""Christian Theology"",""Buddhist Philosophy""]";"[""Boston College"",""Hitotsubashi University""]";"[""Modern React with Redux""]";"[""Afghanistan"",""Estonia""]";2026-04-18 01:09:25.053447+00
90383102-480f-456f-b5ec-86194b9a1f85;Full Stack Web Development with React;Coursera;https://www.coursera.org/learn/full-stack-react-languages;Web Development;Learn to build dynamic and interactive web applications using React, Node.js, and Express.;Intermediate;6 weeks;4.7;$49/month subscription;Very High;$110,000;High;"[""Problem Solving"",""Collaboration""]";"[""Technology"",""Web Development"",""Coding""]";"[""USA"",""UK"",""Canada""]";🌐;"[""react"",""full stack"",""web development""]";"[""Technology"",""Startups"",""E-commerce"",""Software Development""]";"[""Frontend Development"",""Backend Development"",""Software Engineering"",""Software Development"",""Game Development"",""Property Development"",""Augmented Reality""]";"[""Software Engineering"",""Frontend Development"",""JavaScript Frameworks"",""Backend Development"",""Game Development""]";"[""Full Stack Developer"",""Frontend Developer"",""Backend Developer"",""Game Development""]";"[""Software Engineer"",""Web Application Developer"",""React Developer"",""Full Stack Developer"",""Web Developer""]";"[""React.js"",""React"",""JavaScript"",""Next.js"",""Node.js"",""Blockchain Development"",""Research & Development"",""React Native"",""ELK Stack"",""Backstage"",""Django Rest Framework"",""C++ STL""]";"[""Computer Science"",""Web Technologies"",""Programming"",""Web Development"",""Mobile Development"",""Child Development""]";"[""The Hong Kong University of Science and Technology""]";"[""Frontend Web Development with React"",""Node.js: Everything You Need to Know"",""The Complete iOS App Development Bootcamp"",""The Complete Android App Development Bootcamp"",""Modern React with Redux"",""The Complete Web Developer Bootcamp"",""LangChain for LLM Application Development"",""Next.js & React - The Complete Guide"",""iOS App Development with Swift"",""Elastic Stack Engineer"",""MEAN Stack Developer"",""Android App Development with Kotlin"",""Game Development with Unity"",""English for Career Development""]";"[""USA"",""India"",""Canada""]";2026-04-14 04:57:02.03571+00
c7403515-2cf2-4eb1-8eaf-6912e067c8db;Go Programming Bootcamp;;;Data;;;;;;Medium;90000;Stable;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""Creativity"",""creativity""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;;;;;;"[""R Programming"",""Python Programming"",""Django Rest Framework"",""Boto3""]";;;"[""The Complete Android App Development Bootcamp"",""The Complete Python Bootcamp From Zero to Hero in Python"",""The Complete iOS App Development Bootcamp"",""The Complete SQL Bootcamp 2024"",""Rust Programming Foundations"",""Introduction to Computer Science and Programming Using Python"",""Behavioral Design Bootcamp"",""Clean Code Bootcamp"",""Data Storytelling Bootcamp"",""Docker & Kubernetes Bootcamp"",""Penetration Testing Bootcamp"",""Flutter Bootcamp"",""Blender 3D Modeling Bootcamp""]";;2026-04-27 04:22:06.830109+00
e14dd2fe-a867-4728-8692-372fe97aa667;The Complete JavaScript Course 2024;Udemy;https://www.udemy.com/course/the-complete-javascript-course/;Web Development;Master JavaScript, from basics to advanced concepts, including DOM manipulation, asynchronous JavaScript, and modern ES6+ features.;Intermediate;30 hours;4.7;$19.99-$199.99;Very High;$95,000;High;"[""Problem Solving"",""Logical Thinking""]";"[""Technology"",""Web Development"",""Coding""]";"[""USA"",""India"",""UK""]";🚀;"[""javascript"",""web development"",""frontend""]";"[""Technology"",""E-commerce"",""Software Development"",""Courier Services""]";"[""Frontend Development"",""Full-stack Development"",""Web Design""]";"[""Software Engineering"",""JavaScript"",""Frontend Development"",""Web Programming""]";"[""Frontend Developer"",""Full Stack Developer"",""JavaScript Developer""]";"[""UI Developer"",""Web Application Developer"",""Software Engineer""]";"[""HTML"",""Node.js"",""TypeScript"",""CSS"",""React.js"",""Svelte"",""JavaScript"",""Vue.js"",""Angular""]";"[""Computer Science"",""Web Technologies"",""Programming"",""Web Development""]";[];"[""React - The Complete Guide"",""Vue.js Fundamentals"",""JavaScript Basics for Beginners"",""The Complete iOS App Development Bootcamp"",""The Complete Android App Development Bootcamp"",""The Complete Python Bootcamp From Zero to Hero in Python"",""The Complete SQL Bootcamp 2024"",""The Complete Cyber Security Course"",""The Complete JavaScript Course"",""Next.js & React - The Complete Guide"",""The Complete Web Developer Bootcamp"",""Flutter & Dart Complete Guide"",""The Complete Productivity Bootcamp""]";"[""USA"",""India"",""Canada""]";2026-04-14 04:57:02.984185+00
a1d31cfc-28e7-4d1c-a2cd-89129b6574cf;Digital Forensics Essentials;;;Marketing;;;;;;High;70000;Intern → Associate → Manager → Senior Manager → Head of Marketing → CMO;"[""Communication"",""Creativity"",""creativity"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Numeracy"",""service"",""negotiation"",""safety"",""Analytical Thinking""]";"[""Marketing"",""Business"",""Online"",""media"",""marketing"",""content"",""business"",""Management"",""Productivity"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""engineering"",""design"",""art"",""arts""]";"[""USA"",""UK"",""India"",""Australia"",""Canada"",""Germany""]";📖;;"[""Digital Marketing"",""Digital Payments"",""Diagnostic Labs""]";"[""Digital Therapeutics"",""Digital Content & Social Media""]";"[""Digital Forensics"",""Digital Marketing""]";"[""Digital Marketer""]";"[""Digital Twin Engineer""]";"[""Digital Marketing""]";"[""Digital Forensics""]";;"[""Google Digital Marketing Certificate"",""Introduction to Digital Marketing"",""Google Cloud Digital Leader"",""Entrepreneurship Essentials"",""Figma UI/UX Design Essentials""]";"[""Grenada""]";2026-04-27 04:22:06.830109+00
def3eb3c-21d4-4c47-91f5-411d7823bc68;Introduction to Probability and Data;Coursera;https://www.coursera.org/learn/probability-data;Statistics;An introduction to the concepts of probability and how they are used to analyze and interpret data.;Beginner;12 hours;4.7;$49/month subscription;Medium;$80,000;High;"[""Analytical Skills"",""Logical Thinking""]";"[""Mathematics"",""Data"",""Science""]";"[""USA"",""UK"",""Germany""]";🔢;"[""probability"",""statistics"",""data analysis""]";"[""Finance"",""Research"",""Data Science"",""Data Science & Analytics"",""Data Analytics""]";"[""Data Analytics"",""Quantitative Analysis"",""Research & Development"",""Data Science & Analytics"",""Data Centers""]";"[""Probability Theory"",""Statistics"",""Data Science & Analytics"",""Statistical Inference"",""Mathematics"",""Data Interpretation"",""Actuarial Science"",""Data Engineering""]";"[""Data Analyst"",""Statistician"",""Quantitative Analyst"",""Data Science"",""Data Scientist"",""Data Engineer""]";"[""Data Scientist"",""Actuary"",""Research Analyst"",""Data Engineer"",""Healthcare Data Analyst"",""Data Engineer - Streaming""]";"[""Statistics"",""R"",""R Programming"",""Statistical Modeling"",""Probability"",""Data Analysis"",""Data Visualization""]";"[""Mathematics"",""Statistics"",""Computer Science"",""Data Science"",""Data Structures""]";"[""Duke University"",""Brown University"",""George Washington University""]";"[""Introduction to Statistics"",""Probability and Statistics for Machine Learning"",""Data Science: [University Name] Course"",""Introduction to Data Analysis Using Excel"",""Advanced Data Science with IBM"",""Introduction to Artificial Intelligence"",""Introduction to Computer Science and Programming Using Python"",""Data Visualization with Tableau"",""Introduction to Psychology"",""Introduction to Financial Accounting"",""Introduction to Accounting"",""IBM Data Science Professional Certificate"",""SQL for Data Analysis"",""Applied Data Science with Python"",""Python for Data Science"",""Data Structures & Algorithms in Python""]";"[""USA"",""UK"",""Canada"",""Antigua and Barbuda""]";2026-04-14 04:57:04.120425+00
dd064b6f-8142-4b92-9d05-84a737552482;The Complete iOS App Development Bootcamp;Udemy;https://www.udemy.com/course/ios-13-app-development-udemy-course/;Mobile Development;Learn to build iOS applications using Swift, from basic concepts to advanced features like Core Data and networking.;Intermediate;45 hours;4.6;$19.99-$199.99;High;$100,000;High;"[""Problem Solving"",""Attention to Detail""]";"[""Technology"",""Mobile Apps"",""Programming""]";"[""USA"",""UK"",""Canada""]";🍎;"[""ios development"",""swift"",""mobile apps""]";"[""Technology"",""Mobile Services"",""Startups"",""Software Development""]";"[""Mobile App Development"",""Software Engineering"",""Product Development"",""Software Development"",""Game Development"",""Property Development""]";"[""Mobile Application Development"",""Swift Programming"",""iOS Development"",""Game Development""]";"[""iOS Developer"",""Mobile Developer"",""App Developer"",""Game Development""]";"[""Junior iOS Developer"",""Mobile Application Engineer"",""Software Engineer"",""App Developer""]";"[""Objective-C"",""iOS SDK"",""Swift"",""Blockchain Development"",""Research & Development"",""Bubble.io""]";"[""Computer Science"",""Mobile Technologies"",""Programming"",""Mobile Development"",""Web Development"",""Child Development""]";[];"[""The Complete Android App Development Bootcamp"",""React Native - The Practical Guide"",""The Complete Python Bootcamp From Zero to Hero in Python"",""The Complete JavaScript Course 2024"",""Full Stack Web Development with React"",""The Complete SQL Bootcamp 2024"",""The Complete Cyber Security Course"",""iOS App Development with Swift"",""Android App Development with Kotlin"",""Flutter & Dart Complete Guide"",""The Complete Web Developer Bootcamp"",""LangChain for LLM Application Development""]";"[""USA"",""India"",""Canada""]";2026-04-14 04:57:04.878338+00
e4ff10d9-50e7-4d4e-9b18-c60472f5a9c8;Kotlin for Android Developers;;;Mobile;;;;;;High;110000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;;;;;;"[""Kotlin"",""Caliper"",""Dropwizard"",""Ansible""]";;;"[""Android App Development with Kotlin"",""The Complete Android App Development Bootcamp"",""Generative AI for Developers"",""Kubernetes for Developers""]";;2026-04-27 04:22:06.830109+00
35eb0d3f-5afe-4fb7-8584-119a34144edd;Docker & Kubernetes Bootcamp;;;DevOps;;;;;;Very High;115000;Rapidly Growing;"[""systems thinking"",""planning"",""Technical Aptitude"",""Problem Solving"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""negotiation"",""problem-solving"",""Curiosity"",""Forward Thinking""]";"[""technology"",""engineering"",""Technology"",""Cloud Computing"",""IT"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;;"[""Internet of Things"",""Electric Vehicles""]";;;;;"[""Docker"",""Kubernetes"",""Docker Compose"",""DevSecOps"",""ASP.NET"",""CockroachDB"",""Boto3""]";;"[""Cornell Tech""]";"[""Docker for Beginners"",""Kubernetes for Developers"",""CKAD - Kubernetes Application Developer"",""Behavioral Design Bootcamp"",""Clean Code Bootcamp"",""Data Storytelling Bootcamp"",""Flutter Bootcamp"",""Go Programming Bootcamp"",""Penetration Testing Bootcamp"",""React Native Bootcamp"",""The Complete Android App Development Bootcamp"",""The Complete iOS App Development Bootcamp"",""Blender 3D Modeling Bootcamp"",""The Complete Python Bootcamp From Zero to Hero in Python""]";;2026-04-27 04:22:06.830109+00
