id;name;country;city;continent;type;ranking_tier;website;keywords;created_at;related_domains;related_subjects;related_sectors;related_careers;related_skills;description;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;related_industries;related_job_roles;related_courses;related_countries;popular_courses
2c45d407-e271-4058-9655-c2c600feb732;Lancaster University;UK;;;Public;;;[];2026-04-27 04:21:43.856295+00;"[""Cybersecurity"",""Disability Studies"",""Hospitality & Tourism"",""Landscape Architecture"",""Urban Planning"",""Nursing""]";"[""Disaster Management"",""Cybersecurity"",""Cyber Law"",""Computer Science"",""International Law"",""Computer Networks""]";"[""Cyber Insurance"",""Security Services"",""Network Security"",""Hospitality & Tourism"",""Application Security""]";"[""Cybersecurity"",""Disaster Management Specialist"",""Urban Planner"",""Digital Marketer"",""Hospitality & Tourism"",""Broadcast Journalist"",""Law"",""Nursing""]";"[""Cybersecurity"",""Cybersecurity Fundamentals"",""Cloud Security"",""Network Security"",""Computer Vision""]";;High;92000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""Cybersecurity"",""Cybersecurity Services"",""Broadcasting"",""Identity & Access"",""Language Services""]";"[""Insurance Underwriter"",""Lawyer"",""Cybersecurity Analyst"",""Copywriter"",""Interpreter"",""Interior Designer"",""Compliance Officer""]";"[""MongoDB University - M001"",""Cybersecurity Fundamentals"",""The Complete Cyber Security Course"",""Information Security Manager - CISM"",""CompTIA Security+""]";"[""United Kingdom""]";
ab1db7d0-df3b-4e66-bddd-7a3475f167ec;Linkoping University;Sweden;;;Public;;;[];2026-04-27 04:21:43.856295+00;[];[];"[""AI Tooling""]";[];[];;High;92000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";;;"[""MongoDB University - M001""]";;
3b0b5590-6133-4497-b26d-a455fc18a9d3;University of Helsinki;Finland;Helsinki;Europe;Public;Top 100;https://helsinki.fi/en;"[""sciences"",""AI"",""education""]";2026-04-07 04:57:42.096596+00;[];"[""Education""]";[];"[""Artificial Intelligence"",""Education & Teaching""]";[];;High;$85,000;Stable with leadership paths;"[""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking"",""empathy"",""creativity"",""communication"",""patience"",""analytical"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""planning""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Future"",""education"",""teaching"",""children"",""research"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";;;"[""Full-Stack Open - Helsinki"",""Machine Learning"",""Introduction to Artificial Intelligence""]";"[""Finland""]";"[""Full-Stack Open - Helsinki""]"
5db811ee-1267-4eac-a1ef-40e43fcdd466;University of Witwatersrand;South Africa;Johannesburg;Africa;Public;Top 200;https://wits.ac.za;"[""Wits"",""Johannesburg"",""South Africa"",""engineering""]";2026-03-09 03:45:11.466537+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering""]";[];[];[];;High;$65K-$130K;Essential infrastructure demand;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals""]";;;;"[""South Africa"",""Eswatini""]";
a0ce495d-d28a-4193-97f7-f61e2a19e691;McMaster University;Canada;;;Public;;;[];2026-04-27 04:21:43.856295+00;[];[];[];[];[];;High;92000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";;;"[""MongoDB University - M001""]";;
67d71f5e-ef2d-4263-9d10-4ffd541cc6d6;FTII Pune;India;Pune;Asia;Public;Top Film;https://ftiindia.gov.in;"[""film"",""cinematography""]";2026-04-07 04:57:42.096596+00;[];"[""Film Studies""]";[];"[""Sound Designer"",""Actor"",""Film Editor"",""Film & Entertainment""]";[];;Medium;$75,000;Steady;"[""creativity"",""Creativity"",""Attention to Detail"",""Communication"",""analytical"",""Leadership"",""Organization"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills""]";"[""film"",""arts"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""marketing"",""content"",""Marketing"",""Business"",""Online"",""business"",""Management"",""Productivity"",""music"",""engineering"",""design"",""art"",""making"",""technology"",""Technology"",""Cloud Computing""]";;;;"[""India""]";
82c5c4e8-bd5a-4749-8da7-ac0daaf7b0e7;University of Malaya;Malaysia;Kuala Lumpur;Asia;Public;Top 100;https://um.edu.my;"[""UM"",""Malaysia"",""engineering"",""medicine""]";2026-03-09 03:45:11.466537+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering""]";[];"[""Medicine""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""empathy"",""research"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""medicine"",""health"",""biology"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics""]";;;"[""Anatomy Specialization""]";"[""Malaysia""]";
6a72cfc1-6000-44b4-8d15-05e8a6b779ad;American University of Beirut;Lebanon;Beirut;Asia;Public;Top 300;https://aub.edu.lb;"[""medicine"",""engineering""]";2026-04-07 04:57:42.096596+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering"",""American Literature"",""Christian Theology""]";[];"[""Medicine""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""empathy"",""research"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""medicine"",""health"",""biology"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics""]";;;"[""Anatomy Specialization""]";"[""Jordan"",""Eritrea"",""Belarus""]";
b7d39d53-df9d-417a-b179-d551b686d339;Imperial College London;United Kingdom;London;Europe;Public;Top 20;https://imperial.ac.uk;"[""Imperial"",""engineering"",""medicine"",""science"",""London""]";2026-03-09 03:34:14.134415+00;"[""Immunology""]";"[""Robotics"",""Cognitive Science"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering""]";[];"[""Medicine""]";"[""Diffusion Models"",""CFD Simulation""]";;High;$65K-$130K;Essential infrastructure demand;"[""empathy"",""research"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""medicine"",""health"",""biology"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics""]";"[""Chemical & Materials""]";;"[""Anatomy Specialization""]";"[""United Kingdom""]";
f53629a5-d205-4178-a4b7-c93211c8f052;Case Western Reserve University;USA;;;Public;;;[];2026-04-27 04:21:43.856295+00;"[""Cybersecurity"",""Human Resources"",""Diplomacy & International Relations"",""Real Estate"",""Hospitality & Tourism"",""Nursing""]";"[""Cybersecurity"",""Human Resources"",""International Relations"",""Disaster Management"",""Nursing"",""Computer Science""]";"[""Security Services"",""Disability Services"",""Community Health"",""Clinical Research"",""Government & Defense""]";"[""Cybersecurity"",""Human Resources"",""Astrobiology Researcher"",""Diplomacy & International Relations"",""Veterinary Science"",""Investment Banking"",""Nursing"",""Real Estate""]";"[""Cybersecurity"",""Research & Development"",""Cybersecurity Fundamentals"",""Cloud Security"",""Network Security"",""Nursing & Patient Care"",""Leadership""]";;High;$80,000;Rapidly Growing;"[""analytical"",""Problem Solving"",""Analytical Thinking"",""safety"",""Leadership"",""Organization"",""Attention to Detail"",""innovation"",""precision"",""Numeracy"",""service"",""negotiation"",""empathy"",""planning"",""problem-solving"",""Logical Thinking"",""creativity"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Analytical Skills""]";"[""law"",""Technology"",""Security"",""Computers"",""geology"",""Business"",""Management"",""Productivity"",""Data"",""space"",""science"",""aviation"",""finance"",""Finance"",""Accounting"",""Numbers"",""policy"",""risk"",""property"",""psychology"",""engineering"",""technology"",""coding"",""Programming""]";"[""Cybersecurity Services"",""Government Services"",""Cybersecurity"",""Nursing Services"",""Real Estate""]";"[""Cybersecurity Analyst"",""Nurse"",""Veterinarian"",""Investment Banker"",""Investment Analyst"",""Investment Manager"",""Materials Scientist"",""Psychologist (Research)""]";"[""Cybersecurity Fundamentals"",""Offensive Security Certified Professional (OSCP)"",""The Complete Cyber Security Course"",""CompTIA Security+""]";"[""United States""]";
a5ea0e71-6331-4498-8e14-837511883135;Chulalongkorn University;Thailand;Bangkok;Asia;Public;Top 300;https://chula.ac.th/en;"[""engineering"",""medicine""]";2026-04-07 04:57:42.096596+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering""]";[];"[""Medicine""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""empathy"",""research"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""medicine"",""health"",""biology"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics""]";;;"[""Anatomy Specialization""]";"[""Thailand""]";
382e5e59-c888-400b-87b2-1bed9e280f26;McGill University;Canada;Montreal;North America;Public;Top 50;https://mcgill.ca;"[""McGill"",""Canada"",""Montreal"",""medicine"",""engineering"",""neuroscience""]";2026-03-09 03:34:14.134415+00;[];"[""Robotics"",""Neuroscience"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering""]";[];"[""Medicine"",""Neurologist""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""empathy"",""research"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""medicine"",""health"",""biology"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics""]";;;"[""Anatomy Specialization""]";"[""Canada""]";
7606e741-a6b8-43ed-9cde-661cf132c313;Trinity College Dublin;Ireland;Dublin;Europe;Public;Top 100;https://tcd.ie;"[""literature"",""sciences"",""law""]";2026-04-07 04:57:42.096596+00;[];"[""Literature""]";[];"[""Law"",""Judge""]";[];;High;$110,000;Stable;"[""analytical"",""creativity"",""Communication"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Leadership"",""Organization"",""negotiation"",""Numeracy"",""safety"",""Analytical Thinking""]";"[""law"",""marketing"",""content"",""media"",""Marketing"",""Business"",""Online"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""Management""]";;;;"[""Ireland""]";
794d4413-ce27-4014-994a-64d100707152;King Abdulaziz University;Saudi Arabia;Jeddah;Asia;Public;Top 200;https://kau.edu.sa;"[""KAU"",""Saudi Arabia"",""engineering"",""business"",""sciences""]";2026-03-09 03:34:14.134415+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering"",""Entrepreneurship"",""Corporate Finance""]";[];"[""Entrepreneurship""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""Leadership"",""Organization"",""Attention to Detail"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""Business"",""Management"",""Productivity"",""Data"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI""]";;;;"[""Saudi Arabia""]";
a70b4c93-e900-4f86-b013-f0b489cade30;Yonsei University;South Korea;Seoul;Asia;Private;Top 100;https://yonsei.ac.kr;"[""Yonsei"",""Seoul"",""Korea"",""medicine""]";2026-03-09 03:45:11.466537+00;[];[];[];"[""Medicine""]";[];;Very High;$80,000;Long training, stable high earning;"[""empathy"",""research""]";"[""medicine"",""health"",""biology"",""Technological Innovation"",""K-Pop and Entertainment"",""Automotive Industry"",""Semiconductor Advancement"",""Digital Transformation""]";;;"[""Anatomy Specialization""]";"[""South Korea""]";
bc11e4b1-59cd-482c-949d-f9ac505e75d0;University of Cambridge;United Kingdom;Cambridge;Europe;Public;Top 10;https://cam.ac.uk;"[""Cambridge"",""sciences"",""engineering"",""humanities"",""mathematics""]";2026-03-09 03:34:14.134415+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering""]";[];[];"[""Caffe""]";;High;$65K-$130K;Essential infrastructure demand;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals""]";;;;"[""United Kingdom""]";
0f7472ec-ab37-4007-a384-6b5a0a53f530;Curtin University;Australia;;;Public;;;[];2026-04-27 04:21:43.856295+00;"[""Cybersecurity"",""Advertising"",""Nursing"",""Cloud Computing"",""Digital Marketing"",""Accounting & Finance""]";"[""Cybersecurity"",""Nursing"",""Auditing"",""Marketing"",""Accounting"",""Artificial Intelligence""]";"[""Security Services"",""Network Security"",""Advertising"",""Cloud Computing"",""Accounting & Tax""]";"[""Cybersecurity"",""Marketing & Advertising"",""Nursing"",""Accounting & Finance"",""Artificial Intelligence""]";"[""Cybersecurity"",""Cloud Security"",""Cybersecurity Fundamentals"",""Network Security"",""Accounting"",""Digital Marketing"",""Nursing & Patient Care"",""Performance Marketing"",""Social Media Marketing"",""Artificial Intelligence""]";;High;92000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""Cybersecurity"",""Advertising & Marketing"",""Cloud Computing"",""Nursing Services"",""Digital Marketing""]";"[""Cybersecurity Analyst"",""Field Marketing Manager"",""Marketing Operations Manager""]";"[""MongoDB University - M001"",""Cybersecurity Fundamentals"",""CompTIA Security+"",""The Complete Cyber Security Course"",""Google Digital Marketing Certificate"",""Meta Social Media Marketing Certificate"",""AI For Everyone""]";;
a0217a93-ecdf-4041-a2f2-23e312323a09;University of Wisconsin-Madison;United States;Madison;North America;Public;Top 50;https://wisc.edu;"[""Wisconsin"",""research"",""engineering""]";2026-03-09 03:45:11.466537+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering""]";[];"[""Historian"",""Sociologist""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""analytical"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude""]";"[""research"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business""]";;;;"[""United States""]";
a0198ff0-5b7b-4abf-9f4c-fd793b463bbc;IIM Ahmedabad;India;Ahmedabad;Asia;Public;Top Business;https://iima.ac.in;"[""business"",""management"",""MBA""]";2026-04-07 04:57:42.096596+00;[];"[""Management"",""Entrepreneurship"",""Corporate Finance""]";[];"[""Entrepreneurship""]";[];;High;105000;Non-linear, high risk/reward;"[""Leadership"",""Organization"",""Attention to Detail"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""service"",""precision"",""creativity"",""Creativity"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Self-awareness"",""Emotional Intelligence""]";"[""Business"",""Management"",""Productivity"",""Data"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""policy"",""aviation"",""making"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""environment""]";;;;"[""India""]";
88bc111b-ee8f-4c0d-93fd-5651a7a0873c;Seoul National University;South Korea;Seoul;Asia;Public;Top 50;https://snu.ac.kr;"[""SNU"",""Korea"",""engineering"",""business"",""medicine""]";2026-03-09 03:34:14.134415+00;"[""Translation Studies""]";"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering"",""Entrepreneurship"",""Corporate Finance""]";[];"[""Medicine"",""Entrepreneurship""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""empathy"",""research"",""Leadership"",""Organization"",""Attention to Detail"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""medicine"",""health"",""biology"",""Business"",""Management"",""Productivity"",""Data"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math""]";;;"[""Anatomy Specialization""]";"[""South Korea""]";
df71f1d1-2888-432a-a2e8-25f89b672848;University of Sydney;Australia;Sydney;Oceania;Public;Top 50;https://sydney.edu.au;"[""Sydney"",""Australia"",""business"",""engineering"",""health""]";2026-03-09 03:34:14.134415+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering"",""Entrepreneurship"",""Corporate Finance""]";[];"[""Nutritionist"",""Entrepreneurship""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""empathy"",""discipline"",""Leadership"",""Organization"",""Attention to Detail"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Self-awareness"",""Emotional Intelligence""]";"[""psychology"",""health"",""Business"",""Management"",""Productivity"",""Data"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science""]";;;"[""Stanford Introduction to Food and Health"",""The Science of Nutrition""]";"[""Australia""]";
90ecc865-0bf6-4d24-8290-2c9cb1c04c8d;Northwestern University;United States;Evanston;North America;Private;Top 30;https://northwestern.edu;"[""Northwestern"",""journalism"",""business"",""engineering"",""law""]";2026-03-09 03:45:11.466537+00;"[""Orthopedics""]";"[""Robotics"",""Journalism"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering"",""Entrepreneurship"",""Corporate Finance""]";[];"[""Law"",""Judge"",""Journalist"",""Journalism & Media"",""Entrepreneurship""]";[];;High;$110,000;Essential infrastructure demand;"[""analytical"",""creativity"",""Leadership"",""Organization"",""Attention to Detail"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""law"",""media"",""Business"",""Management"",""Productivity"",""Data"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science""]";"[""Non-Profit & NGOs""]";;;"[""United States""]";
74cf43ad-7695-40b7-9f20-e40fd881dcef;Hanyang University;South Korea;;;Public;;;[];2026-04-27 04:21:43.856295+00;"[""Cybersecurity"",""Automotive Engineering"",""Mechanical Engineering"",""Urban Planning"",""Cloud Computing"",""Data Engineering""]";"[""Cybersecurity"",""Mechanical Engineering"",""Urban Planning"",""Operating Systems"",""Cognitive Science"",""Civil Engineering""]";"[""Security Services"",""Network Security"",""Application Security"",""Automotive"",""Cloud Computing""]";"[""Cybersecurity"",""Mechanical Engineering"",""Ethical Hacker"",""Civil Engineering"",""Quantum Computing"",""Aerospace Engineering"",""Electrical Engineering"",""Biomedical Engineering""]";"[""Cybersecurity"",""Cybersecurity Fundamentals"",""Cloud Security"",""Ethical Hacking"",""Network Security"",""Mechanical Engineering"",""Machine Learning""]";;High;92000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""Cybersecurity"",""Cybersecurity Services"",""Information Security"",""Consulting"",""Automotive""]";"[""Cybersecurity Analyst"",""Application Security Engineer"",""Safety Officer"",""Mechanical Engineer"",""Engineering Manager"",""Site Reliability Engineer""]";"[""MongoDB University - M001"",""Site Reliability Engineering"",""Cybersecurity Fundamentals"",""Cybersecurity Foundations - SANS"",""CompTIA Security+"",""Offensive Security Certified Professional (OSCP)"",""Ethical Hacking - EC Council""]";;
