id;title;domain;description;seniority_levels;avg_salary_usd;demand_level;skills_required;education_required;certifications;keywords;career_path_keywords;created_at;industry;sector;related_subjects;related_universities;related_domains;growth_trajectory;soft_skills;interests;countries_in_demand;related_careers;related_industries;related_sectors;related_skills;related_courses;related_countries
739752f2-a522-4793-b41a-c0b07b70e411;Real Estate Agent;Real Estate;Helps clients buy, sell, or rent properties;"[""Agent"",""Senior Agent"",""Broker"",""Managing Broker""]";$30K-$150K+ (commission);Medium;"[""sales"",""negotiation"",""market analysis"",""property valuation"",""networking""]";Real estate license;[];"[""real estate"",""property"",""sales""]";"[""Real Estate"",""Sales""]";2026-03-09 03:33:46.151983+00;Construction & Real Estate;Property Development;[];"[""Narsee Monjee Institute"",""Oregon State University""]";"[""Real Estate""]";Stable;"[""negotiation"",""Leadership"",""Organization"",""Attention to Detail""]";"[""property"",""Business"",""Management"",""Productivity"",""Data""]";"[""USA"",""UK"",""Australia"",""Canada""]";"[""Real Estate""]";"[""Real Estate"",""Construction & Real Estate"",""Commercial Real Estate"",""Office Real Estate"",""Retail & E-commerce""]";"[""Real Estate & Construction""]";"[""Sales""]";;"[""Côte d'Ivoire"",""Eritrea""]"
8db9a62b-e13a-4724-992b-8dd92707c9c4;Architect;Architecture;Designs buildings and oversees their construction;"[""Intern"",""Junior"",""Licensed"",""Senior"",""Principal""]";$55K-$130K;Medium;"[""AutoCAD"",""Revit"",""SketchUp"",""building codes"",""sustainability""]";Bachelor/Master in Architecture;[];"[""architecture"",""building"",""design""]";"[""Architecture"",""Urban Planning""]";2026-03-09 03:33:46.151983+00;Information Technology;UI/UX Design;"[""Animation"",""Game Design"",""Fashion Design"",""Interior Design"",""Graphic Design"",""Architectural History""]";"[""Arizona State University"",""École Polytechnique"",""Politecnico di Milano"",""Pontificia Universidad Católica de Chile"",""Nanyang Polytechnic"",""Institut Polytechnique de Paris""]";[];Long licensure path, creative fulfillment;"[""planning"",""creativity"",""Creativity"",""Attention to Detail""]";"[""engineering"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals""]";"[""USA"",""UK"",""Australia""]";"[""Architecture"",""Illustrator"",""Landscape Architect"",""Cloud Architect""]";"[""Architectural Services""]";;"[""CSS3"",""Figma""]";"[""GCP Professional Cloud Architect"",""AWS Certified Solutions Architect""]";"[""Armenia""]"
7fb21010-c829-41f8-8f42-dfeff72f9936;Physicist;Physics;Conducts research to understand the physical universe;"[""Postdoc"",""Researcher"",""Senior Researcher"",""Professor""]";$60K-$130K;Medium;"[""mathematical modeling"",""lab research"",""data analysis"",""simulation""]";PhD in Physics;[];"[""physics"",""research"",""science""]";"[""Physics"",""Research""]";2026-03-09 03:33:46.151983+00;Information Technology;Market Research;"[""Cognitive Science"",""Electromagnetism"",""Quantum Physics"",""Materials Science"",""Biophysics""]";[];"[""Astronomy & Astrophysics"",""Physics""]";Steady;"[""analytical""]";"[""research""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Historian"",""Sociologist""]";"[""Optics & Photonics""]";;"[""UX Design""]";;
4d0092d8-17e6-4ed2-b059-591427536068;Archaeologist;Humanities;Studies human history through excavation and artifacts;[];$75,000;Low;"[""excavation"",""dating methods"",""documentation""]";;[];"[""archaeology"",""history"",""excavation""]";"[""History""]";2026-03-09 03:42:45.923926+00;Information Technology;Market Research;"[""History"",""Christian Theology"",""Architectural History""]";"[""Arizona State University""]";"[""Theology"",""Speleology"",""Archaeology"",""Seismology""]";Steady;"[""analytical""]";"[""research""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Historian"",""Archaeologist""]";;;[];;"[""Afghanistan"",""Armenia""]"
207df23b-2408-44d6-8dc8-1630f63501c1;Nutritionist;Nutrition & Dietetics;Advises on diet and nutrition for health improvement;"[""Junior"",""Senior"",""Clinical"",""Director""]";$40K-$80K;Medium;"[""nutrition planning"",""diet assessment"",""food science"",""counseling""]";Bachelor in Nutrition/Dietetics;[];"[""nutrition"",""diet"",""health""]";"[""Nutrition"",""Healthcare""]";2026-03-09 03:33:46.151983+00;Information Technology;Food Technology;"[""Nutrition""]";[];"[""Pediatrics"",""Agritourism""]";Strong Growth;"[""patience"",""empathy"",""discipline""]";"[""food"",""psychology"",""health""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Dietitian"",""Food Scientist"",""Nutritionist""]";"[""Nutraceuticals"",""Agritech""]";"[""Bakery & Confectionery""]";[];;"[""Eritrea"",""Haiti""]"
af059002-cf95-4dde-a3eb-67486c6d6f5c;Audit Associate;General;;[];$110,000;High;[];;[];[];[];2026-04-27 04:22:33.809021+00;;;[];"[""Indian Institute of Foreign Trade"",""Ohio State University""]";[];Stable Growth;"[""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Logical Thinking"",""precision"",""Attention to Detail"",""Organization"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""planning"",""negotiation"",""problem-solving"",""creativity"",""Creativity"",""Technical Aptitude""]";"[""math"",""technology"",""Data Science"",""AI"",""Technology"",""Data"",""Business"",""Visuals"",""Mathematics"",""Science"",""making"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";;;;;"[""Azure Data Engineer Associate""]";
49da4657-bb2f-4bf5-8071-4f516018d310;Marine Biologist;Marine Biology;Studies marine organisms and their ecosystems;"[""Research Assistant"",""Scientist"",""Senior Scientist"",""Director""]";$45K-$90K;Medium;"[""field research"",""diving"",""marine ecology"",""data analysis"",""conservation""]";Master/PhD in Marine Biology;[];"[""marine biology"",""ocean"",""ecology""]";"[""Marine Biology"",""Environmental Science""]";2026-03-09 03:33:46.151983+00;Biotechnology;Marine & Maritime;"[""Ecology""]";"[""Massey University""]";"[""Dendrology"",""Speleology"",""Parasitology"",""Mycology""]";Stable;"[""safety"",""innovation"",""analytical"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence""]";"[""ocean"",""environment"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Botanist"",""Oceanographer"",""Environmental Science"",""Marine Conservation Biologist"",""Ecologist"",""Marine Biologist""]";;"[""Marine & Maritime""]";[];;"[""Guinea-Bissau""]"
8885ef78-8c7b-4f0b-9c6f-cb5843516ba1;Social Worker;Social Work;Helps individuals and families cope with challenges;"[""Caseworker"",""Social Worker"",""Senior"",""Supervisor"",""Director""]";$35K-$65K;High;"[""case management"",""counseling"",""crisis intervention"",""advocacy""]";Master in Social Work (MSW);[];"[""social work"",""welfare"",""counseling""]";"[""Social Work"",""Community Services""]";2026-03-09 03:33:46.151983+00;Information Technology;Mental Health;[];"[""University of New South Wales""]";"[""Social Work"",""Social Media Management"",""Criminal Justice"",""Gender Studies""]";Growing mental health awareness;"[""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening""]";"[""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior""]";"[""USA"",""Canada"",""Australia"",""UK""]";"[""Psychology"",""Social Work""]";"[""Non-Profit & Social Impact""]";"[""Digital Content & Social Media""]";"[""Social Media Marketing""]";"[""Meta Social Media Marketing Certificate"",""Hootsuite Social Marketing Certification""]";
17f1eb1d-b78c-4cde-92d1-95fed3655e73;Veterinarian;Veterinary Science;Provides medical care for animals;"[""Associate"",""Veterinarian"",""Senior"",""Specialist"",""Director""]";$80K-$130K;High;"[""animal medicine"",""surgery"",""diagnostics"",""patient care""]";DVM degree;[];"[""veterinary"",""animals"",""vet""]";"[""Veterinary Science"",""Animal Health""]";2026-03-09 03:33:46.151983+00;Information Technology;Environmental Services;"[""Zoology"",""Veterinary Science""]";"[""Case Western Reserve University"",""Banaras Hindu University"",""Erasmus University Rotterdam""]";[];Stable with pet economy growth;"[""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""discipline"",""innovation"",""systems thinking"",""research"",""Communication"",""Attention to Detail"",""Organization""]";"[""math"",""technology"",""animals"",""Personal Growth"",""Mental Health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""health"",""environment"",""Environment"",""Sustainability"",""Science"",""Mathematics"",""Visuals"",""Productivity""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Veterinary Science"",""Veterinarian"",""Zoologist""]";"[""Fisheries""]";;[];;"[""Burkina Faso"",""Eritrea"",""Kyrgyzstan"",""Bosnia and Herzegovina""]"
011a5739-0fb4-4623-b8bb-dc382af0f63d;Biochemist;Biochemistry;Studies chemical processes in living organisms;"[""Research Assistant"",""Scientist"",""Senior Scientist"",""Principal""]";$50K-$110K;Medium;"[""lab techniques"",""chromatography"",""spectroscopy"",""molecular biology""]";PhD preferred;[];"[""biochemistry"",""molecular biology"",""research""]";"[""Biochemistry"",""Biotechnology""]";2026-03-09 03:33:46.151983+00;Biotechnology;Market Research;"[""Biochemistry"",""Biophysics""]";"[""Birkbeck University of London"",""Middlesex University"",""Brown University"",""BITS Pilani"",""Kyoto University"",""Aarhus University"",""Jamia Millia Islamia"",""Pondicherry University"",""Osaka University""]";"[""Epidemiology"",""Physics""]";Steady;"[""analytical""]";"[""research""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Historian"",""Sociologist"",""Biochemist""]";"[""Fertilizers"",""Chemical & Materials""]";"[""Bioplastics""]";"[""UX Design"",""AlphaFold""]";;"[""Cambodia"",""Guinea-Bissau"",""Gambia"",""Belize"",""Benin""]"
a7111aa0-1a3e-4bcb-8ee1-f9105fea2588;Economist;Economics;Analyzes economic trends and provides forecasts;"[""Junior"",""Mid"",""Senior"",""Chief Economist""]";$60K-$140K;Medium;"[""econometrics"",""statistical modeling"",""policy analysis"",""macroeconomics""]";Master/PhD in Economics;[];"[""economics"",""policy"",""forecasting""]";"[""Economics"",""Policy""]";2026-03-09 03:33:46.151983+00;Information Technology;Public Health;"[""Microeconomics"",""Macroeconomics"",""Public Health"",""Econometrics"",""Christian Theology""]";"[""Concordia University"",""Indiana University Bloomington""]";[];Stable;"[""service"",""empathy"",""analytical"",""Numeracy"",""Attention to Detail""]";"[""policy"",""psychology"",""risk"",""Finance"",""Business"",""Accounting""]";"[""USA"",""UK"",""Australia""]";"[""Public Health"",""Economist"",""Insurance Underwriter"",""Behavioral Economist""]";;;[];;"[""Ecuador"",""Afghanistan"",""Congo"",""Dominica"",""Dominican Republic""]"
46c6ab1d-cf70-4a3b-8ba1-98d25a2a3f8e;Photographer;Photography;Captures images for commercial, editorial, or artistic purposes;"[""Assistant"",""Photographer"",""Senior"",""Lead""]";$30K-$80K;Medium;"[""cameras"",""lighting"",""editing"",""Lightroom"",""Photoshop"",""composition""]";Self-taught or Bachelor in Photography;[];"[""photography"",""camera"",""visual""]";"[""Photography"",""Visual Arts""]";2026-03-09 03:33:46.151983+00;Information Technology;UI/UX Design;"[""Photography"",""Graphic Design"",""Cinematography""]";"[""Kyoto University""]";"[""Cinematography""]";Growing with digital demand;"[""Creativity"",""Attention to Detail""]";"[""Design"",""Art"",""Visuals""]";"[""USA"",""UK"",""Australia""]";"[""Graphic Design"",""Photographer"",""Wildlife Photographer""]";;;"[""Photography""]";;
643569a5-9345-4478-ab65-19d8fced717a;Air Traffic Controller;Aviation;Manages air traffic for safe and efficient flight operations;[];$75K-$140K;High;"[""communication"",""spatial awareness"",""decision making""]";;[];"[""ATC"",""aviation"",""flight control""]";"[""Aerospace Engineering""]";2026-03-09 03:42:45.923926+00;Information Technology;Real Estate & Construction;"[""Aerospace Engineering""]";[];[];Growing with commercial space race;"[""service"",""precision"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving""]";"[""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";"[""USA"",""India"",""UK""]";"[""Aerospace Engineering"",""Air Traffic Controller""]";;;"[""Concourse""]";;
0f4b1324-a92f-45fe-aca9-213e60edf640;Pharmacist;Pharmacy;Dispenses medications and advises on drug use;"[""Staff"",""Clinical"",""Manager"",""Director""]";$100K-$140K;High;"[""pharmacology"",""dispensing"",""drug interactions"",""patient counseling""]";PharmD degree;[];"[""pharmacy"",""medication"",""drugs""]";"[""Pharmacy"",""Healthcare""]";2026-03-09 03:33:46.151983+00;Healthcare & Life Sciences;Pharmaceuticals;[];[];[];Expanding into clinical pharmacy;"[""research"",""empathy""]";"[""biology"",""medicine"",""psychology""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Pharmacy"",""Psychiatrist"",""Pharmacist""]";;;[];;
1a1fe553-1d16-4575-bf01-6f87a3decce4;Cardiac Surgeon;Healthcare;Performs surgical procedures on the heart;[];250000;High;"[""Cardiac Surgery"",""Anatomy"",""Critical Care""]";;[];[];"[""heart surgery"",""cardiology""]";2026-04-07 04:56:33.423341+00;Healthcare & Life Sciences;Wellness & Fitness;[];[];"[""Pediatrics"",""Podiatry""]";Rapid Growth;"[""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization""]";"[""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Midwife"",""Medicine"",""Chiropractor"",""Optometrist"",""Dentistry"",""Acupuncturist"",""Paramedic"",""Clinical Psychologist"",""Pathologist"",""Public Health"",""Podiatrist"",""Gerontologist"",""Dietitian"",""Veterinary Science"",""Physiotherapist"",""Neurologist"",""Pharmacy"",""Psychiatrist"",""Audiologist"",""Nursing"",""Veterinarian"",""Kinesiologist"",""Pharmacist"",""Dermatologist"",""Radiographer"",""Nutritionist""]";;;[];;
a223145b-69ec-4f30-8df8-ec821a76c4c4;Audiologist;Healthcare;Diagnoses and treats hearing disorders;[];$70,000;High;"[""audiometry"",""hearing aids"",""patient care""]";;[];"[""audiology"",""hearing"",""balance""]";"[""Healthcare""]";2026-03-09 03:42:45.923926+00;Healthcare & Life Sciences;Wellness & Fitness;[];[];"[""Disability Studies"",""Audiology"",""Gastroenterology"",""Endocrinology""]";Rapid Growth;"[""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization""]";"[""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Midwife"",""Medicine"",""Chiropractor"",""Optometrist"",""Dentistry"",""Acupuncturist"",""Paramedic"",""Clinical Psychologist"",""Pathologist"",""Public Health"",""Podiatrist"",""Gerontologist"",""Dietitian"",""Veterinary Science"",""Physiotherapist"",""Neurologist"",""Pharmacy"",""Psychiatrist"",""Audiologist"",""Nursing"",""Veterinarian"",""Kinesiologist"",""Pharmacist"",""Dermatologist"",""Radiographer"",""Nutritionist""]";;;[];;
f711aba8-2253-4861-9877-c2f7072153a3;Dental Hygienist;Healthcare;Provides preventive dental care and cleanings;[];$70,000;High;"[""dental cleaning"",""X-rays"",""patient education""]";;[];"[""dental hygienist"",""oral care"",""preventive""]";"[""Dentistry""]";2026-03-09 03:42:45.923926+00;Healthcare & Life Sciences;Wellness & Fitness;"[""Dental Surgery""]";[];[];Rapid Growth;"[""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization""]";"[""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Midwife"",""Medicine"",""Chiropractor"",""Optometrist"",""Dentistry"",""Acupuncturist"",""Paramedic"",""Clinical Psychologist"",""Pathologist"",""Public Health"",""Podiatrist"",""Gerontologist"",""Dietitian"",""Veterinary Science"",""Physiotherapist"",""Neurologist"",""Pharmacy"",""Psychiatrist"",""Audiologist"",""Nursing"",""Veterinarian"",""Kinesiologist"",""Pharmacist"",""Dermatologist"",""Radiographer"",""Nutritionist""]";"[""Dental Care""]";"[""Dental Tourism""]";"[""Empathic Listening""]";;
94b280b6-80ca-4376-bbaf-8da172543d97;Energy Trader;General;;[];$95,000;High;[];;[];[];[];2026-04-27 04:22:33.809021+00;Manufacturing & Industrial;Environmental Services;[];[];"[""Energy & Renewables""]";Booming with green transition;"[""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Problem Solving""]";"[""environment"",""energy"",""Environment"",""Sustainability"",""Technology""]";"[""USA"",""Germany"",""UK""]";"[""Renewable Energy"",""Renewable Energy Consultant""]";"[""Energy Storage"",""Geothermal Energy"",""Energy & Utilities"",""Renewable Energy"",""Hydropower""]";"[""Alternative Energy"",""Solar Energy"",""Wind Energy"",""Energy Storage"",""Energy Efficiency"",""Energy & Utilities"",""Algorithmic Trading""]";;"[""The Business of Renewable Energy"",""Renewable Energy Specialization""]";
7ab281af-e69b-4348-83e8-7cad95c85d4e;Flight Attendant;Hospitality;Ensures passenger safety and comfort during flights;[];$40K-$90K;Medium;"[""customer service"",""safety procedures"",""first aid""]";;[];"[""flight attendant"",""aviation"",""service""]";"[""Hospitality & Tourism""]";2026-03-09 03:42:45.923926+00;Information Technology;Event Management;[];[];[];Recovering;"[""organization"",""patience"",""creativity"",""service"",""precision"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving""]";"[""events"",""food"",""arts"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""travel""]";"[""USA"",""India"",""UK""]";"[""Event Manager"",""Culinary Arts"",""Aerospace Engineering"",""Hospitality & Tourism"",""Air Traffic Controller"",""Sommelier""]";;;[];;
ce6bb70e-4701-42cb-a462-6e83c0d7113d;App Developer;Technology;Creates mobile and web applications;[];$110,000;High;"[""Swift"",""Kotlin"",""React Native"",""Flutter""]";;[];"[""mobile"",""apps"",""development""]";"[""Software Engineering""]";2026-03-09 03:42:45.923926+00;Information Technology;DevOps & Infrastructure;[];[];[];Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Data Science"",""Data Engineer"",""Software Engineering"",""Cloud Computing & DevOps"",""Cloud Architect"",""Artificial Intelligence"",""Game Development"",""Product Management"",""Cybersecurity"",""Robotics & Automation"",""Blockchain & Web3"",""Quantum Computing"",""Robotics Process Automation Developer"",""Frontend Developer""]";;;"[""React Native"",""Flutter"",""Swift"",""Kotlin"",""DevSecOps"",""Ember.js"",""Caliper""]";"[""The Complete Android App Development Bootcamp"",""CKAD - Kubernetes Application Developer"",""Node.js Developer Course"",""iOS App Development with Swift"",""TensorFlow Developer Certificate"",""Solidity Developer Bootcamp"",""Android App Development with Kotlin"",""Meta Back-End Developer Certificate"",""Meta Front-End Developer Certificate"",""MEAN Stack Developer"",""The Complete iOS App Development Bootcamp"",""The Complete Web Developer Bootcamp""]";
8441929d-c61c-4f5a-b933-bdac32b5aee0;Professor / Academic;Education & Teaching;Teaches and conducts research at universities;"[""Lecturer"",""Assistant Prof"",""Associate Prof"",""Full Professor"",""Distinguished""]";$50K-$150K;Medium;"[""teaching"",""research"",""publishing"",""mentoring"",""grant writing""]";PhD required;[];"[""professor"",""academic"",""research""]";"[""Education"",""Research""]";2026-03-09 03:33:46.151983+00;Education & EdTech;Market Research;"[""Algebraic Topology""]";"[""Charles University Prague"",""Nanyang Polytechnic""]";"[""Epidemiology"",""Islamic Studies"",""Genetics & Genomics""]";Steady;"[""analytical""]";"[""research""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Historian"",""Sociologist""]";"[""Non-Profit & NGOs""]";;"[""UX Design""]";"[""Notion Productivity OS""]";
af80a279-94a9-40bd-8d03-9a0b35aabb99;Frontend Developer;Software Engineering;Builds user interfaces for web applications;"[""Junior"",""Mid"",""Senior"",""Staff"",""Principal""]";$60K-$170K;Very High;"[""JavaScript"",""React"",""TypeScript"",""CSS"",""HTML"",""responsive design""]";Bachelor in CS or self-taught;[];"[""frontend"",""web"",""UI""]";"[""Software Engineering"",""Web Development""]";2026-03-09 03:33:46.151983+00;Information Technology;UI/UX Design;"[""Web Development""]";"[""JNU Delhi"",""Pontificia Universidad Católica de Chile""]";[];Rapidly Growing;"[""Creativity"",""Attention to Detail""]";"[""Design"",""Art"",""Visuals""]";"[""USA"",""UK"",""Australia""]";"[""UX/UI Design"",""Robotics Process Automation Developer"",""Frontend Developer""]";;"[""Augmented Reality""]";"[""React.js"",""Svelte"",""HTML5"",""CSS3"",""Vue.js"",""Angular"",""TypeScript"",""JavaScript""]";"[""CKAD - Kubernetes Application Developer"",""Node.js Developer Course"",""TensorFlow Developer Certificate"",""Solidity Developer Bootcamp"",""Meta Back-End Developer Certificate"",""Meta Front-End Developer Certificate"",""MEAN Stack Developer"",""Frontend Performance Optimization"",""The Complete Web Developer Bootcamp""]";
62ac2205-cb9a-427b-8ca6-fe402978e8eb;Electrician;Trades;Installs and repairs electrical systems;[];$65K-$130K;High;"[""wiring"",""electrical codes"",""troubleshooting""]";;[];"[""electrician"",""wiring"",""electrical""]";"[""Electrical Engineering""]";2026-03-09 03:42:45.923926+00;Information Technology;Real Estate & Construction;[];[];"[""Welding & Fabrication""]";Growing with IoT and EV demand;"[""planning"",""negotiation""]";"[""engineering"",""property""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Electrical Engineering"",""Electrician""]";"[""Elevator & Escalator""]";;"[""Electron""]";;"[""Kyrgyzstan""]"
fcefbc2e-d4ad-48ac-a8ff-778079de964d;Animator;Animation & VFX;Creates animated sequences for film, TV, games, and web;"[""Junior"",""Mid"",""Senior"",""Lead"",""Director""]";$45K-$100K;High;"[""Maya"",""Blender"",""After Effects"",""character animation"",""rigging""]";Bachelor in Animation/Fine Arts;[];"[""animation"",""VFX"",""motion""]";"[""Animation"",""VFX"",""Game Development""]";2026-03-09 03:33:46.151983+00;Information Technology;Beauty & Personal Care;"[""Classical Mechanics"",""Animation"",""Cinematography""]";"[""Anna University""]";"[""Cinematography""]";Stable Growth;"[""creativity"",""Creativity"",""Attention to Detail""]";"[""beauty"",""fashion"",""Design"",""Art"",""Visuals"",""film"",""arts""]";"[""USA"",""UK"",""Australia""]";"[""Puppeteer / Puppet Designer"",""Animator"",""Voice Actor""]";;;"[""Motion Design"",""3D Modeling & Animation""]";;
9d4c1ae5-2e82-4c05-a9f8-4c3c8865aae3;Zookeeper;Animal Care;Cares for animals in zoos and wildlife parks;[];25000;Low;"[""Animal Care"",""Zoology"",""Feeding""]";;[];[];"[""zookeeper"",""zoo"",""animals""]";2026-04-07 04:56:33.423341+00;Information Technology;Accounting & Tax;[];[];[];Medium;"[""precision"",""Numeracy"",""Attention to Detail"",""Organization""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers""]";"[""USA"",""UK"",""Australia""]";"[""Bookkeeper""]";;;[];;
b1eb3412-2657-463e-bd6d-4fa421774e0a;Agricultural Scientist;Agriculture & Farming;Researches methods to improve crop yield and farming practices;"[""Research Assistant"",""Scientist"",""Senior Scientist"",""Director""]";$45K-$95K;Medium;"[""agronomy"",""soil science"",""biotechnology"",""field research""]";Bachelor in Agriculture/Biology;[];"[""agriculture"",""agronomy"",""crop""]";"[""Agriculture"",""Farming""]";2026-03-09 03:33:46.151983+00;Information Technology;Food Technology;[];"[""University of Vienna""]";"[""Fisheries Science"",""Soil Science"",""Viticulture"",""Agriculture & Farming"",""Agritourism"",""Sustainable Agriculture"",""Plant Science""]";Strong Growth;"[""patience"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""planning"",""negotiation"",""problem-solving"",""service"",""safety""]";"[""food"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""engineering"",""property""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Food Scientist"",""Data Scientist""]";"[""Mining Equipment"",""Agriculture & Farming"",""Agritech""]";"[""Agricultural Biotech""]";[];;
8a74859e-51fa-4ca4-acdf-693f46da7949;Wind Turbine Technician;Energy;Installs and repairs wind energy turbines;[];40000;High;"[""Wind Energy"",""Electrical"",""Mechanical""]";;[];[];"[""wind turbine"",""renewable energy""]";2026-04-07 04:56:33.423341+00;Energy & Utilities;Wind Energy;[];[];"[""Agriculture & Farming""]";Booming with green transition;"[""safety"",""Analytical Skills"",""Problem Solving"",""innovation"",""systems thinking""]";"[""energy"",""Environment"",""Sustainability"",""Technology"",""environment""]";"[""USA"",""Germany"",""UK""]";[];;"[""Wind Energy""]";[];;
