id;name;description;domain;related_skills;related_universities;related_domains;keywords;created_at;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_careers;related_job_roles;related_subjects;related_courses;related_countries
91acbb01-6a48-43ae-a03c-76b6a9f54b51;Visual Arts;Painting, sculpture, and visual media;Arts;[];"[""Jindal Global University""]";"[""Fine Arts"",""Art History"",""Culinary Arts"",""Performing Arts""]";"[""visual arts"",""painting"",""sculpture""]";2026-04-18 01:05:59.768509+00;Medium;$60,000;From cook to executive chef;"[""patience"",""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""food"",""arts"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Leather Products"",""Architectural Services"",""AR/VR & Metaverse"",""Live Events""]";"[""Fine Arts"",""Arts & Culture"",""Culinary Arts"",""Arts & Creative""]";"[""Culinary Arts""]";[];"[""Fine Arts"",""Performing Arts""]";[];
9b73059b-a299-4910-b2f4-3acbf6673db1;Linear Algebra;Vectors, matrices, and transformations;Sciences;[];[];[];"[""linear algebra"",""matrices"",""vectors""]";2026-04-18 01:05:59.768509+00;Very High;$110,000;High;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";[];"[""AI Tooling""]";[];[];"[""Algebra""]";"[""Linear Algebra - MIT OCW""]";"[""Guinea""]"
f7c1fb64-48ee-47b5-bf72-9bc69c5eccf3;Animation;Creating moving images;Design;"[""CSS3"",""Motion Design"",""Figma"",""3D Modeling & Animation"",""Diffusion Models"",""Ansible""]";"[""NID Ahmedabad"",""George Washington University"",""Goldsmiths University of London"",""Anna University""]";"[""Animation & VFX"",""Permaculture"",""Cinematography""]";"[""animation"",""motion"",""design""]";2026-04-18 01:05:59.768509+00;High;85000;Steady;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""innovation"",""patience"",""empathy"",""safety"",""Analytical Skills"",""public health"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors"",""negotiation"",""Leadership""]";"[""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""beauty"",""engineering"",""film"",""media"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""environment"",""nature"",""food"",""animals"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""Germany"",""Canada"",""India""]";"[""Fashion & Apparel"",""Fashion & Textiles"",""Architecture""]";"[""UI/UX Design"",""Arts & Creative""]";"[""Illustrator"",""Puppeteer / Puppet Designer"",""Animator"",""Architecture"",""Voice Actor""]";"[""Architect"",""Animator"",""UX Designer""]";;"[""Google UX Design Certificate"",""UX Research Fundamentals""]";"[""Angola""]"
20b29e03-a7ad-46bc-9da5-8d19955530aa;Calculus;Study of change, derivatives, and integrals;Sciences;[];[];"[""Mathematics""]";"[""calculus"",""derivatives"",""integrals"",""math""]";2026-04-18 01:05:59.768509+00;Very High;$110,000;High;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";[];[];[];[];;[];
92ff23df-c657-4706-b42e-1a02528d2d74;Sociology;Study of society, social institutions, and relationships;Social Science;"[""Public Speaking"",""Research & Development"",""Data Analysis""]";"[""University of New South Wales""]";"[""Anthropology"",""Sociology"",""Social Work"",""Epidemiology"",""Theology"",""Phenomenology"",""Thanatology"",""Archaeology""]";[];2026-04-13 17:02:21.176479+00;High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""analytical"",""Numeracy"",""communication"",""discipline"",""research""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";[];"[""Cardiology""]";[];[];;"[""Introduction to Psychology"",""The Science of Well-Being""]";
c6bb4bb9-2ae4-4c37-b536-17cabee3b523;Differential Equations;;Technology;"[""Diffusion Models""]";[];[];[];2026-04-27 04:20:58.388691+00;High;$110,000;Steady;"[""precision"",""vigilance"",""planning"",""negotiation"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Analytical Thinking"",""analytical"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""innovation"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""making"",""security"",""engineering"",""property"",""technology"",""Technology"",""Cloud Computing"",""IT"",""Security"",""Computers"",""law"",""events"",""ocean"",""home"",""math"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";;;;;"[""Differential Geometry""]";;
245234aa-99bc-4f3b-96a8-e2d8eb71d043;Linguistics;Scientific study of language;Humanities;"[""Natural Language Processing"",""Empathic Listening""]";"[""George Washington University"",""ISCTE-IUL Lisbon""]";"[""Linguistics"",""Lexicography"",""Semiotics"",""Computational Linguistics""]";"[""linguistics"",""language""]";2026-04-18 01:05:59.768509+00;Medium;$60,000;Steady;"[""languages"",""creativity"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking"",""Creativity"",""Attention to Detail"",""planning"",""negotiation"",""precision"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""organization"",""design"",""analytical"",""Critical Thinking""]";"[""languages"",""film"",""arts"",""media"",""fashion"",""beauty"",""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Future"",""Design"",""Art"",""Visuals"",""engineering"",""property"",""making"",""policy"",""aviation"",""coding"",""Programming"",""Computers""]";"[""USA"",""UK"",""Germany"",""Australia"",""India"",""Canada""]";[];"[""Translation Services"",""AI Tooling""]";"[""Translator"",""Lexicographer"",""Interpreter""]";"[""Interpreter""]";"[""Applied Linguistics"",""Computational Linguistics""]";[];"[""Guinea""]"
d356a5bd-8361-4a82-83b1-f6ef1159e6f4;Applied Linguistics;;Applied Mathematics;"[""Empathic Listening""]";"[""ISCTE-IUL Lisbon""]";"[""Applied Mathematics"",""Computational Linguistics"",""Linguistics""]";[];2026-04-27 04:20:58.388691+00;High;$50K-$110K;Steady;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking"",""organization"",""design"",""analytical"",""Critical Thinking"",""Communication""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";;"[""AI Tooling""]";;;"[""Applied Mathematics"",""Computational Linguistics"",""Linguistics""]";"[""Applied Data Science with Python""]";
3503567f-c545-4e83-9f99-ec3bc45fcbec;Organic Chemistry;Carbon-based compounds;Sciences;[];"[""Pondicherry University""]";"[""Sustainable Agriculture"",""Organic Chemistry""]";"[""organic"",""carbon"",""chemistry""]";2026-04-18 01:05:59.768509+00;Very High;$110,000;Rapid Growth;"[""innovation"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""systems thinking"",""safety"",""Analytical Skills""]";"[""environment"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Agriculture & Farming"",""Climate Tech""]";[];[];[];"[""Inorganic Chemistry"",""Analytical Chemistry"",""Chemistry""]";[];
b701f044-7652-4306-9e26-461af058e893;Australian History;;Humanities;[];"[""Australian National University""]";"[""History"",""Art History""]";[];2026-04-27 04:20:58.388691+00;Medium;$75,000;Steady;"[""organization"",""analytical"",""empathy"",""creativity"",""communication""]";"[""events"",""research"",""education"",""technology"",""teaching""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";;;;;"[""Architectural History"",""Dance History"",""History""]";"[""Modern World History""]";
e7d80ca1-4ada-4ebb-9193-5bc1eefe8eaa;Thermodynamics;Heat, energy, and entropy;Sciences;[];"[""Heriot-Watt University""]";"[""Energy & Renewables"",""Petroleum Engineering""]";"[""thermo"",""heat"",""energy""]";2026-04-18 01:05:59.768509+00;High;$95,000;Transforming;"[""safety"",""innovation"",""systems thinking"",""Analytical Skills"",""Problem Solving"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""empathy"",""public health"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors""]";"[""energy"",""environment"",""Environment"",""Sustainability"",""Technology"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film""]";"[""USA"",""Germany"",""UK"",""Australia"",""India"",""Canada""]";"[""Oil & Gas""]";"[""Energy & Utilities""]";[];[];;"[""Renewable Energy Specialization""]";
f9e50296-e69d-4d20-9837-195f18a40122;Contemporary Art;;Therapy & Wellness;[];[];"[""Art History""]";[];2026-04-27 04:20:58.388691+00;growing;45000;Rapid Growth;"[""empathy"",""discipline""]";"[""psychology"",""health""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Luxury Goods""]";;"[""Art Therapist""]";"[""Art Director""]";"[""Art Therapy""]";;
1ae4b6c5-e8a0-4a68-b13b-2703a42bcd15;Biochemistry;Chemistry of biological systems;Sciences;[];"[""Birkbeck University of London"",""BITS Pilani"",""Pondicherry University""]";"[""Biochemistry"",""Molecular Biology""]";"[""biochemistry"",""molecular biology""]";2026-04-18 01:05:59.768509+00;High;$55K-$120K;Rapid Growth;"[""analytical"",""research"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""research"",""biology"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Biotechnology""]";"[""Bioplastics""]";"[""Biochemist""]";"[""Biochemist""]";;[];
bccfc77d-e009-473a-a9eb-eb441f202b5f;Child Development;;Technology;"[""Blockchain Development"",""Research & Development""]";"[""East China Normal University"",""Pontificia Universidad Católica de Chile""]";"[""Game Development""]";[];2026-04-27 04:20:58.388691+00;High;$55K-$140K;High;"[""problem-solving"",""Problem Solving"",""Attention to Detail"",""Collaboration"",""negotiation"",""Leadership"",""Organization"",""planning"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Logical Thinking"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""research"",""innovation""]";"[""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""property"",""Business"",""Management"",""Productivity"",""Data"",""engineering"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""Cloud Computing"",""IT"",""Computers"",""Computer Science""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Software Development""]";"[""Game Development"",""Property Development"",""Software Development""]";"[""Game Development""]";;"[""Web Development"",""Mobile Development""]";"[""Android App Development with Kotlin"",""The Complete Android App Development Bootcamp"",""iOS App Development with Swift"",""LangChain for LLM Application Development"",""Full Stack Web Development with React"",""Game Development with Unity"",""English for Career Development"",""The Complete iOS App Development Bootcamp""]";
6274116a-e963-42b6-8229-e0ccaf8a15d2;Dentistry;Care of teeth and oral health;Health;[];"[""Pontificia Universidad Católica de Chile""]";"[""Dentistry""]";"[""dentistry"",""dental"",""oral""]";2026-04-18 01:05:59.768509+00;High;$120K-$250K;Stable career with practice ownership;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";[];[];"[""Dentistry""]";"[""Dentist""]";;[];
961b7259-8f2e-4576-9954-f0f4c6e29be8;Accounting;Tracking financial transactions;Business;"[""Accounting""]";"[""Loyola Marymount University"",""Tsinghua University"",""Curtin University"",""Brigham Young University"",""Indiana University Bloomington""]";"[""Accounting & Finance""]";"[""accounting"",""bookkeeping""]";2026-04-18 01:05:59.768509+00;High;$75,000;Medium;"[""precision"",""Numeracy"",""Attention to Detail"",""Organization"",""analytical"",""Leadership"",""service"",""empathy"",""creativity"",""communication"",""Problem Solving"",""Analytical Thinking"",""negotiation"",""Communication"",""Creativity"",""safety"",""planning""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""law"",""education"",""technology"",""teaching"",""Technology"",""Security"",""Computers"",""property"",""marketing"",""Marketing"",""Online"",""geology"",""operations""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Coal Mining"",""Courier Services""]";"[""Accounting & Tax""]";"[""Bookkeeper"",""Accounting & Finance""]";[];;"[""Introduction to Financial Accounting"",""Introduction to Accounting""]";"[""Antigua and Barbuda""]"
347dcffa-c8ae-4598-82ec-18666155beac;Arabic Literature;;Comparative Literature;[];[];"[""Comparative Literature"",""Islamic Studies""]";[];2026-04-27 04:20:58.388691+00;Medium;$40K-$70K;Stable Growth;"[""creativity"",""Communication"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""Leadership"",""Organization"",""negotiation"",""analytical"",""Numeracy"",""safety"",""Analytical Thinking""]";"[""marketing"",""content"",""media"",""Marketing"",""Business"",""Online"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""Management"",""Productivity""]";"[""USA"",""UK"",""India"",""Australia"",""Germany"",""Canada""]";;;;;"[""American Literature"",""Chinese Literature"",""Comparative Literature"",""Literature""]";;
2f1046ce-b6a1-4237-898c-fb17abd89ddf;Applied Mathematics;;Applied Mathematics;"[""CFD Simulation""]";"[""NIT Surathkal""]";"[""Applied Mathematics"",""Mathematics"",""Genetics & Genomics"",""Viticulture"",""Geoinformatics""]";[];2026-04-27 04:20:58.388691+00;High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";;;;;"[""Applied Linguistics"",""Mathematics"",""Discrete Mathematics""]";"[""Applied Data Science with Python""]";
47965b2d-0c37-4120-92bf-9771df135cf7;Communication Design;;Design;"[""Design Systems"",""Domain Driven Design"",""UX Design"",""Design Thinking"",""UI/UX Design"",""Motion Design"",""UI Design"",""Graphic Design""]";"[""Brown University"",""JNU Delhi"",""Concordia University"",""Pontificia Universidad Católica de Chile"",""Goldsmiths University of London"",""Aalto University"",""Aarhus University"",""Keio University"",""Drexel University""]";"[""Graphic Design"",""Mass Communication"",""Industrial Design"",""Fashion Design"",""Interior Design"",""Design (UI/UX)"",""Telecommunications"",""Communications & PR""]";[];2026-04-27 04:20:58.388691+00;High;95000;Stable Growth;"[""Creativity"",""Attention to Detail"",""creativity"",""planning"",""negotiation"",""Leadership"",""Organization"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""precision"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills"",""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""discipline""]";"[""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""engineering"",""design"",""art"",""arts"",""property"",""Business"",""Management"",""Productivity"",""Data"",""technology"",""Technology"",""Cloud Computing"",""IT"",""media"",""film"",""making"",""music"",""policy"",""aviation""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Interior Design"",""Retail & E-commerce""]";"[""Architecture & Design"",""UI/UX Design""]";"[""Graphic Design"",""Fashion Design"",""UX/UI Design""]";"[""ASIC Design Engineer""]";"[""Graphic Design"",""Communication Theory"",""Journalism & Mass Communication"",""Costume Design"",""Curriculum Design"",""Design Anthropology"",""Interior Design"",""Game Design"",""Fashion Design"",""Industrial Design""]";"[""Fundamentals of Graphic Design"",""Leadership Communication"",""Behavioral Design Bootcamp"",""Design Systems with Figma"",""Game Design with Unity"",""Human-Centered Design - IDEO"",""Mobile UX Design"",""Google UX Design Certificate"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials""]";"[""Dominica""]"
470c1f50-b7e0-4b8e-a40b-7c10fa27f432;Business Administration;Study of managing business operations and strategy;Business;"[""Product Management"",""Sales & Negotiation"",""Project Management"",""Leadership"",""Business Analysis"",""Linux Administration"",""Bubble.io""]";"[""ICFAI Business School"",""Indian School of Business"",""London Business School""]";"[""Business Management"",""Entrepreneurship"",""Marketing"",""Business Administration"",""International Business"",""Healthcare Administration"",""Public Administration"",""Communications & PR"",""Taxation""]";[];2026-04-13 17:02:21.176479+00;High;$70,000;Stable Growth;"[""Attention to Detail"",""Organization"",""Analytical Skills"",""Problem Solving"",""Leadership"",""analytical"",""Numeracy"",""service"",""precision"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Critical Thinking"",""Analytical Thinking"",""Innovation""]";"[""Business"",""Productivity"",""Data"",""Environment"",""Sustainability"",""Technology"",""Management"",""finance"",""Finance"",""Accounting"",""Numbers"",""policy"",""risk"",""law"",""business"",""engineering"",""property"",""technology"",""coding"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making""]";"[""USA"",""Canada"",""Australia"",""Germany"",""UK"",""India""]";"[""Non-Profit & NGOs"",""Online Gaming""]";"[""Business Travel"",""Affordable Housing""]";[];"[""Business Analyst"",""HR Business Partner""]";"[""Business Analytics"",""Business Law""]";"[""Excel Skills for Business Specialization"",""The Business of Renewable Energy"",""Business Analytics with Excel"",""Power BI for Business Analytics"",""Excel Skills for Business"",""Introduction to Project Management"",""Notion Productivity OS"",""PMP Certification Prep"",""Salesforce Administrator""]";"[""Netherlands"",""United Arab Emirates"",""Saudi Arabia"",""Argentina"",""Hong Kong"",""United States"",""Germany"",""Qatar"",""Afghanistan"",""Burkina Faso"",""Burundi"",""Dominican Republic"",""Eswatini""]"
af915e77-ed46-47e7-8bc4-3b49c9e09840;Design Anthropology;;Design;"[""Design Systems"",""Domain Driven Design"",""UX Design"",""Design Thinking"",""UI/UX Design"",""Motion Design"",""UI Design"",""Graphic Design""]";[];"[""Industrial Design"",""Fashion Design"",""Interior Design"",""Graphic Design"",""Design (UI/UX)"",""Anthropology"",""Thanatology"",""Archaeology""]";[];2026-04-27 04:20:58.388691+00;High;95000;Stable Growth;"[""Creativity"",""Attention to Detail"",""creativity"",""planning"",""negotiation"",""Leadership"",""Organization"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""precision"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills"",""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""discipline""]";"[""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""engineering"",""design"",""art"",""arts"",""property"",""Business"",""Management"",""Productivity"",""Data"",""technology"",""Technology"",""Cloud Computing"",""IT"",""media"",""film"",""making"",""music"",""policy"",""aviation""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";"[""Interior Design""]";"[""Architecture & Design"",""UI/UX Design""]";"[""Graphic Design"",""Fashion Design"",""UX/UI Design""]";"[""ASIC Design Engineer""]";"[""Communication Design"",""Costume Design"",""Curriculum Design"",""Interior Design"",""Game Design"",""Graphic Design"",""Fashion Design"",""Industrial Design""]";"[""Behavioral Design Bootcamp"",""Design Systems with Figma"",""Game Design with Unity"",""Human-Centered Design - IDEO"",""Mobile UX Design"",""Google UX Design Certificate"",""Fundamentals of Graphic Design"",""Design Thinking for Innovation"",""Figma UI/UX Design Essentials""]";
30d1007c-d088-43ef-bd7a-3267b6509312;Communication Theory;;Arts;"[""Color Theory""]";"[""Hitotsubashi University"",""Brown University"",""Concordia University"",""George Washington University"",""Aalto University"",""Aarhus University"",""Keio University""]";"[""Mass Communication"",""Telecommunications"",""Communications & PR""]";[];2026-04-27 04:20:58.388691+00;High;$65K-$130K;Strong Growth;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Technical Aptitude""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Retail & E-commerce""]";;;;"[""Communication Design"",""Journalism & Mass Communication"",""Critical Theory"",""Decision Theory"",""Music Theory""]";"[""Leadership Communication""]";"[""Cameroon"",""Dominica"",""Comoros""]"
f8f2081a-c509-4a8d-8f76-f7bac4de359e;Geometry;Properties of shapes and spaces;Sciences;[];[];"[""Mathematics""]";"[""geometry"",""shapes"",""math""]";2026-04-18 01:05:59.768509+00;Very High;$110,000;High;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""research"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Luxury Goods""]";[];[];[];"[""Differential Geometry""]";[];
023bc1f4-6b95-4870-b5de-643ba3691b31;Cultural Anthropology;;Anthropology;[];"[""Central European University""]";"[""Anthropology""]";[];2026-04-27 04:20:58.388691+00;Stable;$65K-$130K;UNESCO and tourism driving preservation efforts;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";;"[""Cultural Heritage""]";;;"[""Cultural Studies"",""Anthropology of Religion"",""Design Anthropology"",""Anthropology""]";;"[""Cuba""]"
e70b7f68-81b7-430b-95af-4541fc707b40;Criminal Law;Crime and punishment frameworks;Law;[];"[""Cranfield University"",""Jindal Global University""]";"[""Law & Legal Studies"",""Criminal Justice""]";"[""criminal law"",""crime""]";2026-04-18 01:05:59.768509+00;High;$110,000;Stable;"[""analytical"",""Problem Solving"",""Analytical Thinking""]";"[""law"",""Technology"",""Security"",""Computers""]";"[""USA"",""UK"",""Germany""]";[];[];"[""Criminologist"",""Law""]";[];"[""Business Law"",""International Law"",""Law"",""Criminal Procedure"",""Construction Law"",""Contract Law"",""Cyber Law"",""Constitutional Law""]";[];"[""Dominica"",""Croatia"",""Latvia""]"
