id;name;category;description;icon_emoji;parent_domain;keywords;created_at;industry;sector;related_careers;related_job_roles;related_universities;related_skills;related_subjects;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_courses;related_countries
732459b1-9ba5-44f6-8288-48e0b33a1f8f;Operations Research;Business;Using mathematical models to improve decision-making;📐;;"[""operations research"",""optimization"",""modeling"",""decision science""]";2026-03-09 03:42:40.643507+00;Banking & Financial Services;Wellness & Fitness;[];"[""Clinical Research Coordinator"",""Investment Operations Analyst"",""Creator Operations Manager"",""Marketing Operations Manager"",""Psychologist (Research)""]";[];"[""Financial Modeling"",""3D Modeling"",""Research & Development"",""Containerization"",""CFD Simulation""]";"[""Industrial Engineering"",""Operations Management""]";High;$70,000;Steady;"[""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail"",""Organization"",""Numeracy"",""Leadership"",""precision""]";"[""medicine"",""health"",""biology"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math"",""technology"",""animals"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Banking & Financial Services"",""Market Research""]";"[""Clinical Research"",""Market Research""]";"[""UX Research Fundamentals"",""Algorithms Specialization - Stanford"",""Neural Networks from Scratch""]";
03818e3b-0230-42bc-ac1a-d36969fa415c;Digital Forensics;Cybersecurity;Recovery and investigation of digital evidence;💻;;"[""forensics"",""cybercrime"",""investigation"",""data recovery""]";2026-04-06 06:53:11.32923+00;Consumer Goods & Retail;Digital Content & Social Media;"[""Digital Marketer""]";[];"[""Jindal Global University""]";"[""Digital Marketing""]";"[""Digital Forensics""]";High;70000;Intern → Associate → Manager → Senior Manager → Head of Marketing → CMO;"[""Communication"",""Creativity"",""creativity"",""analytical"",""Leadership"",""Organization"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""Numeracy"",""safety"",""Analytical Thinking"",""service"",""organization"",""design""]";"[""Marketing"",""Business"",""Online"",""media"",""marketing"",""content"",""business"",""Management"",""Productivity"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""engineering"",""design"",""art"",""arts""]";"[""USA"",""UK"",""India"",""Australia"",""Canada"",""Germany""]";;"[""Digital Content & Social Media"",""Digital Therapeutics""]";"[""Google Cloud Digital Leader"",""Introduction to Digital Marketing"",""Digital Forensics Essentials"",""Google Digital Marketing Certificate"",""Neural Networks from Scratch""]";"[""Grenada""]"
6cc88f9c-4981-4c92-ba5c-97aa5c5855fe;Music & Audio Production;Creative Arts;Creating, performing, and producing music and audio content;🎵;;"[""music"",""audio production"",""sound engineering"",""composition"",""music theory""]";2026-03-09 03:31:51.075961+00;Entertainment & Media;Auto Manufacturing;"[""Music & Audio""]";"[""Music Producer""]";"[""Aligarh Muslim University""]";"[""Video Production""]";"[""Music Theory""]";Medium;$35K-$150K+;Diverse revenue streams;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""music"",""arts"",""film"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Music Industry"",""Entertainment & Media"",""Music Streaming"",""Film Production""]";"[""Music & Audio"",""Electronic Music""]";"[""Songwriting"",""Music Production with Ableton Live""]";
aac4ee67-d8f2-4ca7-bf35-a7afe4f72cfc;Cinematography;Creative Arts;Art of motion picture photography and visual storytelling;🎞️;;"[""cinematography"",""camera"",""film"",""visual storytelling""]";2026-03-09 03:42:40.24542+00;Entertainment & Media;Film & Television;"[""Photographer"",""Wildlife Photographer"",""Animator"",""Graphic Design""]";"[""Photographer"",""Graphic Designer"",""Animator""]";[];"[""Photography"",""Graphic Design"",""Adobe Illustrator""]";"[""Film Studies"",""Cinematography"",""Demography"",""Photography"",""Graphic Design"",""Computer Graphics"",""Fine Arts"",""Animation""]";Medium;$75,000;Steady;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""service"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills""]";"[""film"",""arts"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""property"",""policy"",""aviation"",""coding"",""Programming"",""Computers"",""Computer Science""]";"[""USA"",""UK"",""Australia"",""Germany"",""India""]";"[""Film & Television"",""Entertainment & Media"",""Cinema & Theatre"",""Creator Economy""]";"[""Film & Television"",""Fine Arts"",""Creator Economy""]";"[""Photography Basics"",""Fundamentals of Graphic Design""]";
c708e833-e74c-4758-8587-c92912027db4;Cybersecurity;Technology;Protection of systems, networks, and data from digital attacks;🔐;Computer Science;"[""cybersecurity"",""information security"",""ethical hacking"",""penetration testing"",""SOC""]";2026-03-09 03:31:51.075961+00;Information Technology;Risk & Compliance;"[""Cybersecurity"",""Ethical Hacker""]";"[""Cybersecurity Analyst""]";"[""Arizona State University"",""Loyola Marymount University"",""Middlesex University"",""ETH Zurich"",""Tsinghua University"",""University of Vienna"",""Kyoto University"",""Concordia University"",""Lancaster University"",""Aligarh Muslim University"",""Case Western Reserve University"",""Curtin University"",""Hanyang University"",""Edinburgh Napier University"",""Brigham Young University"",""Heriot-Watt University"",""University of New South Wales"",""Cranfield University"",""Delhi Technological University"",""Indiana University Bloomington"",""Aalto University"",""Aarhus University"",""Erasmus University Rotterdam"",""Iowa State University"",""Jindal Global University"",""Keio University"",""Ohio State University"",""Oregon State University"",""Northwestern University Qatar"",""Massey University""]";"[""Ethical Hacking"",""Cybersecurity Fundamentals"",""Cybersecurity"",""Cloudflare Workers""]";"[""Cybersecurity""]";Very High;$65K-$160K;Rapidly Growing;"[""analytical"",""Problem Solving"",""Analytical Thinking"",""vigilance"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning""]";"[""law"",""Technology"",""Security"",""Computers"",""security"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""Information Technology"",""Cybersecurity"",""Cybersecurity Services"",""Identity & Access"",""Courier Services""]";"[""Application Security""]";"[""The Complete Cyber Security Course"",""Certified Ethical Hacker (CEH)"",""Cybersecurity Fundamentals"",""Cybersecurity Foundations - SANS"",""AI for Everyone - Coursera""]";"[""Eritrea""]"
e9f03de4-949b-44bd-8c9d-79038cadc7af;Sign Language Studies;Education;Study and interpretation of sign languages;🤟;;"[""sign language"",""deaf studies"",""interpretation"",""ASL""]";2026-03-09 03:42:40.643507+00;Education & EdTech;Natural Language Processing;[];[];[];"[""Natural Language Processing""]";[];Very High;140000;Rapidly Growing;"[""empathy"",""creativity"",""communication"",""research"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Curiosity"",""Forward Thinking"",""Creativity"",""Attention to Detail""]";"[""education"",""technology"",""teaching"",""film"",""arts"",""media"",""fashion"",""beauty"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Future"",""Design"",""Art"",""Visuals""]";"[""USA"",""UK"",""Germany"",""Australia""]";"[""Education & EdTech"",""Language Services""]";"[""Natural Language Processing""]";"[""Natural Language Processing"",""Natural Language Processing Specialization""]";"[""Angola""]"
6ca2b073-82b2-4db6-8174-60bf059efb71;Ergonomics;Design & Engineering;Designing workspaces and products for human efficiency;🪑;;"[""workplace design"",""human factors"",""UX"",""occupational health""]";2026-04-06 06:53:11.32923+00;Entertainment & Media;;[];[];[];[];[];Medium;$50K-$110K;Strong Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media""]";;[];"[""Eritrea""]"
eacdec4d-842e-43b1-b50c-5503f1eab267;Environmental Science;Science & Nature;Study of environmental systems and solutions to ecological problems;🌍;;"[""environmental science"",""ecology"",""conservation"",""climate change"",""sustainability""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Environmental Services;"[""Environmental Science"",""Sports Science & Management"",""Data Science""]";[];"[""Central European University""]";"[""Environmental Science""]";"[""Ecology"",""Cognitive Science"",""Environmental Science"",""Data Science"",""Political Science"",""Computer Science"",""Sports Science"",""Materials Science"",""Veterinary Science""]";High;$110,000;Rapid Growth;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""public health"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Manufacturing & Industrial"",""Climate Tech"",""Environmental & Sustainability"",""Mining Equipment"",""Cement & Concrete""]";"[""Environmental Services"",""Environmental Consulting""]";"[""Introduction to Sustainability"",""The Business of Renewable Energy"",""Climate Change Solutions"",""The Science of Happiness"",""Data Science: [University Name] Course"",""The Science of Nutrition"",""CS50: Introduction to Computer Science""]";"[""Chile"",""New Zealand"",""Norway"",""Indonesia"",""Finland"",""Canada"",""Australia"",""El Salvador"",""Armenia""]"
a1c83b7e-7c7a-4864-993d-286942d5fe1e;Education & Teaching;Education;Facilitating learning and development across all age groups;📚;;"[""education"",""teaching"",""pedagogy"",""curriculum"",""EdTech"",""tutoring""]";2026-03-09 03:31:51.075961+00;Education & EdTech;K-12 Education;"[""Education & Teaching""]";[];"[""Manipal Academy of Higher Education"",""Boston College"",""Birkbeck University of London"",""East China Normal University"",""Banaras Hindu University"",""Brigham Young University"",""George Washington University"",""Pontificia Universidad Católica de Chile"",""Goldsmiths University of London"",""Indiana University Bloomington"",""ISCTE-IUL Lisbon"",""Tel Aviv University""]";[];"[""Education"",""Pedagogy"",""Special Education""]";High;$85,000;Stable with leadership paths;"[""empathy"",""creativity"",""communication""]";"[""education"",""technology"",""teaching""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";"[""EdTech"",""Education & EdTech"",""Educational Publishing"",""Non-Profit & NGOs""]";"[""K-12 Education"",""Education"",""Children's Education"",""Coding Education"",""Finance Education"",""Education Technology"",""Childcare & Early Education"",""Higher Education"",""Engineering Education""]";"[""Notion Productivity OS""]";"[""Côte d'Ivoire"",""Eswatini"",""Croatia""]"
c271773a-e8b7-457b-a261-16b69c573e8d;Counseling Psychology;Healthcare;Therapeutic support for emotional and psychological wellbeing;💛;;"[""counseling"",""therapy"",""emotional health"",""support""]";2026-03-09 03:42:40.24542+00;Healthcare & Life Sciences;Mental Health;"[""Psychology""]";[];[];[];"[""Counseling Psychology"",""Educational Psychology"",""Psychology""]";Very High;$70,000;Rapid Growth;"[""empathy"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""psychology"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Mental Health & Wellness"",""Healthcare & Life Sciences""]";"[""Mental Health"",""Mental Health Services"",""Counseling Services""]";"[""Introduction to Psychology""]";
396995b5-eef0-4848-a298-f7d0b3a0a677;Microbiology;Science & Nature;Study of microscopic organisms;🦠;;"[""microbiology"",""bacteria"",""viruses"",""fungi""]";2026-03-09 03:42:40.643507+00;Manufacturing & Industrial;;[];[];"[""Middlesex University"",""Jamia Millia Islamia""]";[];"[""Microbiology""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Genomics""]";;[];
1bac8c0e-011d-44b7-b834-779384c63993;Law & Legal Studies;Law;Study and practice of legal systems, rights, and regulations;⚖️;;"[""law"",""legal"",""attorney"",""litigation"",""corporate law"",""criminal law"",""patent law""]";2026-03-09 03:31:51.075961+00;Legal & Compliance;Legal Services;"[""Law""]";[];"[""Charles University Prague"",""Boston College"",""Jindal Global University""]";[];"[""Criminal Law"",""Business Law"",""Law"",""Constitutional Law"",""International Law"",""Construction Law"",""Contract Law"",""Cyber Law""]";High;$110,000;Stable;"[""analytical"",""Problem Solving"",""Analytical Thinking""]";"[""law"",""Technology"",""Security"",""Computers""]";"[""USA"",""UK"",""Germany""]";"[""Legal Services"",""Legal & Compliance"",""LegalTech"",""Courier Services""]";"[""Legal Services""]";[];"[""Laos"",""Latvia""]"
d1d2cd4f-89d8-48fc-b982-e65ff237f925;Culinary Arts;Hospitality;Art and science of food preparation and presentation;👨‍🍳;;"[""culinary"",""cooking"",""chef"",""gastronomy"",""food science"",""baking""]";2026-03-09 03:31:51.075961+00;Food & Beverage;Agriculture & Food;"[""Culinary Arts""]";[];"[""Banaras Hindu University""]";"[""Celery"",""Caffe""]";"[""Fine Arts"",""Visual Arts"",""Performing Arts""]";Medium;$60,000;From cook to executive chef;"[""patience"",""creativity""]";"[""food"",""arts""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Food & Beverage"",""Dairy Products""]";"[""Arts & Culture"",""Culinary Arts"",""Fine Arts"",""Arts & Creative"",""Bakery & Confectionery""]";[];
283ce062-e5df-4d51-8901-7050b40239c0;Marine Biology;Science & Nature;Study of marine organisms and ocean ecosystems;🐠;Biology;"[""marine biology"",""oceanography"",""marine ecosystems"",""coral reefs"",""aquaculture""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Fisheries & Aquaculture;"[""Marine Conservation Biologist"",""Marine Biologist""]";[];"[""Massey University""]";[];"[""Earth Sciences"",""Computational Biology"",""Biology"",""Cell Biology"",""Developmental Biology""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""outdoors""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial""]";"[""Fisheries & Aquaculture"",""Marine & Maritime""]";[];"[""Norway"",""Guinea"",""Guinea-Bissau""]"
835895d2-2e90-4881-b004-aa5a689b202c;Viticulture;Agriculture;Cultivation of grapevines for winemaking;🍇;;"[""viticulture"",""wine"",""grapes"",""vineyards""]";2026-03-09 03:42:40.94683+00;Agriculture & Agritech;Floriculture;"[""Agricultural Engineer"",""Geneticist""]";"[""Agricultural Engineer"",""Agricultural Scientist"",""Geneticist""]";[];"[""Critical Thinking"",""Statistics""]";"[""Genetics"",""Nutrition"",""Mathematics"",""Statistics"",""Applied Mathematics"",""Analytical Chemistry""]";High;$60,000;Strong Growth;"[""patience"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""outdoors"",""empathy"",""public health"",""analytical"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence""]";"[""nature"",""food"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Agriculture & Agritech"",""Agriculture & Farming""]";"[""Floriculture"",""Agriculture & Food"",""Aquaculture"",""Arts & Culture"",""Agricultural Biotech""]";"[""The Science of Nutrition""]";
900fc3a9-2331-472b-8498-29eacd10d4bf;Data Science & Analytics;Technology;Extracting insights from structured and unstructured data;📈;Computer Science;"[""data science"",""analytics"",""statistics"",""big data"",""data mining"",""visualization""]";2026-03-09 03:31:51.075961+00;Information Technology;Data Science & Analytics;"[""Environmental Science"",""Data Scientist"",""Veterinary Science"",""Data Engineer"",""Sports Science & Management"",""Data Science""]";[];"[""ISI Kolkata""]";"[""Hadoop"",""dbt"",""Statistics"",""Apache Spark"",""R Programming"",""Data Analysis"",""Crash Analytics"",""Data Visualization"",""Environmental Science"",""Dagster"",""Delta Lake"",""Anchor (Solana)""]";"[""Cognitive Science"",""Environmental Science"",""Data Science"",""Data Structures"",""Political Science"",""Computer Science"",""Sports Science"",""Business Analytics"",""Materials Science"",""Veterinary Science""]";High;$110,000;High;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""Information Technology"",""Data Science & Analytics""]";"[""Data Science & Analytics"",""Data Centers""]";"[""Machine Learning"",""Advanced Data Science with IBM"",""IBM Data Science Professional Certificate"",""SQL for Data Analysis"",""Introduction to Probability and Data"",""Data Science: [University Name] Course"",""The Science of Happiness"",""Data Engineering with Snowflake"",""Product Analytics with Mixpanel"",""Introduction to Data Analysis Using Excel"",""Applied Data Science with Python"",""Azure Data Engineer Associate"",""Google Data Analytics Certificate"",""Data Visualization with Tableau"",""Python for Data Science"",""Power BI for Business Analytics"",""Data Storytelling Bootcamp"",""The Science of Well-Being"",""Data Structures & Algorithms in Python"",""PySpark for Big Data"",""JavaScript Algorithms & Data Structures"",""Introduction to Computer Science and Programming Using Python"",""Hadoop & Big Data"",""Business Analytics with Excel"",""The Science of Nutrition"",""CS50: Introduction to Computer Science"",""Salesforce Administrator""]";"[""Antigua and Barbuda""]"
12e49ca7-a4da-406e-923c-9676b29d8587;Psychiatry;Healthcare;Medical specialty dealing with mental disorders;🧠;;"[""psychiatry"",""mental health"",""medication"",""diagnosis""]";2026-03-09 03:42:40.643507+00;Healthcare & Life Sciences;Mental Health;[];[];[];[];[];High;$70,000;Rapid Growth;"[""empathy"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""psychology"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";"[""Mental Health & Wellness"",""Healthcare & Life Sciences""]";"[""Mental Health"",""Mental Health Services"",""Clinical Medicine""]";[];
38114bad-2560-4719-bef3-72fede4cf15e;Sociology;Social Sciences;Study of society, social institutions, and relationships;👥;;"[""sociology"",""social research"",""demographics"",""social theory"",""cultural studies""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Cardiology;[];[];[];[];"[""Cultural Studies"",""Sociology"",""Physiology"",""Christian Theology""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial""]";"[""Cardiology""]";[];
1878125a-505b-4530-9672-2a588d168095;Applied Mathematics;Science & Nature;Using mathematical methods to solve practical problems;➗;;"[""applied math"",""modeling"",""optimization"",""numerical analysis""]";2026-03-09 03:42:40.24542+00;Manufacturing & Industrial;;[];[];"[""NIT Surathkal""]";"[""Financial Modeling"",""3D Modeling""]";"[""Industrial Engineering"",""Mathematics"",""Discrete Mathematics"",""Applied Linguistics"",""Applied Mathematics""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial""]";;"[""Applied Data Science with Python""]";
3bfb2872-96ee-47f3-86e6-4a1d54c34aab;Oceanography;Science & Nature;Study of the ocean and its processes;🌊;Earth Sciences;"[""oceanography"",""marine science"",""ocean currents"",""deep sea"",""hydrology""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;;[];[];"[""Ocean University of China""]";[];"[""Earth Sciences"",""Demography""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Ocean Freight""]";;[];
447eebc6-33e7-4f3e-b50c-a399e90eefdf;Speleology;Earth Sciences;Scientific study and exploration of caves;🕳️;;"[""caves"",""geology"",""exploration"",""karst""]";2026-04-06 06:53:11.32923+00;Entertainment & Media;Space Exploration;"[""Geologist"",""Archaeologist"",""Paleontologist"",""Astrobiology Researcher"",""Ecologist"",""Zoologist"",""Hydrologist""]";"[""Geologist"",""Archaeologist"",""Ecologist"",""Hydrologist"",""GIS Specialist"",""Marine Biologist""]";[];[];"[""Earth Sciences"",""Biology"",""Ecology"",""Zoology"",""Archaeology - Field"",""Anthropology"",""Microbiology""]";niche;$55K-$110K;Stable;"[""safety"",""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""innovation"",""service""]";"[""geology"",""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music"",""space"",""science"",""travel"",""aviation""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Mining & Metals"",""Entertainment & Media"",""Geothermal Energy"",""Renewable Energy"",""Energy & Utilities""]";"[""Space Exploration"",""Astrobiology"",""Wind Energy"",""Solar Energy"",""Energy Storage"",""Energy & Utilities""]";"[""Renewable Energy Specialization"",""Anatomy Specialization"",""The Business of Renewable Energy"",""Astronomy: Exploring Time and Space""]";
5b27bc3c-0368-4db9-b5d4-7bd1a9d57f08;Floristry;Creative Arts;Art and business of flower arrangement and floral design;💐;;"[""floristry"",""flowers"",""floral design"",""arrangement""]";2026-03-09 03:42:40.24542+00;Entertainment & Media;;[];[];[];[];[];Medium;$50K-$110K;Strong Growth;"[""creativity"",""Creativity"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving""]";"[""fashion"",""beauty"",""Design"",""Art"",""Visuals"",""media"",""engineering"",""design"",""art"",""arts"",""film"",""making"",""technology"",""Technology"",""Cloud Computing"",""IT"",""music""]";"[""USA"",""UK"",""Australia"",""Germany""]";"[""Entertainment & Media"",""Luxury Goods""]";;[];
35239f6d-0204-4a15-a212-0f0443030acd;Film Studies;Humanities;Academic study of cinema and film;🎬;;"[""film studies"",""cinema"",""criticism"",""theory""]";2026-03-09 03:42:40.24542+00;Film & Television;Media & Entertainment;"[""Film & Entertainment"",""Film Editor""]";[];[];"[""Video Production""]";"[""Music Theory"",""Film Studies"",""Asian Studies"",""Celtic Studies""]";High;$75,000;Steady;"[""creativity""]";"[""film"",""arts""]";"[""USA"",""UK"",""Australia""]";"[""Film & Television""]";"[""Film Distribution"",""Film & Television""]";[];"[""New Zealand""]"
